Run,Bandwidth,Mean_Local_R2,RMSE,MAE,R2_Global
173,53.0,0.49504677150260085,0.6583430222284586,0.4921309119143678,0.8506798592507057
174,53.0,0.49262565592824575,0.6553056125051041,0.49255302230165754,0.8486183623060972
175,53.0,0.4951173347679973,0.6606725403906708,0.4930810266430065,0.8522992238929846
176,53.0,0.49386773915688464,0.6585201124376917,0.49124277742275724,0.8565329008933719
177,53.0,0.49368557399471275,0.6631530398108573,0.49423078002421744,0.8515554404560048
178,53.0,0.4966843336191592,0.6575153131467916,0.4915502110885096,0.8504668925442026
179,53.0,0.4886738309813818,0.6612997967163837,0.4985041383306207,0.8524393262474366
181,53.0,0.4877552511979857,0.6702511022350772,0.5052912352018342,0.8495828911200902
180,53.0,0.5005740082215145,0.6508576266636973,0.48738764519555716,0.8559293542040224
182,53.0,0.49469827582645265,0.6528943089234862,0.49308413539516205,0.8537611227923585
183,53.0,0.49219735781982454,0.6590899303921037,0.49391338556627823,0.8535477245977445
184,53.0,0.4942042915669688,0.6495666541733354,0.4866751175553134,0.8530475489500262
185,53.0,0.4883550106478806,0.6562965464058913,0.49259340418087877,0.8537896828861267
186,53.0,0.5011435641391466,0.6523938500572181,0.49006897918987596,0.8580470231191077
188,53.0,0.485048077273431,0.6648441077141264,0.4958655963323683,0.8484292986773969
189,53.0,0.48984813631870827,0.6638220058853017,0.49413321394037885,0.8497959882009682
187,53.0,0.49043938659466296,0.659679197650297,0.4935642192743122,0.8459132961470267
190,53.0,0.4953040753139968,0.6604913780727434,0.5013585981469553,0.8531463504949794
191,53.0,0.4955576973130931,0.6557684930701224,0.4930114531950895,0.8544228733205561
192,53.0,0.4943317613672191,0.6575050044793047,0.49280295398772034,0.8540148407506593
193,53.0,0.48519917791581557,0.6634984619812725,0.4994329402030168,0.8500969373744469
194,53.0,0.49515881120453853,0.6564485151183328,0.4913650407107257,0.8508813985453156
195,53.0,0.5003242098638669,0.6560583141818527,0.4904886521034266,0.849935197657438
196,53.0,0.49188115774621294,0.6615336741895219,0.49736076278940866,0.8529531343870654
198,53.0,0.489451172260106,0.6630590645622083,0.4986951620040397,0.8476984717219271
197,53.0,0.5007901116527507,0.6583672111797969,0.4916367964548683,0.8546060241262827
199,53.0,0.49318938696469933,0.6614828925584372,0.4942349919745312,0.8499084171797778
200,53.0,0.49954093303179287,0.6626381543554672,0.4980373744497905,0.8527086477927281
201,53.0,0.495212728028592,0.6542001827560787,0.49079541556794987,0.8562181494092276
202,53.0,0.5020310150428988,0.6510244906081148,0.48990730969206997,0.854807205166287
204,53.0,0.4900703621311859,0.6641478611748305,0.49435504200340885,0.8486372399536286
203,53.0,0.49025349351880204,0.6584652504382466,0.4961723123109951,0.8487085498046911
205,53.0,0.48886959808974323,0.6740921989678597,0.5075087313821528,0.8450817729922435
206,53.0,0.4984451769479368,0.656313099915672,0.49202065312057075,0.8563664151399348
207,53.0,0.490828418254544,0.6645358390682928,0.4996936424579988,0.8488086854114283
208,53.0,0.4896769484065387,0.6673208428659501,0.4980428156450572,0.847112961542194
209,53.0,0.49785233833640175,0.6526592857894136,0.49183933114880285,0.8545436562301019
210,53.0,0.49097363354153506,0.6650732973485158,0.4976524309200353,0.8515848021178685
211,53.0,0.4948714681003303,0.6590429070892394,0.49281092242821417,0.8523532340842812
213,53.0,0.4895667071163742,0.650561371084133,0.48380875049884253,0.8499553608707987
212,53.0,0.4925615443405221,0.660233374206306,0.49693239573598974,0.8506933510539987
214,53.0,0.4899946585841503,0.6684016477977726,0.5014916993879943,0.8497947808307608
215,53.0,0.4842262401153923,0.6652809872541752,0.4989711094614306,0.8495359327067304
217,53.0,0.4916624540344057,0.6573256373958347,0.49321010051027525,0.8505840565070305
216,53.0,0.4953632853706512,0.6583285069140176,0.4980705764202702,0.8512837029813128
218,53.0,0.489565981470087,0.6565459175470509,0.49381381289467946,0.8521002109820675
219,53.0,0.4885232485578613,0.6574377535158963,0.49490457450830383,0.852372362201396
220,53.0,0.4988642761358911,0.6569473466332347,0.4931291954011442,0.8529373241540633
221,53.0,0.49396598945063525,0.655414698787421,0.48880200837689664,0.8523899916838735
222,53.0,0.4894850420268566,0.6558624311913294,0.4939403372526488,0.8538850100329096
223,53.0,0.4840137279610384,0.6639089780787192,0.4958999215984614,0.8475941112299631
224,53.0,0.48953705943627285,0.662213161298248,0.4961217578777174,0.8500657276700136
225,53.0,0.4813369042028342,0.6575211468508017,0.4913893494346744,0.8510419415170543
226,53.0,0.493415865432055,0.6636904302041309,0.49681240211107613,0.8504799309950574
228,53.0,0.490288918526381,0.6612622946378568,0.49621093068827166,0.8488840258409065
229,53.0,0.5042057757674484,0.6541424782472928,0.49258856308421356,0.8557643198134534
230,53.0,0.49077788386469046,0.6578080157537147,0.49282681987836185,0.8524771102881743
227,53.0,0.4874199076826053,0.6595309744593137,0.4952322184803793,0.851593180286505
231,53.0,0.4922003205338488,0.6641416565628281,0.49798198020435713,0.8519685561092256
233,53.0,0.4943393181510567,0.65457349500206,0.48706566018661734,0.8531322759622494
232,53.0,0.4940857751212248,0.6557937982230886,0.4903870604434108,0.8550071934855682
234,53.0,0.49649715680876777,0.6615558565921656,0.49619282482805666,0.8522876789501668
235,53.0,0.489786716944475,0.6585157410776222,0.49249118767963407,0.8528838928299763
238,53.0,0.500045067057008,0.6541433805979734,0.4913741828532587,0.858082533404542
237,53.0,0.4982555572322173,0.6483302888889236,0.48560744158916913,0.8545759129978251
236,53.0,0.49280120137716793,0.6563006399041701,0.49215687458040436,0.8480564284232679
239,53.0,0.48430557226246657,0.6561208488313556,0.4900902088252509,0.8528896569608617
240,53.0,0.4960112088031288,0.6564727964061733,0.4921486579248112,0.8534664456720502
241,53.0,0.4914283945536906,0.6516707945127163,0.4865397819762624,0.8521187764535005
246,53.0,0.48831140223957475,0.661255214397005,0.49487501395429917,0.8476835388585195
242,53.0,0.501025685711315,0.6583175693130797,0.49651121975752194,0.8528126500065996
245,53.0,0.49400033854246095,0.6584461485859578,0.495461259550081,0.8525005220593047
243,53.0,0.49562455411410355,0.6556277036469299,0.4899755673920326,0.855386117886688
244,53.0,0.49196942111819597,0.6633514590362729,0.4971416309187187,0.8493335002329209
247,53.0,0.5000991762196669,0.6617735037057063,0.4979499770364391,0.8469500006035324
248,53.0,0.49127108022008126,0.660095759503053,0.49204748155708894,0.8510709547414765
249,53.0,0.49431885645040885,0.6590211346257608,0.4969629952313303,0.8503849241165178
250,53.0,0.49991612820287373,0.655711860788626,0.4917594376129271,0.8561967563301119
