OBJECTID,AAT_z,Pct_Canopy,Pct_Impervious,Pct_GreenSpace,Distance_from_water_m,Elevation_m,POINT_X,POINT_Y
9844,87.94,7.49,97.88,0.00,548.16,8.15,351578.05,268554.00
24387,87.91,55.29,67.21,0.00,9.12,25.92,338192.22,264616.99
15498,90.00,0.00,0.00,0.00,0.00,12.00,346459.94,259695.73
58743,89.00,29.04,75.86,0.00,598.03,14.95,350889.07,259203.60
18761,85.00,0.00,0.00,0.00,0.00,0.00,363093.23,257037.39
58063,84.17,26.09,85.78,0.00,54.19,11.14,350790.65,253298.09
17583,89.48,0.00,100.00,0.00,89.69,4.07,347739.46,272097.30
51029,87.00,38.00,68.07,0.00,144.35,15.61,346656.79,280955.57
21019,87.11,8.60,68.62,0.00,50.93,13.02,345967.81,256939.82
6169,88.15,47.34,88.78,0.00,459.37,13.55,347247.34,273278.41
35444,85.00,81.09,39.67,0.00,86.82,15.56,360436.32,274164.23
2660,88.99,5.25,71.88,0.00,97.13,11.83,341637.10,267569.75
37593,86.00,4.04,71.20,0.00,379.99,20.75,359452.06,274164.23
9718,88.00,60.98,95.95,0.00,911.98,24.18,346952.06,266782.34
9029,89.00,0.00,100.00,0.00,75.46,6.42,354432.38,264223.29
21536,89.07,19.13,93.35,0.01,239.02,28.66,338585.92,265601.24
36276,90.92,52.31,91.72,0.01,549.86,23.91,347345.76,269538.25
35299,88.00,92.72,31.57,0.01,0.00,21.30,343704.03,274164.23
45482,89.00,0.69,97.91,0.01,502.19,13.44,350396.95,258809.90
36540,86.00,58.01,93.90,0.01,42.13,3.74,359944.19,270916.20
52299,87.73,13.20,42.80,0.01,9.30,21.27,348231.59,281644.55
32573,86.00,10.37,49.89,0.01,277.77,29.72,359255.21,275148.49
11973,87.00,29.32,77.04,0.01,0.00,28.97,341538.68,276329.59
51056,89.00,0.30,78.06,0.01,853.49,20.00,352267.02,262057.93
48255,86.00,50.93,31.18,0.01,83.76,16.00,352857.57,256546.12
43168,87.83,0.00,25.63,0.01,528.99,44.94,354235.53,273573.68
47028,87.00,40.12,61.77,0.01,0.00,23.06,347542.61,282136.68
54589,89.00,0.00,82.53,0.01,295.10,26.89,346459.94,279676.05
53961,86.00,0.00,91.11,0.01,136.80,12.47,351113.04,251554.13
46267,88.00,17.61,81.45,0.01,243.75,15.33,346755.21,274164.23
5572,88.00,42.32,80.38,0.01,596.17,47.39,354432.38,271998.88
41134,88.00,36.62,99.91,0.01,716.48,17.45,353152.85,258613.05
29543,88.21,0.00,97.16,0.02,78.53,11.99,341538.68,267766.60
25295,89.00,0.17,81.22,0.02,169.55,6.54,347837.89,272392.58
50203,88.00,4.11,67.47,0.02,34.56,11.37,352562.30,279774.47
40061,88.00,54.12,42.88,0.02,31.79,19.35,348428.44,280857.15
6293,89.00,0.00,100.00,0.02,116.58,2.94,354333.95,264124.86
6276,89.00,8.44,83.06,0.02,475.97,25.01,347148.91,278494.94
16532,87.00,59.24,91.13,0.02,990.64,39.45,356007.18,271998.88
29718,87.01,41.90,71.32,0.02,260.64,29.66,353349.70,271703.60
46575,87.01,20.04,55.09,0.02,7.42,30.25,341440.25,276624.86
5243,89.00,45.23,74.71,0.02,400.81,23.84,345475.69,267865.02
46458,87.00,82.07,45.81,0.02,90.28,15.02,346263.09,281054.00
40259,87.00,35.58,84.33,0.03,927.80,43.47,355515.06,272392.58
35989,87.00,8.31,97.14,0.03,330.32,33.52,340751.28,274164.23
17521,91.00,5.08,96.78,0.03,105.47,17.25,352857.57,275148.49
9533,83.72,35.36,67.37,0.03,216.62,17.65,360239.47,273376.83
19207,88.00,99.91,0.00,0.03,0.00,9.46,341440.25,268652.42
55176,86.43,29.97,87.54,0.03,877.69,30.01,357778.84,281841.40
25698,89.00,4.21,99.39,0.04,0.00,1.40,353841.83,269144.55
566,88.00,7.36,68.58,0.04,438.14,26.44,338290.65,266388.64
2657,88.00,16.75,87.04,0.04,485.13,43.10,354432.38,271408.33
22814,86.77,65.27,46.77,0.04,98.63,32.38,337896.94,264321.71
29868,89.00,20.79,68.99,0.04,244.11,30.32,354629.23,269439.82
34360,88.00,23.20,99.85,0.05,585.80,41.76,354629.23,271703.60
1829,88.00,0.00,66.30,0.05,152.01,11.05,354137.10,280069.75
55026,86.00,1.68,85.31,0.05,104.84,13.68,351014.01,251651.59
11240,88.00,0.00,91.77,0.05,74.60,2.91,352365.45,270522.50
29786,85.00,7.91,86.99,0.05,325.80,19.92,359648.91,274262.66
29383,88.00,86.47,84.36,0.05,366.68,15.60,355515.06,268849.27
22207,87.96,0.00,0.00,0.05,0.00,1.69,355711.91,266880.77
42673,88.00,12.01,64.74,0.05,102.55,10.85,352365.45,278101.24
45208,87.30,93.47,0.00,0.05,48.06,8.58,349511.12,278593.37
21522,88.00,23.08,51.11,0.06,8.42,15.51,340849.70,269242.97
27697,88.00,0.00,98.50,0.06,515.82,8.28,351676.47,268455.57
25855,88.00,34.78,54.14,0.07,1.56,18.22,348034.74,280955.57
40439,88.00,10.94,90.55,0.07,447.14,16.05,348330.02,256447.70
42459,89.00,44.49,46.59,0.07,354.58,13.62,347050.49,273672.11
48472,88.00,10.34,100.00,0.07,268.65,22.03,354235.53,278691.79
10503,89.00,32.36,87.79,0.08,480.91,19.96,353054.43,264223.29
25514,87.00,20.18,100.00,0.08,193.92,4.29,352759.15,268061.87
21312,88.00,69.75,64.82,0.08,0.00,17.41,338389.07,271113.05
2388,85.00,0.00,0.00,0.08,270.19,75.51,337152.90,265237.01
26748,88.60,26.89,23.57,0.08,37.68,17.47,341833.95,268652.42
22191,89.00,42.69,95.06,0.08,905.22,24.91,346656.79,266093.37
37936,86.00,5.25,100.00,0.08,175.90,2.00,351578.05,270128.80
20687,85.00,34.98,87.25,0.08,160.75,19.66,360141.04,272589.43
20994,86.69,52.94,57.43,0.08,23.58,3.93,359747.34,270719.35
10009,88.00,0.00,99.45,0.08,113.77,11.89,352956.00,276920.14
52919,89.00,30.13,86.44,0.09,775.36,20.80,349609.54,262156.36
36335,88.00,28.33,61.16,0.09,0.00,21.70,343605.61,273770.53
40648,88.00,1.01,83.57,0.09,0.00,12.39,349117.42,279577.62
35682,86.00,5.67,53.35,0.10,507.01,42.30,339570.17,273376.83
9637,87.24,8.96,88.74,0.10,141.68,25.67,340062.30,268061.87
28790,87.03,17.34,72.54,0.10,636.03,27.21,355416.63,270620.93
1035,85.00,39.79,31.62,0.10,67.77,13.63,352346.94,251349.17
28085,89.00,15.63,34.96,0.10,64.42,11.54,341833.95,267569.75
41308,90.00,0.12,100.00,0.10,37.51,15.84,345672.54,259498.88
50960,87.06,91.43,23.78,0.11,12.59,20.63,348428.44,281349.27
42282,85.00,100.00,0.00,0.11,390.78,53.45,337896.94,274754.79
26692,89.00,0.00,76.37,0.11,192.28,14.81,346263.09,273475.26
17268,90.78,36.76,60.39,0.11,720.99,22.00,345869.39,263337.46
13969,87.00,68.53,75.03,0.11,554.87,27.53,356597.73,269833.53
37644,87.00,28.58,70.22,0.11,115.46,35.41,341046.55,276231.16
30765,87.00,3.42,81.96,0.11,924.25,44.28,355416.63,272687.86
46074,87.00,59.11,36.18,0.11,950.79,40.32,356400.88,276920.14
47772,86.26,17.88,74.66,0.12,980.39,41.68,356302.46,277018.56
26278,86.00,0.01,55.59,0.12,0.00,6.71,351681.89,251267.98
30363,88.00,7.22,80.14,0.12,0.00,21.00,344097.73,274065.81
14331,88.00,7.43,80.65,0.12,346.44,24.42,346656.79,272687.86
23793,90.00,61.04,82.27,0.12,379.89,23.20,345672.54,268061.87
11179,89.00,7.59,85.89,0.13,335.16,20.34,354727.65,279774.47
55578,87.00,82.19,40.98,0.13,38.00,13.32,346066.24,256939.82
48380,89.00,10.16,85.95,0.13,588.56,14.91,350396.95,259105.18
4322,85.55,99.87,0.85,0.14,168.48,17.58,360141.04,273868.96
17853,88.00,6.22,97.65,0.14,35.54,13.11,341538.68,268258.72
27477,87.00,93.66,0.00,0.14,0.00,10.74,340259.15,268750.85
50394,88.00,3.38,0.00,0.14,0.00,12.00,346459.94,257530.38
23346,87.10,9.45,93.67,0.15,306.02,36.89,354038.68,270916.20
6612,87.00,66.42,74.43,0.15,669.25,29.90,356302.46,270128.80
54861,88.82,9.45,95.06,0.16,643.35,17.00,353349.70,258317.78
13638,85.56,51.02,49.73,0.16,751.54,31.92,357089.86,276526.44
15834,87.58,17.65,64.86,0.16,785.63,35.86,356794.58,271802.03
23507,87.00,10.69,80.00,0.16,602.73,55.04,336738.57,266823.01
16617,90.00,54.25,0.00,0.17,0.00,12.14,346755.21,259794.15
47976,84.13,43.59,53.34,0.17,81.27,12.32,353442.82,253402.93
46322,89.00,0.20,83.09,0.18,149.09,9.00,350200.09,276624.86
12251,88.00,7.61,29.93,0.18,85.50,6.72,357581.98,267963.45
35953,86.00,9.27,0.00,0.18,0.00,0.18,359058.36,269931.95
17803,91.00,8.61,100.00,0.19,530.24,23.40,347444.19,269636.67
28422,87.00,0.00,93.61,0.19,445.89,3.45,351479.62,269242.97
38718,85.00,84.36,20.89,0.20,72.96,6.79,360337.89,271408.33
37702,88.01,77.47,0.00,0.20,0.00,15.00,338192.22,271408.33
19010,89.22,8.69,99.99,0.20,130.59,15.18,345475.69,259794.15
24856,88.00,9.32,59.78,0.20,310.92,12.40,346853.64,273573.68
42649,88.13,0.00,100.00,0.20,122.23,8.57,349806.39,276821.71
39220,87.82,3.93,88.98,0.20,815.33,41.38,355121.35,272294.16
34584,86.00,21.53,55.48,0.20,116.46,27.47,359156.79,276821.71
28090,88.41,11.72,79.08,0.21,1150.17,20.97,350692.22,264813.84
26652,90.00,34.01,77.97,0.22,260.20,24.10,345869.39,268750.85
51939,87.00,17.82,59.07,0.22,107.24,26.57,347148.91,282431.95
25497,89.00,6.77,78.48,0.22,790.10,15.00,350593.80,268258.72
40363,87.00,57.63,32.64,0.22,24.95,25.57,347936.32,282628.80
31811,89.98,14.70,97.75,0.23,13.02,1.79,355022.93,267372.90
3371,89.00,28.68,59.75,0.23,1323.43,23.31,348526.87,266487.07
13112,88.00,32.30,0.10,0.24,605.42,18.10,343605.61,265305.97
8427,87.01,40.16,75.36,0.24,687.98,28.08,356204.03,270030.38
486,88.00,76.12,41.75,0.24,1059.23,20.98,350790.65,265896.52
45388,85.00,1.28,58.52,0.24,72.04,13.77,353845.32,253701.63
15403,85.00,17.27,50.60,0.25,35.04,9.47,360534.74,271703.60
30386,88.00,8.06,95.36,0.25,0.00,2.08,353054.43,270424.08
50429,85.06,30.06,65.98,0.26,205.19,23.42,358763.09,278494.94
2665,88.00,1.96,73.79,0.26,577.03,38.23,354727.65,271506.75
19185,87.99,9.76,87.86,0.27,95.01,27.03,338979.62,268849.27
23412,87.15,0.10,15.20,0.28,560.61,44.89,354333.95,273475.26
19863,90.00,7.61,75.18,0.28,1188.64,21.16,350593.80,263140.61
19781,88.00,0.00,98.64,0.28,143.28,12.62,353152.85,276231.16
57295,84.02,18.27,74.12,0.30,153.95,10.39,350790.65,253790.22
4864,88.98,7.64,98.02,0.30,1173.42,21.03,350593.80,264912.27
9904,87.00,3.24,96.13,0.30,39.75,3.24,353349.70,270325.65
38167,88.00,30.25,38.87,0.31,0.00,0.48,353152.85,270128.80
3932,89.00,25.90,75.05,0.31,998.58,24.97,345967.81,264813.84
14601,88.00,62.51,62.60,0.32,632.20,24.53,355711.91,270128.80
34709,88.00,5.99,88.33,0.32,0.00,3.00,352463.87,271113.05
8529,88.00,7.54,97.15,0.32,585.01,24.85,355515.06,270128.80
382,88.26,0.00,97.63,0.33,22.00,3.69,355219.78,267077.62
50261,86.98,16.15,83.78,0.33,696.53,45.61,355908.76,279282.34
58145,88.00,57.61,90.64,0.34,433.37,19.58,352759.15,257727.23
40904,88.00,34.24,79.34,0.34,620.66,44.86,354530.80,271998.88
45673,87.08,40.29,65.46,0.35,439.07,47.09,353940.25,273573.68
58318,88.59,11.57,81.45,0.35,950.78,20.03,351971.75,262254.78
50430,88.00,52.15,0.00,0.36,15.51,8.55,349609.54,278396.52
47051,85.00,88.16,28.98,0.36,121.05,22.56,358959.94,278199.67
27315,88.00,25.06,65.83,0.36,44.82,3.57,358270.96,267766.60
32799,86.00,73.80,31.80,0.38,362.27,51.97,338782.77,273475.26
54638,88.00,15.27,62.79,0.39,28.16,12.77,353152.85,280660.30
32744,88.00,71.15,47.93,0.39,0.00,16.58,345574.11,281447.70
3811,88.84,7.61,98.37,0.40,391.42,17.03,354727.65,256644.55
56181,88.00,74.78,47.23,0.40,268.76,16.18,349806.39,256349.27
49637,88.00,7.97,96.15,0.40,283.58,12.64,349609.54,276329.59
57739,89.00,8.04,49.76,0.41,140.55,15.36,347739.46,260187.86
35662,89.02,50.75,54.04,0.41,301.06,21.87,347444.19,278987.07
15227,88.00,74.59,46.80,0.41,796.23,27.45,357385.13,272294.16
42936,87.08,49.27,77.22,0.42,1023.83,31.56,357089.86,272983.13
44022,87.10,86.36,0.00,0.43,73.78,8.79,349215.84,279085.49
27610,88.00,17.20,84.43,0.43,419.93,26.99,338487.50,266290.22
42272,88.00,78.89,17.65,0.44,533.62,20.94,347739.46,274656.36
25348,88.00,30.61,99.89,0.45,668.79,26.82,357385.13,271802.03
43225,88.00,0.00,58.16,0.45,260.82,11.02,352365.45,278888.64
59648,87.00,1.95,28.10,0.45,325.08,51.49,345929.27,283663.22
41357,86.00,33.20,52.89,0.46,217.32,27.45,358861.51,277313.84
45222,88.46,36.09,55.01,0.47,651.41,18.55,348133.17,274754.79
32422,85.00,86.50,23.43,0.47,553.73,27.51,358861.51,279971.32
27479,89.00,41.11,82.48,0.47,1292.27,23.04,348625.29,266782.34
23505,86.65,4.14,100.00,0.48,530.24,23.00,349314.27,273573.68
36581,87.70,0.00,100.00,0.49,0.00,5.19,351873.32,271113.05
41934,88.00,14.22,63.78,0.50,301.99,25.32,346164.66,280266.60
54558,87.00,100.00,0.00,0.51,7.26,22.34,344688.28,281841.40
41311,87.00,0.03,99.77,0.51,158.03,15.00,349904.82,255365.02
43971,88.00,54.02,45.24,0.51,270.76,21.63,354333.95,278888.64
7242,89.00,11.82,50.66,0.52,0.00,1.04,352267.02,272195.73
48980,84.82,0.00,0.00,0.52,0.00,4.48,363340.51,256202.28
9359,85.00,93.98,19.60,0.53,510.68,17.22,359058.36,272983.13
32819,88.00,0.00,100.00,0.53,26.71,3.45,353054.43,270719.35
34641,88.00,52.24,86.07,0.54,747.40,42.77,354826.08,272392.58
36178,87.47,31.73,0.00,0.54,0.00,15.00,338097.82,271411.59
18462,87.38,51.34,94.02,0.56,399.71,39.31,354333.95,271014.63
50117,84.00,31.29,43.04,0.57,99.11,10.52,353148.65,253204.85
2976,88.00,0.00,100.00,0.57,282.29,20.73,354727.65,280069.75
20026,88.98,0.00,85.63,0.57,217.74,16.21,346263.09,273376.83
56690,89.00,19.99,88.53,0.58,482.30,10.83,350692.22,258809.90
44420,86.00,23.37,58.10,0.58,109.41,16.95,353940.25,256054.00
53334,87.00,65.59,84.13,0.59,586.44,43.92,356302.46,280857.15
26007,85.00,54.60,59.98,0.59,843.06,28.10,358074.11,280660.30
52701,88.00,0.00,72.23,0.60,364.81,17.73,350396.95,279676.05
29789,87.00,28.12,91.39,0.61,327.44,50.83,353448.13,272294.16
22581,86.00,0.00,92.39,0.61,0.00,2.71,351282.77,270916.20
1255,88.00,4.17,74.51,0.62,0.00,0.91,353251.28,269931.95
27884,88.00,32.73,96.69,0.62,387.04,40.77,354235.53,271113.05
44364,88.00,0.00,98.18,0.63,129.95,23.00,350101.67,257038.25
18265,88.00,0.00,51.20,0.64,40.52,8.79,356302.46,267668.17
3626,88.00,39.34,80.64,0.65,583.02,48.78,354333.95,272097.30
34222,86.51,54.69,48.34,0.65,920.77,37.66,356499.31,277018.56
40634,88.00,28.06,44.39,0.66,0.00,1.04,352562.30,271113.05
25943,89.00,6.36,95.94,0.66,905.28,27.79,341637.10,264420.14
29610,86.00,24.33,90.05,0.67,85.90,4.79,351578.05,270424.08
36443,88.00,36.31,64.89,0.67,0.00,21.44,344589.86,274164.23
39544,88.00,0.00,96.64,0.67,735.46,18.01,352857.57,258908.33
29050,87.00,8.68,98.07,0.68,42.70,4.22,353448.13,270128.80
26447,88.91,8.60,100.00,0.69,320.88,24.99,347739.46,278691.79
21461,87.73,0.00,96.65,0.69,315.71,25.01,337700.09,269735.10
39228,88.00,47.19,90.16,0.69,77.01,6.00,352660.72,271998.88
37630,87.00,3.05,0.00,0.71,0.00,0.11,358566.24,269341.40
52546,89.00,6.37,77.10,0.71,136.81,25.19,346853.64,280069.75
41953,89.00,38.69,82.34,0.72,862.05,19.83,352267.02,262254.78
12482,88.00,21.23,80.89,0.73,559.24,24.98,355416.63,270128.80
59973,86.87,1.56,78.30,0.74,112.06,14.09,353644.98,256447.70
36575,86.18,92.07,66.76,0.74,471.21,46.97,354235.53,276231.16
45219,89.00,20.17,79.46,0.75,507.91,12.00,350987.50,258908.33
36236,87.19,15.98,79.50,0.75,723.76,28.10,355810.33,270522.50
18398,87.00,15.85,81.10,0.75,115.60,25.01,337798.52,263435.89
11449,87.00,48.37,33.24,0.76,29.16,18.87,346066.24,281644.55
41262,88.92,15.25,55.14,0.77,942.97,16.22,352267.02,260089.43
10291,88.00,0.00,97.99,0.77,526.77,42.16,354530.80,271506.75
5992,89.14,35.38,75.19,0.78,0.00,8.33,342326.08,268061.87
7591,89.00,7.61,95.91,0.78,414.81,27.02,339865.45,263928.01
19215,90.00,7.82,82.11,0.80,693.58,22.61,345869.39,263239.04
43395,86.91,35.18,54.91,0.80,501.46,35.76,340160.72,273376.83
315,89.01,0.00,100.00,0.81,311.02,20.00,348330.02,260089.43
33273,89.00,6.01,19.72,0.82,0.00,0.37,354137.10,268455.57
31152,89.00,7.30,68.50,0.82,692.65,8.97,356893.01,257333.52
41733,89.00,0.00,99.79,0.83,268.33,28.89,355318.21,281447.70
36978,89.00,53.40,73.55,0.83,206.82,25.08,354629.23,269242.97
28033,91.00,13.00,97.90,0.83,103.81,4.75,344491.43,269833.53
54524,87.00,1.24,75.58,0.84,928.37,29.39,357483.56,281349.27
58415,88.00,45.58,86.72,0.85,465.70,18.90,352857.57,257825.65
12887,87.00,0.34,94.14,0.87,588.04,32.44,354924.50,271211.48
15177,87.40,10.47,94.65,0.88,796.23,40.11,355121.35,272195.73
40001,87.00,26.31,47.86,0.88,8.16,15.38,338389.10,270620.96
6543,89.87,0.12,84.46,0.88,331.98,25.65,345377.26,272097.30
32550,88.00,17.52,90.31,0.89,348.13,32.91,354727.65,269931.95
10702,88.00,14.64,93.27,0.89,120.51,8.79,357188.28,268061.87
3495,86.00,46.10,53.20,0.89,221.83,30.46,359058.36,276231.16
22987,88.48,0.00,90.57,0.90,675.95,11.98,352562.30,258908.33
57242,87.00,91.90,23.74,0.93,49.90,22.47,343999.31,281939.82
32910,88.00,69.74,65.20,0.94,728.70,28.50,355711.91,270719.35
39649,85.00,43.87,92.45,0.94,288.11,17.16,359747.34,273868.96
23354,88.00,36.23,61.18,0.95,145.31,21.32,353546.55,270719.35
3206,88.00,0.00,96.45,0.95,773.05,40.41,355022.93,272195.73
10973,89.10,10.26,99.50,0.96,458.58,20.43,349511.12,269833.53
8849,87.14,12.99,100.00,0.96,222.83,5.04,352660.72,268061.87
37083,88.00,49.92,64.35,1.00,185.22,17.04,346558.36,274262.66
1270,88.00,0.21,100.00,1.01,16.79,13.99,341637.10,268061.87
59137,87.00,23.87,0.00,1.01,0.00,12.00,345967.81,257530.38
47454,90.00,9.15,94.45,1.02,339.49,19.33,348428.44,259892.58
12609,88.00,57.31,63.24,1.03,335.37,40.28,354038.68,271113.05
19887,88.00,25.11,85.57,1.04,737.67,17.92,353054.43,258711.48
21395,87.00,88.65,0.00,1.04,0.00,14.29,339274.90,269144.55
52152,88.00,2.72,62.46,1.04,132.43,10.94,352365.45,278199.67
14792,89.00,0.60,0.00,1.05,0.00,0.00,353251.28,269735.10
3798,84.00,6.00,3.52,1.06,0.00,0.02,361322.14,273770.53
9177,87.59,48.41,84.93,1.07,722.06,32.87,356991.43,271703.60
29213,86.41,0.00,99.17,1.07,123.28,9.54,351676.47,271506.75
4963,91.00,0.00,100.00,1.08,466.26,23.00,347345.76,269833.53
44251,88.00,37.61,81.33,1.08,23.09,21.28,352562.30,273967.38
27061,88.00,51.49,74.41,1.08,500.85,24.29,355318.21,269931.95
35219,90.00,39.08,0.06,1.09,0.00,12.45,345770.96,258908.33
21973,90.00,17.19,100.00,1.09,68.61,4.74,348034.74,272097.30
25769,89.00,15.15,69.39,1.10,232.28,24.54,342818.20,268750.85
53747,89.00,6.35,96.16,1.12,233.12,19.99,349707.97,280069.75
26037,87.00,7.84,100.00,1.14,635.57,4.00,357581.98,257924.08
39892,88.00,20.50,90.50,1.14,258.69,25.98,343211.91,272983.13
25969,86.00,0.00,100.00,1.15,220.88,2.00,351873.32,270030.38
3940,89.00,43.73,87.58,1.15,152.89,20.74,354333.95,269341.40
35491,86.70,86.89,0.00,1.15,0.00,19.26,344294.58,282136.68
27076,89.00,32.31,74.24,1.16,660.69,25.45,343211.91,265109.12
37064,88.00,0.00,99.40,1.18,228.63,19.93,349806.39,256644.55
35259,86.00,45.06,33.00,1.19,72.98,15.25,354137.10,255758.72
8148,85.00,74.88,15.81,1.19,499.82,20.01,359058.36,272884.71
57868,86.85,100.00,0.00,1.21,0.00,16.47,344885.13,281939.82
20045,90.00,28.77,90.77,1.22,512.36,23.92,346952.06,269242.97
27859,89.00,59.17,93.01,1.22,486.55,26.00,347247.34,278396.52
39064,88.00,40.01,82.59,1.23,327.31,32.71,354530.80,270128.80
16056,86.00,56.53,71.77,1.23,710.77,31.85,357188.28,277018.56
36728,87.27,23.50,96.87,1.23,125.41,6.20,358074.11,269735.10
24531,88.00,20.62,78.51,1.24,188.72,24.58,346558.36,274557.94
51630,88.00,6.39,70.59,1.26,115.55,14.08,345574.11,257038.25
34180,88.00,48.55,13.14,1.26,0.00,20.88,343900.88,273770.53
19429,89.00,1.53,100.00,1.26,505.05,20.02,346853.64,262845.34
35677,85.00,88.09,54.14,1.27,590.09,16.77,358861.51,273179.98
54056,87.00,0.00,0.00,1.29,0.00,20.40,347444.19,283219.35
30321,88.00,16.99,87.36,1.30,466.44,16.01,348330.02,256349.27
56193,85.55,49.49,81.04,1.30,91.88,13.22,353939.68,253692.36
11620,90.00,0.00,97.28,1.31,216.18,22.34,345574.11,268652.42
18742,88.00,11.96,75.05,1.32,0.00,21.75,343408.76,274262.66
48141,89.00,7.32,95.12,1.32,57.20,13.96,352857.57,275739.04
25168,88.64,35.28,65.14,1.33,345.92,13.94,347050.49,273770.53
39027,88.14,0.00,97.74,1.33,285.69,26.07,343211.91,272884.71
41756,87.00,35.13,50.50,1.35,221.48,26.46,346755.21,282235.10
36032,88.00,11.61,83.50,1.36,730.78,40.05,354924.50,272097.30
21282,89.00,0.91,87.29,1.36,141.79,19.23,352759.15,274557.94
38960,84.00,48.85,85.63,1.37,141.51,19.55,360141.04,272392.58
49113,86.00,73.76,59.27,1.37,89.22,15.00,354134.67,253988.93
39418,86.49,17.01,50.97,1.38,8.28,5.89,359550.49,270522.50
10777,90.65,0.00,90.29,1.40,1.13,1.50,353349.70,269144.55
5258,88.00,35.34,91.87,1.41,322.36,32.64,354629.23,269931.95
57822,89.06,14.65,85.80,1.42,16.69,18.94,347345.76,259794.15
54088,85.14,70.26,47.59,1.44,70.62,18.64,352652.09,251922.35
5321,90.81,2.76,94.55,1.46,40.12,1.53,353251.28,269046.12
33067,87.38,55.74,75.03,1.46,426.68,38.58,354432.38,271014.63
29441,86.00,0.00,98.99,1.47,478.18,23.00,349412.69,273376.83
11243,87.00,0.53,96.11,1.47,800.55,30.49,355810.33,271014.63
12242,87.00,9.71,68.87,1.49,304.69,34.57,341341.83,274754.79
46130,85.06,67.99,27.27,1.50,203.17,16.75,360042.61,273770.53
42652,87.00,47.90,60.17,1.51,297.76,47.55,353349.70,272294.16
20107,89.00,29.44,77.82,1.51,1405.37,21.34,349806.39,265010.69
37342,89.00,8.18,95.68,1.52,452.34,20.00,348723.72,261565.81
34761,88.00,0.00,57.98,1.52,23.29,12.74,353054.43,280561.87
2947,90.00,5.57,82.63,1.53,1199.48,21.84,350495.37,263337.46
39235,86.00,42.17,53.33,1.53,364.54,57.22,338290.65,276132.74
51969,87.00,54.61,80.42,1.53,79.23,13.89,353349.70,256447.70
31666,88.26,38.14,83.76,1.54,302.15,22.47,354038.68,278298.09
49514,88.00,90.25,28.05,1.55,347.67,34.92,343211.91,280168.17
27267,88.00,52.46,55.10,1.56,382.89,17.02,355515.06,268947.70
37194,86.00,91.50,4.64,1.56,77.82,14.94,354432.38,254971.32
53422,88.00,0.71,99.95,1.58,326.30,17.00,354629.23,256447.70
26820,87.00,36.71,76.79,1.58,55.53,4.00,358172.54,269341.40
829,88.00,83.18,60.56,1.58,625.56,22.29,356007.18,269636.67
50567,85.18,16.21,68.66,1.58,77.13,16.78,352365.45,256546.12
51869,85.66,25.69,60.60,1.58,220.08,23.44,358763.09,278593.37
3590,88.00,21.21,76.69,1.59,186.07,25.28,353743.40,270620.93
13592,86.27,43.75,69.30,1.59,69.83,30.83,337896.94,264420.14
31653,88.82,44.71,92.05,1.60,412.00,12.92,347345.76,273081.56
39345,88.00,2.47,81.92,1.61,602.77,37.12,354826.08,271506.75
30331,85.92,92.12,57.91,1.62,191.80,7.57,359648.91,271309.90
17284,88.00,7.61,49.61,1.64,70.94,4.12,358172.54,267766.60
24650,88.00,76.56,52.23,1.64,590.26,48.46,354333.95,272195.73
42836,88.00,15.97,93.22,1.65,424.11,16.23,348231.59,256447.70
25583,89.00,0.00,100.00,1.67,315.67,20.10,354727.65,279872.90
32914,87.00,1.25,0.00,1.69,0.00,0.28,358664.66,269538.25
52600,90.00,58.57,0.00,1.69,0.00,12.70,346656.79,260089.43
22669,88.00,21.77,90.19,1.72,564.19,25.99,355318.21,270325.65
41818,88.00,16.39,80.43,1.72,777.09,42.27,354924.50,272392.58
33651,88.00,40.96,71.48,1.72,341.61,24.75,337700.09,269636.67
12358,87.00,27.40,82.07,1.73,932.15,43.99,355416.63,272589.43
6127,87.64,40.56,0.00,1.73,0.00,15.15,337997.57,271607.05
56533,87.00,66.94,38.14,1.74,46.46,14.02,345672.54,257530.38
41772,90.00,11.73,100.00,1.75,32.66,4.00,348133.17,271998.88
49953,89.00,19.32,96.85,1.76,388.07,12.00,351085.92,258514.63
18011,87.00,0.46,0.00,1.77,0.00,0.00,358074.11,267176.04
44864,88.53,16.86,53.14,1.78,612.28,10.42,356893.01,257038.25
688,89.98,2.19,99.57,1.79,468.15,21.00,349412.69,269833.53
41779,86.00,92.27,32.60,1.80,197.16,29.00,359353.64,275739.04
56216,88.00,0.00,99.63,1.80,0.00,15.72,345119.16,258625.74
6179,88.00,24.07,62.73,1.80,270.73,20.88,350101.67,279577.62
54307,88.20,0.00,99.68,1.81,178.07,17.34,350889.07,257825.65
24031,87.00,75.39,94.03,1.81,856.50,36.68,355613.48,271802.03
49509,88.00,66.36,93.06,1.82,499.35,18.44,352956.00,257924.08
38355,88.99,56.20,57.33,1.82,0.00,15.66,338979.62,269735.10
16357,90.00,8.24,87.17,1.82,1224.54,23.96,347345.76,265207.54
39870,85.00,65.16,42.61,1.84,204.06,15.96,359944.19,271605.18
40204,88.00,13.95,95.81,1.84,345.80,19.24,353743.40,277609.12
2061,88.00,93.01,79.49,1.84,840.07,24.87,346755.21,266979.19
38386,88.00,4.27,76.34,1.86,0.00,11.96,352660.72,279971.32
23773,86.00,92.32,3.55,1.87,0.00,2.78,359747.34,270522.50
41739,88.06,0.43,92.16,1.87,432.02,13.05,351873.32,258416.20
