OBJECTID,AAT_z,Pct_Canopy,Pct_Impervious,Pct_GreenSpace,Distance_from_water_m,Elevation_m,POINT_X,POINT_Y
4430,88.00,34.76,62.07,99.98,231.29,12.01,357483.56,268455.57
49803,88.00,17.49,0.79,99.98,40.82,11.04,350495.37,257136.67
5959,89.00,0.46,86.94,99.99,52.81,10.29,342129.23,268357.15
50072,88.00,67.86,69.08,99.99,222.46,18.59,350003.24,256349.27
17584,89.18,6.89,0.34,99.99,572.94,19.61,347345.76,263042.19
14689,89.00,11.63,15.84,99.99,1012.38,23.86,347050.49,266093.37
21022,87.00,33.38,0.00,99.99,177.94,10.63,357877.26,269735.10
32189,84.07,100.00,20.76,99.99,224.85,12.02,360042.61,273573.68
1937,84.09,99.01,0.00,99.99,295.39,61.84,337109.54,264124.86
44887,85.00,100.00,0.00,100.00,13.07,15.09,351085.92,252018.56
4635,89.00,0.00,0.00,100.00,270.50,9.00,350101.67,276231.16
12815,88.00,37.44,12.76,100.00,450.14,7.61,347148.91,273179.98
45112,89.00,66.61,21.60,100.00,428.20,25.02,347444.19,278494.94
26215,89.00,0.00,64.08,100.00,45.99,14.84,345475.69,259105.18
58993,88.00,63.57,0.01,100.00,54.29,10.06,350692.22,257333.52
53645,87.00,0.00,0.00,100.00,0.00,16.01,347739.46,282530.38
4934,88.00,9.33,50.57,100.00,34.77,11.06,341046.55,268652.42
37135,87.32,0.00,100.00,100.00,998.28,38.00,356400.88,272392.58
34079,85.00,100.00,0.00,100.00,109.53,7.57,360436.32,273672.11
36350,87.00,0.43,92.51,100.00,1151.31,36.59,356597.73,273179.98
52253,88.00,22.21,16.96,100.00,194.80,14.56,354137.10,279183.92
50762,86.00,51.69,0.64,100.00,21.08,13.44,354137.10,254479.19
57366,86.00,59.28,0.00,100.00,0.00,9.93,354137.10,254774.47
59605,86.00,33.83,0.00,100.00,0.00,8.82,354137.10,255266.60
33915,88.00,14.07,26.16,100.00,0.00,8.87,352857.57,279971.32
37322,88.00,0.52,21.87,100.00,72.59,15.07,352857.57,277412.27
51878,88.00,31.28,17.64,100.00,653.15,13.86,352857.57,258514.63
53627,88.00,67.26,37.29,100.00,615.09,17.00,352857.57,258317.78
27940,87.55,81.42,10.27,100.00,99.21,15.78,352857.57,277904.39
5881,87.00,26.62,37.83,100.00,91.40,9.00,352857.57,279183.92
37953,87.00,7.61,32.70,100.00,164.35,9.73,352857.57,278199.67
47337,87.00,70.23,23.76,100.00,172.32,11.60,352857.57,278691.79
50842,87.00,36.69,11.53,100.00,93.11,8.00,352857.57,279479.19
30828,84.00,32.14,0.00,100.00,0.00,8.00,352857.57,253987.07
45723,84.00,33.15,18.78,100.00,58.07,20.11,352857.57,255266.60
53344,84.00,17.84,0.10,100.00,0.00,8.12,352857.57,254479.19
54217,84.00,56.14,0.00,100.00,22.33,15.11,352857.57,253494.94
58715,84.00,100.00,0.00,100.00,0.00,11.58,352857.57,254774.47
43872,87.81,100.00,0.00,100.00,207.44,16.36,351578.05,257727.23
59328,86.42,100.00,1.49,100.00,114.29,17.69,351578.05,257235.10
56922,86.08,15.66,45.72,100.00,108.17,15.18,351578.05,257038.25
56024,86.00,100.00,11.23,100.00,56.50,16.53,351578.05,256546.12
59773,85.32,51.01,0.00,100.00,26.74,7.15,351578.05,251428.01
37036,84.70,86.00,0.00,100.00,14.96,16.13,351578.05,251920.14
55996,84.09,88.89,0.43,100.00,28.78,14.62,351578.05,255955.57
6399,84.00,80.88,46.66,100.00,114.67,18.82,351578.05,254774.47
16014,84.00,27.28,9.08,100.00,0.00,8.38,351578.05,253494.94
44869,84.00,74.73,30.66,100.00,0.00,8.45,351578.05,255266.60
50895,84.00,75.94,43.26,100.00,89.54,19.96,351578.05,254479.19
50987,84.00,46.09,0.00,100.00,41.73,12.06,351578.05,253987.07
55777,84.00,92.39,0.00,100.00,28.09,15.61,351578.05,255758.72
59890,84.00,99.28,2.49,100.00,5.43,12.19,351578.05,252215.41
7934,84.00,100.00,0.00,100.00,28.82,10.26,351578.05,252707.54
52518,88.00,73.51,72.47,100.00,117.75,18.00,350298.52,256546.12
54565,87.00,47.79,41.27,100.00,193.78,17.99,350298.52,255955.57
49899,86.00,40.69,3.26,100.00,193.71,17.00,350298.52,255758.72
45950,88.97,6.95,0.00,100.00,561.07,16.96,347837.89,274951.64
36417,88.79,24.89,10.64,100.00,231.65,26.93,346558.36,279971.32
36023,87.00,46.87,0.00,100.00,152.27,12.85,346558.36,281250.85
56380,86.00,78.55,0.00,100.00,199.02,29.03,346558.36,283219.35
58150,86.00,41.86,0.00,100.00,234.86,28.00,346558.36,283022.50
4932,89.00,68.28,0.00,100.00,322.21,23.77,345278.83,268061.87
25806,88.00,0.00,0.00,100.00,54.12,15.98,345278.83,258514.63
25882,88.00,0.00,64.43,100.00,658.97,44.04,341538.68,272884.71
38289,86.00,100.00,0.00,100.00,113.59,40.25,340259.15,276132.74
34707,84.99,12.69,0.00,100.00,50.15,36.28,340259.15,274951.64
14320,84.42,65.96,0.00,100.00,266.81,33.77,340259.15,274164.23
41125,84.00,55.58,5.75,100.00,208.52,34.55,340259.15,274361.08
3426,85.00,58.08,0.00,100.00,413.69,52.06,338979.62,273672.11
34200,85.00,33.38,0.00,100.00,61.84,50.98,338979.62,274951.64
34272,85.00,0.00,0.00,100.00,118.63,52.91,338979.62,275640.61
41668,85.00,1.62,0.00,100.00,67.58,51.64,338979.62,275443.76
34009,84.00,27.40,0.00,100.00,208.32,52.43,338979.62,274361.08
39677,84.00,71.30,0.00,100.00,266.26,52.34,338979.62,274164.23
5681,86.00,100.00,0.00,100.00,62.25,51.70,337700.09,264813.84
26808,86.00,100.00,0.00,100.00,217.77,54.80,337700.09,265601.24
2215,85.99,100.00,0.00,100.00,141.81,56.65,337700.09,265305.97
42733,85.00,100.00,1.24,100.00,19.71,8.42,361125.29,272884.71
43381,85.00,100.00,0.00,100.00,63.56,7.01,361125.29,273179.98
44965,84.95,100.00,0.00,100.00,30.26,17.18,361125.29,273672.11
24189,85.00,54.94,0.00,100.00,0.00,1.05,360928.44,274164.23
26206,85.00,100.00,0.00,100.00,117.11,17.60,360928.44,273179.98
33481,85.00,100.00,0.00,100.00,70.74,14.61,360928.44,272884.71
38538,85.00,100.00,0.00,100.00,71.70,18.23,360928.44,273672.11
32070,85.00,100.00,0.00,100.00,79.29,14.16,360633.17,273672.11
413,84.39,100.00,0.00,100.00,5.01,4.00,360633.17,272392.58
43998,85.00,100.00,0.00,100.00,184.56,5.83,360141.04,273672.11
27208,88.00,3.34,0.00,100.00,20.37,1.00,358369.39,267372.90
4215,87.00,2.48,46.28,100.00,57.04,5.52,358369.39,269833.53
26225,87.95,36.44,0.00,100.00,34.65,1.86,358172.54,267372.90
57196,86.29,56.07,21.64,100.00,959.20,29.11,357680.41,281250.85
47200,85.88,0.00,0.00,100.00,560.81,29.99,357680.41,276920.14
59072,89.00,0.00,14.49,100.00,628.70,5.00,357188.28,257235.10
30521,88.00,0.00,0.00,100.00,728.41,31.80,357188.28,271900.45
32723,88.00,0.00,0.00,100.00,852.31,32.00,357188.28,272392.58
31969,87.18,0.00,100.00,100.00,1061.75,42.17,356105.61,272392.58
8603,89.00,0.00,100.00,100.00,41.23,2.21,354826.08,264026.44
17735,89.00,0.00,100.00,100.00,90.36,6.17,354629.23,264026.44
20360,88.00,13.17,19.57,100.00,105.38,10.73,353841.83,279479.19
23494,88.00,0.00,17.88,100.00,159.40,9.58,353841.83,279971.32
31221,88.00,0.00,34.72,100.00,105.05,16.41,353841.83,279183.92
53373,88.00,3.93,33.00,100.00,171.49,23.75,353841.83,278691.79
56514,86.00,88.46,3.44,100.00,15.75,15.15,353841.83,255758.72
26287,85.00,23.11,4.64,100.00,14.42,12.73,353841.83,253987.07
57387,85.00,26.19,0.00,100.00,0.00,8.01,353841.83,255266.60
25037,84.00,0.00,0.00,100.00,0.00,8.00,353841.83,254479.19
38524,88.00,16.66,16.11,100.00,128.48,9.41,353644.98,279971.32
52592,87.58,3.50,31.72,100.00,279.56,24.00,353644.98,278199.67
22536,87.52,0.00,28.10,100.00,324.57,22.86,353644.98,277904.39
13776,87.02,14.93,0.69,100.00,46.08,10.00,353644.98,279479.19
9086,87.00,21.23,15.72,100.00,45.29,12.20,353644.98,279183.92
46888,87.00,1.66,36.83,100.00,136.73,21.88,353644.98,278691.79
52594,86.00,28.26,27.12,100.00,66.47,13.75,353644.98,255955.57
59463,86.00,84.02,0.11,100.00,6.54,11.71,353644.98,255758.72
54156,85.00,54.61,0.00,100.00,1.40,8.73,353644.98,255266.60
48120,84.26,16.70,0.00,100.00,0.00,8.04,353644.98,253987.07
46009,84.00,47.89,11.07,100.00,1.08,8.99,353644.98,254479.19
49135,84.00,38.52,12.60,100.00,6.48,11.27,353644.98,254774.47
30890,88.00,89.57,0.00,100.00,0.00,8.27,353349.70,280463.45
41800,88.00,0.62,0.16,100.00,101.47,9.59,353349.70,279971.32
11195,87.00,42.25,34.16,100.00,121.74,22.44,353349.70,278691.79
11488,87.00,81.68,29.11,100.00,0.00,8.82,353349.70,279183.92
24252,87.00,0.00,27.38,100.00,222.59,21.30,353349.70,277412.27
41605,87.00,72.74,21.18,100.00,237.09,23.65,353349.70,277904.39
43036,87.00,23.89,6.87,100.00,0.00,7.24,353349.70,279479.19
47410,87.00,3.17,7.06,100.00,271.74,22.31,353349.70,278199.67
58329,85.39,49.95,0.00,100.00,0.00,8.42,353349.70,255955.57
29750,85.00,1.90,0.00,100.00,0.00,8.00,353349.70,255758.72
22516,84.00,0.00,30.64,100.00,82.41,16.69,353349.70,254774.47
56812,84.00,0.00,0.00,100.00,0.00,8.00,353349.70,253987.07
30769,88.00,21.79,0.00,100.00,628.21,17.00,353152.85,258317.78
56205,88.00,0.33,0.00,100.00,0.00,9.93,353152.85,280463.45
48833,88.00,7.59,0.00,100.00,77.23,9.13,353152.85,279971.32
32175,87.09,39.77,6.16,100.00,162.59,19.44,353152.85,277412.27
31197,87.00,6.02,28.45,100.00,225.31,21.25,353152.85,278199.67
32029,87.00,21.57,50.47,100.00,173.68,14.41,353152.85,276920.14
46622,87.00,0.58,49.06,100.00,129.78,21.90,353152.85,278691.79
47946,87.00,61.52,16.32,100.00,179.97,22.93,353152.85,277904.39
50057,87.00,99.95,3.10,100.00,5.55,11.75,353152.85,279479.19
50617,87.00,20.83,18.45,100.00,4.57,9.24,353152.85,279183.92
53102,85.00,100.00,0.00,100.00,15.87,13.11,353152.85,255955.57
59041,84.00,59.62,0.00,100.00,0.00,8.57,353152.85,255758.72
12144,84.00,26.05,42.70,100.00,60.38,16.48,353152.85,255266.60
14820,84.00,4.40,68.52,100.00,10.05,9.14,353152.85,253494.94
45698,84.00,25.50,0.00,100.00,0.00,8.00,353152.85,253987.07
50516,84.00,22.92,53.19,100.00,86.45,17.18,353152.85,254774.47
34834,88.05,0.00,5.09,100.00,859.90,15.27,352562.30,260286.28
119,88.00,77.79,9.18,100.00,42.86,4.11,352562.30,271900.45
22392,88.00,2.07,16.89,100.00,132.92,12.15,352562.30,278199.67
33090,88.00,87.66,0.00,100.00,545.67,16.84,352562.30,258317.78
34720,88.00,8.12,0.00,100.00,44.07,12.31,352562.30,277904.39
44943,87.02,12.91,16.59,100.00,237.08,10.21,352562.30,278691.79
51454,87.00,16.19,18.10,100.00,180.56,9.94,352562.30,279183.92
47982,84.07,65.26,39.37,100.00,46.47,16.63,352562.30,252215.41
5672,84.00,81.00,30.86,100.00,9.50,15.46,352562.30,255266.60
26713,84.00,99.13,0.00,100.00,0.00,9.17,352562.30,253494.94
54987,84.00,83.92,0.00,100.00,0.00,10.41,352562.30,254774.47
56704,84.00,85.20,0.00,100.00,52.94,19.00,352562.30,252707.54
57332,84.00,96.38,0.00,100.00,0.00,12.57,352562.30,253199.67
14799,89.00,98.57,38.73,100.00,5.88,3.41,352365.45,272392.58
40943,89.00,18.61,4.00,100.00,913.45,16.05,352365.45,260286.28
56677,88.00,77.27,47.61,100.00,501.75,12.77,352365.45,258317.78
17986,87.00,43.35,58.52,100.00,394.21,21.00,352365.45,257727.23
11246,85.00,81.88,0.00,100.00,0.00,8.50,352365.45,251920.14
4380,84.00,93.80,0.00,100.00,0.00,10.86,352365.45,252215.41
51330,84.00,0.08,0.00,100.00,0.00,8.00,352365.45,255955.57
56080,84.00,58.74,0.00,100.00,0.00,8.32,352365.45,255266.60
56219,84.00,100.00,0.00,100.00,0.00,12.70,352365.45,252707.54
50242,87.00,68.73,40.01,100.00,316.87,21.23,352070.17,257727.23
53504,85.00,47.60,35.47,100.00,20.41,8.90,352070.17,251428.01
5334,84.00,95.41,0.00,100.00,0.00,10.60,352070.17,252215.41
13499,84.00,100.00,0.00,100.00,41.15,15.70,352070.17,255955.57
18687,84.00,39.54,0.00,100.00,0.00,8.03,352070.17,252707.54
30122,84.00,75.80,0.00,100.00,0.00,8.55,352070.17,255758.72
49525,84.00,30.31,0.00,100.00,0.00,8.07,352070.17,254479.19
55271,84.00,78.13,0.00,100.00,0.00,8.52,352070.17,253199.67
57545,84.00,9.00,0.00,100.00,0.00,8.00,352070.17,253494.94
58704,84.00,69.52,44.45,100.00,48.88,13.28,352070.17,255266.60
59912,84.00,89.03,49.19,100.00,42.78,20.51,352070.17,254774.47
27350,87.00,27.85,40.95,100.00,202.29,19.63,351873.32,257235.10
51232,87.00,5.16,37.54,100.00,269.08,20.70,351873.32,257727.23
11713,85.62,55.14,13.30,100.00,146.50,17.00,351873.32,256546.12
54314,85.55,50.78,4.34,100.00,36.15,6.36,351873.32,251428.01
2779,84.00,92.89,0.00,100.00,18.22,17.92,351873.32,254479.19
19075,84.00,74.72,0.00,100.00,76.73,19.62,351873.32,254774.47
38272,84.00,98.60,0.00,100.00,28.23,11.12,351873.32,252707.54
40312,84.00,100.00,0.00,100.00,17.10,16.46,351873.32,255955.57
43320,84.00,10.44,0.00,100.00,0.00,8.00,351873.32,255758.72
56989,84.00,57.14,54.28,100.00,16.52,10.13,351873.32,255266.60
23455,88.00,25.91,67.27,100.00,175.97,11.35,351381.20,257727.23
57537,87.00,32.84,96.74,100.00,59.07,13.01,351381.20,257235.10
58975,86.32,62.89,1.10,100.00,48.27,9.72,351381.20,257038.25
58218,86.00,58.00,51.75,100.00,0.00,9.04,351381.20,256546.12
3418,85.00,25.24,9.09,100.00,0.00,8.02,351381.20,255955.57
54705,84.58,57.38,18.39,100.00,0.00,8.72,351381.20,255758.72
15587,84.54,90.15,8.36,100.00,91.81,16.35,351381.20,254774.47
31192,84.20,91.48,18.54,100.00,52.85,12.57,351381.20,251920.14
59151,84.04,86.97,4.82,100.00,132.75,18.64,351381.20,254479.19
12018,84.00,8.55,55.77,100.00,0.00,9.35,351381.20,255266.60
47598,84.00,92.89,0.00,100.00,25.31,13.30,351381.20,253494.94
55044,84.00,14.38,55.80,100.00,0.00,8.31,351381.20,253199.67
55782,84.00,14.94,3.50,100.00,101.73,13.72,351381.20,253987.07
58270,84.00,29.32,10.32,100.00,17.46,8.99,351381.20,252707.54
26024,87.20,0.00,0.00,100.00,0.00,8.00,351085.92,257038.25
59361,87.02,27.68,50.47,100.00,1.56,9.31,351085.92,257235.10
52580,86.00,85.36,0.78,100.00,0.00,8.28,351085.92,256546.12
58439,85.68,2.30,85.10,100.00,26.75,10.99,351085.92,255955.57
46495,85.00,25.32,61.10,100.00,14.86,9.44,351085.92,255758.72
57330,85.00,9.40,0.00,100.00,0.00,8.01,351085.92,252215.41
49172,84.75,94.94,0.00,100.00,35.11,13.10,351085.92,254774.47
46688,84.33,86.42,38.92,100.00,0.00,8.99,351085.92,255266.60
15114,84.00,0.00,0.00,100.00,0.00,8.00,351085.92,252707.54
18152,84.00,30.61,48.12,100.00,190.32,17.78,351085.92,253987.07
47089,84.00,92.02,0.00,100.00,53.18,11.95,351085.92,253494.94
57385,84.00,62.09,3.14,100.00,97.07,14.84,351085.92,254479.19
45934,88.00,85.86,33.30,100.00,12.57,9.32,350790.65,257235.10
54150,88.00,11.10,0.00,100.00,0.00,8.04,350790.65,257038.25
10891,87.00,71.19,29.09,100.00,37.14,12.70,350790.65,256546.12
59244,86.00,49.37,22.20,100.00,67.60,17.00,350790.65,255955.57
59473,86.00,29.85,81.45,100.00,54.60,16.64,350790.65,255758.72
4001,85.00,67.82,0.00,100.00,21.23,18.77,350790.65,252707.54
48655,85.00,32.47,41.41,100.00,4.99,12.73,350790.65,255266.60
55924,85.00,30.57,7.03,100.00,0.00,8.44,350790.65,254774.47
50308,84.00,98.75,0.40,100.00,68.66,15.20,350790.65,254479.19
42776,88.00,55.49,0.08,100.00,50.26,10.46,350593.80,257235.10
56679,88.00,73.26,27.29,100.00,0.00,10.10,350593.80,257038.25
57676,87.00,80.53,51.94,100.00,77.16,15.91,350593.80,256546.12
46456,86.00,29.94,0.13,100.00,113.87,17.14,350593.80,255955.57
47069,86.00,2.98,68.68,100.00,53.44,15.17,350593.80,255266.60
48639,86.00,92.28,18.25,100.00,111.05,17.00,350593.80,255758.72
34923,89.00,0.00,70.60,100.00,300.37,9.00,350101.67,276132.74
57946,88.00,93.15,14.15,100.00,160.66,17.01,350101.67,256546.12
31847,88.00,58.97,45.94,100.00,176.46,8.57,349806.39,276624.86
52855,88.00,52.64,0.00,100.00,324.78,18.11,349806.39,255955.57
46093,88.00,0.00,0.00,100.00,124.69,13.14,349609.54,279183.92
49729,87.90,87.22,0.00,100.00,52.02,11.95,349609.54,278691.79
45640,88.00,0.00,0.00,100.00,31.28,11.81,349314.27,279479.19
50318,88.00,19.18,47.64,100.00,51.30,11.28,349314.27,279183.92
20316,89.00,0.00,0.00,100.00,346.35,21.61,348526.87,261073.68
56052,88.20,0.00,0.00,100.00,287.58,21.05,348330.02,261073.68
18613,90.79,0.17,86.04,100.00,10.47,3.21,348034.74,271900.45
16500,88.65,0.00,0.00,100.00,621.06,16.01,348034.74,274951.64
1776,90.00,0.00,0.00,100.00,585.45,20.00,347542.61,263042.19
14467,89.24,23.51,80.00,100.00,527.54,19.27,347542.61,262845.34
43447,89.00,0.00,100.00,100.00,98.86,19.25,347542.61,260286.28
52629,89.00,69.75,0.00,100.00,364.20,24.44,347542.61,278691.79
58177,89.61,43.04,0.00,100.00,2.62,17.78,347345.76,260581.56
58837,89.00,4.07,0.00,100.00,42.75,19.89,347345.76,260286.28
4747,89.00,0.00,0.00,100.00,394.45,22.00,347345.76,278691.79
18174,89.00,3.23,78.99,100.00,513.82,19.23,347345.76,262845.34
1147,88.00,50.77,0.00,100.00,380.56,5.89,347050.49,272884.71
30792,88.00,7.66,4.51,100.00,425.85,6.28,347050.49,273179.98
38837,86.16,100.00,0.00,100.00,123.62,26.16,347050.49,283022.50
15152,88.00,59.91,37.97,100.00,399.39,7.39,346755.21,272884.71
30941,88.00,53.48,0.00,100.00,871.84,25.00,346755.21,266585.49
43681,88.00,0.00,0.00,100.00,357.81,10.00,346755.21,273179.98
18432,87.00,80.55,0.00,100.00,92.27,12.67,346755.21,281250.85
57624,86.08,16.96,3.37,100.00,224.61,26.94,346755.21,282431.95
33645,86.00,57.72,0.00,100.00,193.95,27.08,346755.21,283022.50
54675,86.00,91.24,0.00,100.00,150.17,27.23,346755.21,283219.35
52490,88.60,8.43,4.21,100.00,318.68,26.08,346263.09,279971.32
42798,87.00,100.00,0.00,100.00,67.81,13.57,346263.09,281250.85
10090,86.00,7.66,0.00,100.00,307.11,28.84,346263.09,283022.50
48526,86.00,85.39,0.00,100.00,279.73,33.19,346263.09,283219.35
59859,87.00,88.99,0.00,100.00,40.64,16.21,345770.96,257235.10
8938,88.00,82.87,30.68,100.00,0.00,20.74,343507.18,274361.08
11380,88.00,0.00,6.55,100.00,600.67,22.00,343310.33,265305.97
40924,88.00,2.66,28.34,100.00,253.81,30.00,343310.33,280463.45
6155,88.03,0.01,20.53,100.00,0.00,9.71,342030.80,268061.87
32491,87.00,0.00,0.00,100.00,250.13,36.00,341243.40,274951.64
32619,88.00,48.91,0.00,100.00,18.50,15.28,341046.55,269144.55
38431,86.00,0.00,0.00,100.00,196.80,36.00,341046.55,274951.64
15751,87.00,0.00,0.00,100.00,147.34,36.00,340751.28,276132.74
20650,87.00,0.00,84.82,100.00,85.64,11.16,340751.28,268652.42
47002,86.99,0.00,12.09,100.00,283.52,34.00,340751.28,274361.08
14168,85.00,38.98,2.65,100.00,125.40,36.00,340751.28,274951.64
24384,87.00,0.00,0.00,100.00,11.88,12.00,340456.00,268652.42
41851,86.00,100.00,0.00,100.00,113.96,36.90,340456.00,276132.74
44101,85.43,0.00,0.00,100.00,285.09,33.86,340456.00,274164.23
33646,85.13,0.00,19.99,100.00,231.10,34.27,340456.00,274361.08
17390,85.00,0.00,45.82,100.00,90.25,34.98,340456.00,274951.64
18608,85.42,79.08,0.00,100.00,117.09,45.64,339963.87,276132.74
36322,85.09,2.74,0.00,100.00,410.64,33.94,339963.87,273672.11
32751,84.00,3.01,0.00,100.00,200.64,34.74,339963.87,274361.08
40830,84.00,45.25,0.00,100.00,21.37,36.52,339963.87,275443.76
44652,84.00,33.69,0.00,100.00,67.92,39.06,339963.87,275640.61
45499,84.00,36.00,0.00,100.00,20.68,37.95,339963.87,274951.64
46225,84.00,4.89,0.00,100.00,260.64,34.11,339963.87,274164.23
22760,87.00,0.00,0.00,100.00,12.08,12.00,339767.02,268652.42
19837,86.35,0.00,0.00,100.00,563.93,35.14,339767.02,273179.98
44004,85.01,96.71,0.00,100.00,82.55,43.16,339767.02,276132.74
39785,84.99,97.75,0.08,100.00,415.04,38.78,339767.02,273672.11
31409,84.56,31.61,0.00,100.00,22.07,38.57,339767.02,275640.61
1672,84.00,9.56,0.00,100.00,209.23,37.11,339767.02,274361.08
11066,84.00,30.62,0.00,100.00,47.09,40.59,339767.02,274951.64
27980,84.00,14.81,0.00,100.00,26.28,37.53,339767.02,275443.76
40251,84.00,51.50,0.00,100.00,267.39,39.07,339767.02,274164.23
15473,87.00,75.08,46.19,100.00,59.23,23.14,339471.75,268652.42
6043,85.00,70.30,0.00,100.00,84.37,44.33,339471.75,276132.74
31301,85.00,53.20,0.00,100.00,26.14,43.76,339471.75,275640.61
36783,85.00,0.00,0.00,100.00,73.68,45.09,339471.75,275443.76
31786,84.18,0.00,12.48,100.00,413.37,44.16,339471.75,273672.11
12347,84.00,43.09,0.00,100.00,265.76,45.34,339471.75,274164.23
27875,84.00,0.00,0.00,100.00,207.68,44.84,339471.75,274361.08
43845,84.00,4.05,0.00,100.00,57.37,45.10,339471.75,274951.64
35023,85.00,7.61,0.00,100.00,81.61,49.10,339274.90,275640.61
36493,85.00,12.68,0.00,100.00,50.97,48.84,339274.90,275443.76
19219,84.51,23.98,22.96,100.00,409.15,48.39,339274.90,273672.11
10362,84.00,9.12,0.00,100.00,19.15,48.17,339274.90,274951.64
33718,84.00,72.32,0.00,100.00,199.15,49.13,339274.90,274361.08
46780,84.00,6.48,0.00,100.00,259.15,49.08,339274.90,274164.23
11882,85.00,14.11,0.00,100.00,114.99,54.07,338782.77,274951.64
31342,85.00,6.70,0.00,100.00,117.16,55.96,338782.77,275443.76
41593,85.00,95.08,0.00,100.00,403.72,51.96,338782.77,273672.11
47681,85.00,5.66,0.00,100.00,152.42,54.90,338782.77,275640.61
17275,84.00,51.38,0.00,100.00,233.09,54.22,338782.77,274361.08
39784,84.00,31.66,0.00,100.00,286.06,53.04,338782.77,274164.23
10683,87.00,100.00,0.00,100.00,118.06,20.21,338487.50,269833.53
34071,85.24,3.69,0.00,100.00,224.66,58.01,338487.50,275640.61
9590,85.00,47.60,0.00,100.00,202.40,57.44,338487.50,275443.76
47016,84.49,23.37,0.00,100.00,201.75,56.06,338487.50,274951.64
12054,84.00,64.81,0.00,100.00,290.10,53.87,338487.50,274361.08
10752,87.80,6.99,58.53,100.00,345.87,27.01,338192.22,266093.37
10856,87.00,0.00,0.00,100.00,206.55,24.29,338192.22,269833.53
11844,87.00,8.89,30.76,100.00,196.30,28.00,338192.22,265601.24
9222,86.00,1.82,0.00,100.00,306.44,58.00,338192.22,275640.61
7734,85.00,22.16,0.00,100.00,290.52,57.46,338192.22,275443.76
46410,84.86,0.00,0.00,100.00,360.02,52.89,338192.22,274361.08
18991,84.00,0.00,0.00,100.00,290.46,56.00,338192.22,274951.64
14446,87.00,87.18,0.00,100.00,195.56,31.89,337995.37,265601.24
20805,87.00,54.43,23.24,100.00,345.44,29.42,337995.37,266093.37
32549,87.00,0.00,2.60,100.00,250.49,22.22,337995.37,269833.53
15900,86.62,61.85,0.00,100.00,105.78,32.73,337995.37,265305.97
1326,86.00,99.91,0.00,100.00,0.00,21.53,337995.37,264813.84
45291,86.00,74.39,0.00,100.00,363.14,58.92,337995.37,275640.61
34525,85.00,0.02,0.00,100.00,349.82,56.00,337995.37,274951.64
6313,86.00,100.00,0.00,100.00,166.34,42.70,337503.24,263534.31
1342,85.84,100.00,0.00,100.00,249.45,64.78,337503.24,265601.24
25594,85.15,88.12,0.00,100.00,231.43,49.42,337503.24,264026.44
990,85.00,100.00,7.25,100.00,186.83,67.48,337503.24,265305.97
11333,85.00,100.00,0.00,100.00,122.17,67.06,337503.24,264813.84
17780,85.00,100.00,0.00,100.00,163.21,57.91,337503.24,264321.71
13082,86.00,100.00,0.00,100.00,107.40,40.41,337207.97,263042.19
3065,85.00,100.00,0.00,100.00,212.42,59.25,337207.97,263534.31
28607,85.00,96.47,0.00,100.00,312.94,72.57,337207.97,265601.24
19096,85.00,100.00,0.00,100.00,290.20,60.17,337207.97,264026.44
14117,84.92,100.00,0.00,100.00,212.05,71.60,337207.97,264813.84
24104,84.00,98.06,0.00,100.00,239.22,55.99,337207.97,264321.71
24888,85.00,100.00,0.00,100.00,252.11,68.54,337011.12,263534.31
2466,84.00,100.00,0.00,100.00,293.68,63.60,337011.12,264321.71
9021,84.00,100.00,0.00,100.00,272.01,65.46,337011.12,264813.84
5143,84.06,100.00,0.00,100.00,361.98,67.04,336726.64,264818.14
42060,85.00,100.00,0.00,100.00,79.50,10.58,360436.32,273868.96
35860,84.03,100.00,0.00,100.00,60.87,17.40,360436.32,272097.30
18348,88.00,31.04,37.85,100.00,20.41,3.23,357877.26,267569.75
32214,88.00,0.00,21.15,100.00,204.39,19.58,354137.10,278987.07
54028,86.00,87.82,0.00,100.00,0.00,8.83,354137.10,254971.32
2101,88.00,0.00,24.71,100.00,77.82,17.09,352857.57,277707.54
39456,88.00,40.19,0.00,100.00,525.42,18.29,352857.57,258022.50
54054,87.46,23.51,0.00,100.00,52.72,8.52,352857.57,279676.05
13286,87.00,2.40,18.59,100.00,216.60,9.32,352857.57,278396.52
36750,87.00,51.08,17.04,100.00,112.06,13.89,352857.57,278987.07
35193,85.00,92.64,0.00,100.00,5.70,13.25,352857.57,256250.85
17270,84.00,7.53,0.00,100.00,0.00,8.00,352857.57,254282.34
41046,84.00,100.00,0.00,100.00,6.96,12.00,352857.57,254971.32
50157,84.00,27.29,0.00,100.00,20.28,16.45,352857.57,255463.45
54697,87.00,88.92,5.67,100.00,162.35,16.15,351578.05,257530.38
46346,86.00,100.00,0.45,100.00,65.41,16.79,351578.05,256742.97
46503,85.00,85.29,17.10,100.00,2.56,8.65,351578.05,251723.29
50915,85.00,22.93,37.16,100.00,51.24,16.26,351578.05,256250.85
25536,84.00,61.63,17.21,100.00,0.00,8.15,351578.05,255463.45
30177,84.00,26.13,75.49,100.00,61.93,11.62,351578.05,254971.32
57648,84.00,86.61,0.00,100.00,50.34,15.30,351578.05,254282.34
59563,84.00,8.76,0.00,100.00,17.90,11.53,351578.05,253691.79
18739,84.00,0.00,48.13,100.00,59.11,10.40,351578.05,252510.69
49521,88.00,68.78,21.48,100.00,77.87,16.64,350298.52,256742.97
