Observed_Temperature,Pct_Canopy,Mean_Elevation,Pct_Water,Pct_Green_Space,BEI_PC1,POINT_X,POINT_Y
88.00311155,0.241041074,0.770186335,0,0,0.04779953,351971.7483,263632.7377
88.66238234,0.180740372,0.770186335,0,0,0.005826357,352070.1733,263632.7377
89,0.018978138,0.770186335,0,0,0.001583692,352168.5986,263632.7377
89,0.114505281,0.770186335,0,0,0.004589195,352267.024,263632.7377
89,0.284621343,0.745341615,0,0,0.055033453,352365.449,263632.7377
89,0.243757062,0.751552795,0,0,0.095538589,352463.8743,263632.7377
89,0.276296743,0.844720497,0,0,0.053202319,352562.2993,263632.7377
89,0.179937706,0.763975155,0,0,0.035313976,352660.7246,263632.7377
89.26870002,0.340171614,0.763975155,0,0,0.054010199,352759.1499,263632.7377
89.94218162,0.176690426,0.763975155,0,0,0.035524118,352857.5749,263632.7377
90,0.155765924,0.838509317,0,0,0.05587985,352956.0003,263632.7377
90,0.008778213,0.838509317,0,0,0.11429745,353054.4256,263632.7377
90,0,0.838509317,0,0,0.091771083,353152.8506,263632.7377
90,0,0.838509317,0,0,0.081165961,353251.2759,263632.7377
90,0,0.838509317,0,0,0.079764945,353349.7009,263632.7377
90,0,0.807453416,0,0,0.06914801,353448.1262,263632.7377
89.59377172,0.118628068,0.807453416,0,0,0.03666011,353546.5516,263632.7377
89.01969213,0.084648823,0.807453416,0,0,0.057942418,353644.9766,263632.7377
89,0,0.807453416,0,0,0.081002869,353743.4019,263632.7377
89,0,0.807453416,0,0,0.092357313,353841.8269,263632.7377
89,0,0.807453416,0,0,0.036735379,353940.2522,263632.7377
89,0,0.807453416,0,0,0.029785819,354038.6776,263632.7377
89,0,0.801242236,0,0,0.036735257,354137.1026,263632.7377
89,0,0.801242236,0,0,0.048073919,354235.5279,263632.7377
89,0,0.801242236,0,0,0.069197349,354333.9529,263632.7377
89,0,0.801242236,0,0,0.077255842,354432.3782,263632.7377
89,0,0.801242236,0,0.209287763,0.036735379,354530.8035,263632.7377
89,0,0.801242236,0,0.329241138,0.036735257,354629.2285,263632.7377
89,0,0.795031056,0,0.041603207,0.036735379,354727.6539,263632.7377
89,0,0.795031056,0,0,0.036735257,354826.0789,263632.7377
89,0,0.795031056,0,0,0.036735379,354924.5042,263632.7377
88.91046493,0,0.795031056,0,0,0.036735379,355022.9295,263632.7377
88.06045018,0,0.782608696,0.000761997,0,0.036735257,355121.3545,263632.7377
88,0.048774497,0.782608696,0.367323101,0,0.025168104,355219.7799,263632.7377
85,0.635984547,0.670807453,0,0.36901892,0,336814.2675,263731.163
85,1,0.708074534,0,0.992812122,0,336912.6928,263731.163
85,0.999996667,0.708074534,0,0.999996667,0,337011.1178,263731.163
85,1,0.701863354,0,1,0,337109.5431,263731.163
85,0.999996667,0.701863354,0,0.999996667,0,337207.9681,263731.163
85,1,0.695652174,0,1,0,337306.3934,263731.163
85.40438532,1,0.695652174,0,1,0,337404.8188,263731.163
86,0.999996667,0.670807453,0,0.999996667,0,337503.2438,263731.163
86,1,0.670807453,0,1,0,337601.6691,263731.163
86,0.999996667,0.695652174,0,0.999996667,0,337700.0941,263731.163
87.05278879,0.982072517,0.701863354,0,0.884215841,0.004828282,337798.5194,263731.163
88.24775576,0.128736054,0.670807453,0,0.025750361,0.051358056,337896.9448,263731.163
88,0.394150762,0.695652174,0,0,0.049732516,337995.3698,263731.163
88,0.789522368,0.670807453,0,0,0.019422753,338093.7951,263731.163
88,0.695983638,0.720496894,0,0,0.015045892,338192.2201,263731.163
88,0.609468531,0.720496894,0,0,0.014931961,338290.6454,263731.163
88,0.200703192,0.720496894,0,0,0.052709765,338389.0707,263731.163
88,0.363761322,0.720496894,0,0,0.061306718,338487.4957,263731.163
88,0.467170945,0.720496894,0,0,0.064134688,338585.9211,263731.163
88,0,0.720496894,0,0,0.062889735,338684.3464,263731.163
88,2.78043E-05,0.720496894,0,0,0.061160564,338782.7714,263731.163
88,0.156622659,0.720496894,0,0,0.057200676,338881.1967,263731.163
88.31507507,3.78809E-05,0.720496894,0,0,0.068980534,338979.6217,263731.163
88.99884427,0.069995858,0.720496894,0,0,0.080250858,339078.047,263731.163
89,0.085154073,0.720496894,0,0,0.092368449,339176.4724,263731.163
89,0.36070901,0.720496894,0,0,0.065655396,339274.8974,263731.163
89,0.002412794,0.677018634,0,0,0.074913956,339373.3227,263731.163
89,0.19845472,0.677018634,0,0,0.071313928,339471.7477,263731.163
89,0.042787706,0.677018634,0,0,0.077114277,339570.173,263731.163
89,0.100688856,0.683229814,0,0,0.079069493,339668.5984,263731.163
89,0.210405533,0.683229814,0,0,0.06668848,339767.0234,263731.163
89,0.00319193,0.689440994,0,0,0.091058885,339865.4487,263731.163
89,0.042671539,0.677018634,0,0,0.067373676,339963.8737,263731.163
89,0.51610326,0.677018634,0,0,0.053832803,340062.299,263731.163
89,0.481373395,0.677018634,0,0,0.066086855,340160.7243,263731.163
89,0.583111038,0.726708075,0,0,0.054882162,340259.1493,263731.163
89,0.577537168,0.726708075,0,0,0.044148034,340357.5747,263731.163
89,0.380482848,0.726708075,0,0,0.044962547,340455.9997,263731.163
89.66720231,0.223281711,0.726708075,0,0,0.04168329,340554.425,263731.163
89.98270351,0.069256949,0.726708075,0,0,0.060013282,340652.8503,263731.163
89.28102591,0.003938597,0.726708075,0,0,0.065398154,340751.2753,263731.163
89,0.072998891,0.726708075,0,0,0.046565163,340849.7007,263731.163
89,0.000593987,0.726708075,0,0,0.050200337,340948.126,263731.163
88.99979236,0.288318615,0.726708075,0,0,0.064691946,341046.551,263731.163
88.27560972,0.383750079,0.726708075,0,0,0.042331933,341144.9763,263731.163
88,0.161092238,0.689440994,0,0,0.042426576,341243.4013,263731.163
88,0.370076737,0.689440994,0,0,0.056179932,341341.8266,263731.163
88.00007569,0.357735259,0.689440994,0,0,0.071471039,341440.252,263731.163
88,0.215213503,0.689440994,0,0,0.052680434,341538.677,263731.163
88,0.063072617,0.683229814,0,0,0.057042029,341637.1023,263731.163
88,0.351425371,0.683229814,0,0,0.055533873,341735.5273,263731.163
88,0.178607337,0.683229814,0,0,0.071300763,341833.9526,263731.163
88,0.070699606,0.683229814,0,0,0.05948371,341932.378,263731.163
88,0,0.683229814,0,0,0.073855969,342030.803,263731.163
88,0.239522025,0.683229814,0,0,0.06321552,342129.2283,263731.163
88.52581668,0.449473081,0.683229814,0,0,0.067815677,342227.6533,263731.163
89,0.136401517,0.683229814,0,0,0.078562307,342326.0786,263731.163
89,0.216992913,0.732919255,0,0,0.077212334,342424.5039,263731.163
89,0.205526727,0.732919255,0,0,0.082569939,342522.9289,263731.163
89,0.106750873,0.732919255,0,0,0.061328983,342621.3543,263731.163
89,0.020864355,0.732919255,0,0,0.078478079,342719.7796,263731.163
89,0.051726522,0.732919255,0,0,0.087115275,342818.2046,263731.163
89,0.225179455,0.664596273,0,0,0.069099638,342916.6299,263731.163
89,0.299501395,0.664596273,0,0,0.055277581,343015.0549,263731.163
89,0.388968396,0.664596273,0,0,0.035778522,343113.4803,263731.163
89,0.337030689,0.664596273,0,0,0.056554432,343211.9056,263731.163
88.89914308,0.159102959,0.664596273,0,0,0.07213504,343310.3306,263731.163
88.07456201,0.12820921,0.664596273,0,0,0.062494176,343408.7559,263731.163
88,0.95356731,0.664596273,0,0,0.001958725,343507.1809,263731.163
88,0.158643358,0.664596273,0,0,0.005205831,343605.6062,263731.163
88,0,0.664596273,0,0,0.012333354,343704.0316,263731.163
88,0.513167013,0.670807453,0,0,0.004151259,343802.4566,263731.163
88,0.03608988,0.670807453,0,0,0.01259185,343900.8819,263731.163
88.15062489,0,0.670807453,0,0,0.044085871,343999.3069,263731.163
88.45879951,0.430978535,0.670807453,0,0,0.023669873,344097.7322,263731.163
88.03498649,0,0.670807453,0,0,0.024568783,344196.1575,263731.163
88,0.078125638,0.670807453,0,0,0.020773663,344294.5825,263731.163
88,0.150637021,0.670807453,0,0,0.055706558,344393.0079,263731.163
88.40184516,0.266916618,0.670807453,0,0,0.074267242,344491.4329,263731.163
88.99997705,0.042493883,0.670807453,0,0,0.060617576,344589.8582,263731.163
89,0.033135301,0.670807453,0,0,0.065559397,344688.2835,263731.163
89.91184372,0.48227343,0.670807453,0,0,0.039240486,344786.7085,263731.163
90,0.386021418,0.670807453,0,0,0.059681001,344885.1339,263731.163
90.16136607,0.044139622,0.670807453,0,0,0.066519914,344983.5592,263731.163
91,0.116550367,0.664596273,0,0,0.072992314,345081.9842,263731.163
91,0.429323857,0.664596273,0,0,0.069574098,345180.4095,263731.163
91,0.801910008,0.708074534,0,0,0.029619524,345278.8345,263731.163
91.9240319,0.442401073,0.695652174,0,0,0.039832904,345377.2598,263731.163
92,0.138066233,0.701863354,0,0,0.068789174,345475.6852,263731.163
92.54354944,0,0.701863354,0,0,0.079417988,345574.1102,263731.163
92.15222123,0.076058173,0.701863354,0,0,0.036064125,345672.5355,263731.163
92,0,0.695652174,0,0,0.081696259,345770.9605,263731.163
91.22281722,0.300525576,0.695652174,0,0,0.048157113,345869.3858,263731.163
91,0.830109219,0.695652174,0,0,0.034395789,345967.8112,263731.163
91,0.441796736,0.695652174,0,0,0.05330287,346066.2362,263731.163
91,0.493646184,0.695652174,0,0,0.063149947,346164.6615,263731.163
91,0.401228077,0.695652174,0,0,0.088835134,346263.0865,263731.163
91,0.214432551,0.695652174,0,0,0.07701203,346361.5118,263731.163
91,0,0.714285714,0,0,0.078800503,346459.9371,263731.163
91,0.165801846,0.720496894,0,0,0.071858094,346558.3621,263731.163
91,0.777826789,0.708074534,0,0,0.059685564,346656.7875,263731.163
91,0.686065133,0.677018634,0,0,0.038062597,346755.2125,263731.163
91,0.471961749,0.677018634,0,0,0.042506512,346853.6378,263731.163
91,0.098643005,0.677018634,0,0,0.070423134,346952.0631,263731.163
91,0.082244089,0.677018634,0,0,0.081192833,347050.4881,263731.163
91,0.358295473,0.677018634,0,0,0.061064126,347148.9135,263731.163
91,0.062218249,0.677018634,0,0,0.071468517,347247.3388,263731.163
91,0.08680581,0.677018634,0,0,0.079868494,347345.7638,263731.163
91,0.142115345,0.677018634,0,0,0.035513337,347444.1891,263731.163
91,0,0.677018634,0,0,0.106332251,347542.6141,263731.163
91,0,0.677018634,0,0,0.115116793,347641.0394,263731.163
91.07408507,0,0.677018634,0,0,0.080312545,347739.4648,263731.163
91.68418537,0,0.677018634,0,0,0.094847794,347837.8898,263731.163
91.96085746,0.110935516,0.677018634,0,0,0.088558714,347936.3151,263731.163
92.11233357,0.0422808,0.677018634,0,0,0.085695589,348034.7401,263731.163
92.69578781,0.058403763,0.677018634,0,0,0.085516775,348133.1654,263731.163
92.97799914,0.482713392,0.677018634,0,0,0.090772395,348231.5908,263731.163
93,0.259608754,0.677018634,0,0,0.085838873,348330.0158,263731.163
93.07392326,0.076058646,0.677018634,0,0,0.084708769,348428.4411,263731.163
93.06230835,0,0.689440994,0,0,0.083764897,348526.8661,263731.163
91.5512162,0.151770509,0.689440994,0,0,0.077639887,348625.2914,263731.163
91,0,0.683229814,0,0,0.095009293,348723.7167,263731.163
91,0.002481986,0.683229814,0,0,0.069809395,348822.1417,263731.163
91,0.280471098,0.701863354,0,0,0.075552756,348920.5671,263731.163
91,0.264368784,0.683229814,0,0,0.087083642,349018.9924,263731.163
91,0.122400084,0.683229814,0,0,0.074629664,349117.4174,263731.163
91,0,0.683229814,0,0,0.036735379,349215.8427,263731.163
91,0,0.683229814,0,0,0.036735257,349314.2677,263731.163
91,0,0.683229814,0,0,0.172109796,349412.693,263731.163
91,0,0.683229814,0,0,0.156148864,349511.1184,263731.163
90.43349541,0,0.683229814,0,0,0.157222136,349609.5434,263731.163
90,0,0.683229814,0,0,0.157228397,349707.9687,263731.163
90,0.085231234,0.683229814,0,0,0.146170392,349806.3937,263731.163
90.00082385,0,0.683229814,0,0,0.054416205,349904.819,263731.163
90.66423671,0.116917873,0.683229814,0,0,0.057603162,350003.2444,263731.163
90.56021574,0.308834693,0.683229814,0,0,0.056784942,350101.6694,263731.163
90,0.629707416,0.683229814,0,0,0.033417094,350200.0947,263731.163
90,0.74652565,0.683229814,0,0,0.042966419,350298.5197,263731.163
89.64999617,0.290290024,0.683229814,0,0,0.01737852,350396.945,263731.163
89,0.274565344,0.683229814,0,0,0.069960742,350495.3703,263731.163
89,0.492872613,0.683229814,0,0,0.033859818,350593.7953,263731.163
89,0.059496062,0.683229814,0,0,0.068782845,350692.2207,263731.163
88.98796643,0.237135015,0.683229814,0,0,0.074071799,350790.6457,263731.163
88.35464833,0.116387837,0.683229814,0,0,0.067653473,350889.071,263731.163
88,0.718077663,0.683229814,0,0,0.050843172,350987.4963,263731.163
88,0.174673815,0.683229814,0,0,0.049879092,351085.9213,263731.163
88,0.245358739,0.683229814,0,0,0.03906406,351184.3467,263731.163
88,0.134792329,0.683229814,0,0,0.063717064,351282.772,263731.163
88,0.083309119,0.683229814,0,0,0.062729892,351381.197,263731.163
88.81844561,0.734889781,0.683229814,0,0,0.034659801,351479.6223,263731.163
89,0.237154226,0.683229814,0,0,0.028215633,351578.0473,263731.163
88.81908402,0.097124001,0.683229814,0,0,0.035927587,351676.4726,263731.163
88.00843269,0.337747986,0.683229814,0,0,0.073622155,351774.898,263731.163
88.21205296,0.357890889,0.683229814,0,0,0.090291625,351873.323,263731.163
88.07595937,0.323979054,0.683229814,0,0,0.074410818,351971.7483,263731.163
88.21605108,0.315294892,0.683229814,0,0,0.005940774,352070.1733,263731.163
88.97043257,0.066664283,0.683229814,0,0,0.008743652,352168.5986,263731.163
89,0.432809438,0.683229814,0,0,0.050680291,352267.024,263731.163
89,0.031104196,0.683229814,0,0,0.07949732,352365.449,263731.163
89,0.022498221,0.683229814,0,0,0.115257426,352463.8743,263731.163
89,0.086677469,0.683229814,0,0,0.08389092,352562.2993,263731.163
89,0.122713378,0.683229814,0,0,0.02934008,352660.7246,263731.163
89,0.198703368,0.683229814,0,0,0.027588925,352759.1499,263731.163
89.12421505,0.379312117,0.683229814,0,0,0.061093942,352857.5749,263731.163
89.96189066,0.033752709,0.683229814,0,0,0.093880178,352956.0003,263731.163
90,0.525817732,0.683229814,0,0,0.054343178,353054.4256,263731.163
90,0.053661466,0.683229814,0,0,0.082117876,353152.8506,263731.163
90,0.008971493,0.683229814,0,0,0.082435815,353251.2759,263731.163
90,0,0.683229814,0,0,0.036735257,353349.7009,263731.163
89.94138209,0,0.683229814,0,0,0.036735379,353448.1262,263731.163
89.04748428,0,0.683229814,0,0,0.036735379,353546.5516,263731.163
89,0,0.683229814,0,0,0.036735257,353644.9766,263731.163
89,0,0.683229814,0,0,0.089879466,353743.4019,263731.163
89,0,0.683229814,0,0,0.082842045,353841.8269,263731.163
89,0,0.683229814,0,0,0.036735379,353940.2522,263731.163
89,0,0.683229814,0,0,0.034994942,354038.6776,263731.163
89,0,0.683229814,0,0,0.036442311,354137.1026,263731.163
89,0,0.683229814,0,0,0.036735379,354235.5279,263731.163
89,0,0.683229814,0,0,0.085014767,354333.9529,263731.163
89,0.074791217,0.683229814,0,0,0.073987013,354432.3782,263731.163
89,0.184443297,0.683229814,0,0.642364525,0.044067654,354530.8035,263731.163
89,0,0.683229814,0,0.999996667,0.036735257,354629.2285,263731.163
89,0,0.683229814,0,0.95958501,0.036735379,354727.6539,263731.163
89,0,0.683229814,0,0.673132179,0.036735257,354826.0789,263731.163
89,0,0.683229814,0,0.345080516,0.036735379,354924.5042,263731.163
88.53199794,0,0.677018634,0,0.039826322,0.036735379,355022.9295,263731.163
88,0,0.677018634,0.002250885,0,0.061074243,355121.3545,263731.163
88,0,0.677018634,0.850622513,0,0.031923048,355219.7799,263731.163
85,0.45934927,0.745341615,0,0.505007639,0,336814.2675,263829.588
85,0.999996667,0.732919255,0,0.812025111,0,336912.6928,263829.588
85,0.999993333,0.739130435,0,0.92656299,0,337011.1178,263829.588
85,0.999996667,0.739130435,0,0.98726528,0,337109.5431,263829.588
85,0.999993333,0.763975155,0,0.999993333,0,337207.9681,263829.588
85,0.999996667,0.757763975,0,0.999996667,0,337306.3934,263829.588
85.02599032,0.999996667,0.751552795,0,0.999996667,0,337404.8188,263829.588
85.89960448,0.999993333,0.757763975,0,0.999993333,0,337503.2438,263829.588
86,0.999996667,0.751552795,0,0.999996667,0,337601.6691,263829.588
86,0.999993333,0.745341615,0,0.999993333,0,337700.0941,263829.588
86.94128717,0.999996667,0.751552795,0,0.976325279,0,337798.5194,263829.588
88.74937386,0.683495314,0.732919255,0,0.177510308,0.037604679,337896.9448,263829.588
88.19966399,0.18854786,0.739130435,0,0,0.049443593,337995.3698,263829.588
88,0.442307219,0.745341615,0,0,0.028594961,338093.7951,263829.588
88,0.119848988,0.732919255,0,0,0.063462403,338192.2201,263829.588
88,0.046721497,0.739130435,0,0,0.06807536,338290.6454,263829.588
88,0.243029179,0.739130435,0,0,0.073942478,338389.0707,263829.588
88,0.14705155,0.763975155,0,0,0.064951496,338487.4957,263829.588
88,0.082248584,0.757763975,0,0,0.053903852,338585.9211,263829.588
88,0.254949782,0.751552795,0,0,0.039253441,338684.3464,263829.588
88,0,0.751552795,0,0,0.075616515,338782.7714,263829.588
88,0.28196673,0.739130435,0,0,0.071655637,338881.1967,263829.588
88.67213167,0.005540942,0.745341615,0,0,0.077292446,338979.6217,263829.588
89,0.018402232,0.751552795,0,0,0.072325031,339078.047,263829.588
89,0.094738065,0.739130435,0,0,0.086959245,339176.4724,263829.588
89,0.000695052,0.745341615,0,0,0.063153137,339274.8974,263829.588
89,0.237497803,0.739130435,0,0,0.060653387,339373.3227,263829.588
89,0.419130024,0.745341615,0,0,0.062186517,339471.7477,263829.588
89,0.12261623,0.739130435,0,0,0.080506569,339570.173,263829.588
89,0.330376776,0.745341615,0,0,0.067461223,339668.5984,263829.588
89,0.159247225,0.763975155,0,0,0.061561528,339767.0234,263829.588
89,0.003191703,0.757763975,0,0,0.069576258,339865.4487,263829.588
89,0.210071941,0.757763975,0,0,0.059736371,339963.8737,263829.588
89,0.252086159,0.751552795,0,0,0.067525685,340062.299,263829.588
89,0,0.732919255,0,0,0.088884414,340160.7243,263829.588
89,0.066553767,0.739130435,0,0,0.088675547,340259.1493,263829.588
89,0.299180283,0.732919255,0,0,0.077511685,340357.5747,263829.588
89,0,0.726708075,0,0,0.079808514,340455.9997,263829.588
89.01989019,0,0.739130435,0,0,0.072866219,340554.425,263829.588
89.02990387,0.061107339,0.732919255,0,0,0.089291887,340652.8503,263829.588
89.00001089,0.003125626,0.726708075,0,0,0.074416386,340751.2753,263829.588
89,0,0.726708075,0,0,0.065449433,340849.7007,263829.588
89,0.000849075,0.720496894,0,0,0.046625285,340948.126,263829.588
89,0.219051739,0.720496894,0,0,0.060986918,341046.551,263829.588
88.69906901,0.122786933,0.732919255,0,0,0.074672314,341144.9763,263829.588
88.0599704,0.103370059,0.732919255,0,0,0.073962673,341243.4013,263829.588
88.05667819,0.170360846,0.726708075,0,0,0.072489172,341341.8266,263829.588
88.75502908,0,0.732919255,0,0,0.075279211,341440.252,263829.588
88.55794167,0,0.726708075,0,0,0.068648207,341538.677,263829.588
88.13423675,0.026182883,0.732919255,0,0,0.075028083,341637.1023,263829.588
88,0.244928107,0.726708075,0,0,0.058651674,341735.5273,263829.588
88,0.359127968,0.720496894,0,0,0.039364322,341833.9526,263829.588
88,0.33629656,0.726708075,0,0,0.045968783,341932.378,263829.588
88,0.258635323,0.720496894,0,0,0.069271565,342030.803,263829.588
88.13352161,0.083824046,0.732919255,0,0,0.063202441,342129.2283,263829.588
88.93345637,5.29569E-05,0.732919255,0,0,0.082340535,342227.6533,263829.588
89,0.156547803,0.726708075,0,0,0.076560038,342326.0786,263829.588
89,0.092304681,0.732919255,0,0,0.075715313,342424.5039,263829.588
89,0.60869256,0.726708075,0,0,0.04565249,342522.9289,263829.588
89,0.5023308,0.732919255,0,0,0.050129244,342621.3543,263829.588
89,0.050748587,0.726708075,0,0,0.068869244,342719.7796,263829.588
89,0,0.720496894,0,0,0.079317354,342818.2046,263829.588
89,0.076055807,0.732919255,0,0,0.071056149,342916.6299,263829.588
89,0.0034029,0.726708075,0,0,0.074965417,343015.0549,263829.588
89,0.001625156,0.720496894,0,0,0.073939912,343113.4803,263829.588
89,0.120154549,0.732919255,0,0,0.052962651,343211.9056,263829.588
89,0.17606585,0.732919255,0,0,0.046712744,343310.3306,263829.588
88.77301736,0.054736355,0.739130435,0,0,0.063548896,343408.7559,263829.588
88.19019816,0.680570752,0.732919255,0,0,0.021096008,343507.1809,263829.588
88.00000313,0.201017008,0.726708075,0,0,0.012416438,343605.6062,263829.588
88,0.519958258,0.732919255,0,0,0.017799671,343704.0316,263829.588
88,0.473621053,0.726708075,0,0,0.016546294,343802.4566,263829.588
88.00461071,0.187677103,0.732919255,0,0,0.010287,343900.8819,263829.588
88.79033029,0,0.726708075,0,0,0.04676587,343999.3069,263829.588
89,0.06864923,0.732919255,0,0,0.028361736,344097.7322,263829.588
88.73365453,0,0.732919255,0,0,0.028991202,344196.1575,263829.588
88.06481691,0.471161162,0.739130435,0,0,0.022394577,344294.5825,263829.588
88.3053383,0.316802282,0.732919255,0,0,0.052057898,344393.0079,263829.588
88.99013652,0.126811099,0.739130435,0,0,0.052012944,344491.4329,263829.588
89,0.341539059,0.732919255,0,0,0.050037384,344589.8582,263829.588
89,0.479015425,0.726708075,0,0,0.033439401,344688.2835,263829.588
89.85461438,0.052860719,0.739130435,0,0,0.079472967,344786.7085,263829.588
90,0.086544352,0.732919255,0,0,0.060291509,344885.1339,263829.588
90.00170534,0.075978679,0.726708075,0,0,0.085097142,344983.5592,263829.588
90.79217516,0.027123656,0.739130435,0,0,0.088726742,345081.9842,263829.588
91,0.498385435,0.732919255,0,0,0.04873338,345180.4095,263829.588
91,0.58702562,0.739130435,0,0,0.069046632,345278.8345,263829.588
91.71862721,0.145451435,0.732919255,0,0,0.077035967,345377.2598,263829.588
92,0.171675685,0.726708075,0,0,0.079101054,345475.6852,263829.588
92,0.076057963,0.732919255,0,0,0.071479702,345574.1102,263829.588
92,0,0.726708075,0,0,0.040546684,345672.5355,263829.588
92,0.06662278,0.732919255,0,0,0.078991658,345770.9605,263829.588
91.70102478,0.040461387,0.726708075,0,0,0.051175096,345869.3858,263829.588
91.14538833,0.229587899,0.732919255,0,0,0.085837191,345967.8112,263829.588
91.24275928,0.012753827,0.726708075,0,0,0.076882033,346066.2362,263829.588
91.02546782,4.43774E-05,0.732919255,0,0,0.082995708,346164.6615,263829.588
91,0.0897376,0.732919255,0,0,0.086383407,346263.0865,263829.588
91,0.01432391,0.726708075,0,0,0.070606647,346361.5118,263829.588
91,0.401677896,0.726708075,0,0,0.057827288,346459.9371,263829.588
91,0.730405399,0.732919255,0,0,0.041387179,346558.3621,263829.588
91,0.596068439,0.726708075,0,0,0.060189934,346656.7875,263829.588
91,0.164871004,0.732919255,0,0,0.08644984,346755.2125,263829.588
91,0.015821699,0.739130435,0,0,0.072189481,346853.6378,263829.588
91,0.062010476,0.732919255,0,0,0.056506111,346952.0631,263829.588
91.07628364,0.380586769,0.726708075,0,0,0.071821037,347050.4881,263829.588
91.1519487,0.573508451,0.726708075,0,0,0.038463066,347148.9135,263829.588
91,0.603989653,0.720496894,0,0,0.039485286,347247.3388,263829.588
91,0.476233538,0.757763975,0,0,0.055943656,347345.7638,263829.588
91.00535409,0.420667377,0.757763975,0,0,0.079184108,347444.1891,263829.588
91.14813407,0.036028428,0.757763975,0,0,0.067217436,347542.6141,263829.588
91.39483731,0,0.757763975,0,0,0.097757792,347641.0394,263829.588
91.85350167,0.064451255,0.757763975,0,0,0.078249224,347739.4648,263829.588
92,0.090888996,0.757763975,0,0,0.093528784,347837.8898,263829.588
92,0.142990162,0.757763975,0,0,0.076286612,347936.3151,263829.588
92.76218282,0.269086889,0.757763975,0,0,0.064951582,348034.7401,263829.588
92.99961266,0.595802527,0.757763975,0,0,0.060756071,348133.1654,263829.588
93,0.286987621,0.757763975,0,0,0.069263731,348231.5908,263829.588
93.0981924,0.587308436,0.757763975,0,0,0.060265216,348330.0158,263829.588
93.52222056,0.175133526,0.757763975,0,0,0.062993462,348428.4411,263829.588
93.16394431,0.005857201,0.757763975,0,0,0.073406289,348526.8661,263829.588
91.585948,0.144923208,0.757763975,0,0,0.081267033,348625.2914,263829.588
91,0.006942503,0.757763975,0,0,0.106795826,348723.7167,263829.588
91,0,0.757763975,0,0,0.113216073,348822.1417,263829.588
91,0.003098722,0.757763975,0,0,0.111730331,348920.5671,263829.588
91,0.055990397,0.757763975,0,0,0.1086786,349018.9924,263829.588
91,0.205151658,0.757763975,0,0,0.033238883,349117.4174,263829.588
91,0,0.757763975,0,0,0.036735257,349215.8427,263829.588
91,0.014767426,0.695652174,0,0,0.036735134,349314.2677,263829.588
91,0.075550742,0.695652174,0,0,0.061320432,349412.693,263829.588
91,0.012673603,0.695652174,0,0,0.036720954,349511.1184,263829.588
90.43430633,0.00658464,0.695652174,0,0,0.059145989,349609.5434,263829.588
90,0.020506843,0.695652174,0,0,0.091576009,349707.9687,263829.588
90,0.004525664,0.695652174,0,0,0.056985091,349806.3937,263829.588
90,0.021371159,0.695652174,0,0,0.065192106,349904.819,263829.588
90.52590738,0.087098992,0.695652174,0,0,0.063053619,350003.2444,263829.588
90.90105543,0.244523279,0.701863354,0,0,0.050870644,350101.6694,263829.588
90.00833497,0.070766063,0.695652174,0,0,0.071817386,350200.0947,263829.588
90,0.190730399,0.708074534,0,0,0.057645056,350298.5197,263829.588
89.54563173,0.050314095,0.714285714,0,0,0.056200989,350396.945,263829.588
89,0.217691005,0.701863354,0,0,0.049059695,350495.3703,263829.588
89,0.242192644,0.695652174,0,0,0.040905568,350593.7953,263829.588
89,0.275541436,0.708074534,0,0,0.012488486,350692.2207,263829.588
88.55647894,0.370842387,0.714285714,0,0,0.037415195,350790.6457,263829.588
88,0.624917466,0.720496894,0,0,0.040619493,350889.071,263829.588
88,0.449032557,0.708074534,0,0,0.018749455,350987.4963,263829.588
88,0.331833674,0.701863354,0,0,0.051488174,351085.9213,263829.588
88,0.397282227,0.695652174,0,0,0.035672499,351184.3467,263829.588
88,0.313330358,0.714285714,0,0,0.036735257,351282.772,263829.588
88,0.118795085,0.720496894,0,0,0.034048164,351381.197,263829.588
88.7560233,0.148932833,0.726708075,0,0,0.024108456,351479.6223,263829.588
89,0.087350203,0.708074534,0,0,0.107084248,351578.0473,263829.588
88.80581098,0.017487239,0.695652174,0,0,0.092534524,351676.4726,263829.588
88.28788978,0,0.689440994,0,0,0.097779124,351774.898,263829.588
88.58583775,0.036698336,0.695652174,0,0,0.078634856,351873.323,263829.588
88,0.004948458,0.695652174,0,0,0.03673102,351971.7483,263829.588
88.13817865,0.076059829,0.701863354,0,0,0.030762736,352070.1733,263829.588
88.65267515,0.076059829,0.695652174,0,0,0.062477472,352168.5986,263829.588
89,0.11120721,0.701863354,0,0,0.107309592,352267.024,263829.588
89,0.227780922,0.695652174,0,0,0.072193006,352365.449,263829.588
89,0.064574434,0.701863354,0,0,0.062278463,352463.8743,263829.588
89,0.164352448,0.695652174,0,0,0.068082635,352562.2993,263829.588
89,0.254362122,0.689440994,0,0,0.035811558,352660.7246,263829.588
89,0.066592843,0.689440994,0,0,0.035889178,352759.1499,263829.588
89,0.322385289,0.689440994,0,0,0.072589396,352857.5749,263829.588
89.08127124,0.061775385,0.695652174,0,0,0.067719673,352956.0003,263829.588
89.57363343,0.578322368,0.689440994,0,0,0.013327961,353054.4256,263829.588
89.99972894,0.107264602,0.689440994,0,0,0.052834761,353152.8506,263829.588
90,0.143146786,0.689440994,0,0,0.078252263,353251.2759,263829.588
90,0,0.689440994,0,0,0.034639283,353349.7009,263829.588
