OBJECTID,Elevation_m,Pct_GreenSpace,Pct_Impervious,Pct_Canopy,Distance_from_water_m,POINT_X,POINT_Y
17773,15.24,100,0,50,151.45,350101.6694,255463.446
17774,23,0,83.59,40,915.14,348822.1417,263632.7377
17775,2,0,68.98,20,92.12,352660.7246,270030.3758
17776,5,0,100,50,501.76,357286.7091,258908.3282
17777,18.68,0,100,30,378.42,348428.4411,259302.0288
17779,24.24,0,87,30,1016.9,357385.1341,273475.2577
17780,57.91,100,0,100,163.21,337503.2438,264321.714
17781,17.75,0,91.53,50,246.64,356893.0081,268455.5725
17782,43.97,0,63.5,40,754.9,341341.8266,272589.4311
17784,40.5,0,56.82,40,759.75,342621.3543,278888.6439
17786,18.72,0,100,40,820.75,352463.8743,260876.8321
17788,55.11,0,100,50,376.66,338585.9211,276624.8639
17789,52.59,0,0,100,660.95,350100.2583,282920.874
17790,19.93,94.24,1.16,76.15,296.29,352168.5986,257333.5249
17791,25.1,0,78.21,40,401.85,339471.7477,267372.8952
17792,46.46,0,79.49,40,589.04,342326.0786,270620.9268
17793,22.65,0,95.2,30,1323.18,348920.5671,265109.1156
17794,18.59,0,98.92,40,177.5,349806.3937,279479.1948
17795,35.92,0,37.63,48.74,798.3,356991.4335,280758.7225
17796,12.54,29.26,27.31,84.07,298.83,346952.0631,272589.4311
17797,41.38,0,92.86,30,394.71,340357.5747,263337.462
17798,18.27,0,81.64,30,389.71,359058.3627,271703.6041
17799,9.9,0,85.82,30,438.17,350003.2444,269735.1002
17800,15.58,0,72.69,40,370.58,351381.197,279872.8958
17801,5.37,0,100,40,479,354530.8035,260089.4305
17802,21.69,0,73.21,30,1073.37,350396.945,262746.911
17803,23.4,0.19,100,30,530.24,347444.1891,269636.6748
17804,16.75,0,77.76,40,277.03,340948.126,267471.3206
17805,25.4,0,54.69,30,166.4,344491.4329,273278.4074
17806,27.48,0,71.47,30,802.03,341243.4013,265109.1156
17807,24.28,0,91.43,40,479.82,345081.9842,266290.2179
17809,13.8,0,66.12,40,572.34,351282.772,259105.1785
17811,37.42,0,62.55,40,763.8,342030.803,279183.9192
17812,15,0,99.17,40,749.93,351971.7483,265109.1156
17813,20.2,0,33.72,30,827.9,349511.1184,268553.9979
17814,3.04,100,16.21,50,7.22,356893.0081,267668.1709
17815,6.93,0,83.63,40,226.82,344688.2835,268258.7222
17816,34.46,0,28.12,88.91,702.14,337109.5431,267077.6196
17817,27,0,96.74,40,620.19,340160.7243,266487.0686
17818,13.02,0,69.95,50,611.36,352365.449,265994.9426
17819,8.33,0,100,50,90.78,351676.4726,274557.935
17820,17.31,0,98.69,40,312.48,353644.9766,277313.8406
17821,14.17,0,98.66,50,319.14,350987.4963,273967.3837
17822,24.64,0,21.05,82.71,13.99,342424.5039,275542.187
17824,33.97,100,0,100,154.21,337601.6691,263534.3124
17825,11,0,100,40,646.54,352365.449,264813.84
17826,25.01,0,90.21,50,362.75,348330.0158,278199.6672
17827,9,0,100,40,12.13,350692.2207,277510.6909
17828,51.82,0,80.03,40,868.13,344097.7322,278494.9429
17829,30.98,0,46.49,71.28,93.48,338782.7714,271211.4781
17830,2.2,0,100,50,168.26,353448.1262,267471.3206
17831,22.68,0,87.11,40,668.38,346459.9371,263337.462
17832,22.64,0,97.45,30,840.59,348822.1417,268750.8482
17833,19.9,0,37.81,81.9,170.16,360042.6147,272195.7301
17834,8,0,100,40,122.28,343900.8819,266979.1946
17835,19.71,0,56.5,78.89,601.42,353251.2759,262943.7614
17837,32.36,0,64.53,50,305.26,358763.0871,276231.1633
17838,44.44,0,20.76,79.28,1053.12,356400.8822,275443.7616
17839,21.81,0,57.51,30,1054.95,348330.0158,267766.5962
17840,24.92,0,78.31,40,384.78,351184.3467,278987.0689
17842,26.01,0,96.14,30,965.39,342424.5039,264124.8637
17843,16.89,43.36,55.02,40,111.23,352759.1499,274853.2107
17844,21,0,100,40,964.56,351676.4726,263239.037
17845,3.93,49.25,0,99.15,108.99,359845.7644,271113.0528
17846,19.16,0,27.93,50,317.87,357680.4098,270424.0765
17847,18.31,0,100,40,961.59,351282.772,265010.6906
17848,45.72,0,86.37,30,652.07,341833.9526,271113.0528
17849,24.57,0,63,30.07,357.44,347148.9135,275148.486
17850,19.83,0,78.82,44.59,566.22,353152.8506,263239.037
17851,58.01,0,72.95,50,641.3,339963.8737,278101.2422
17852,21.51,0,82.79,40,1264.55,350396.945,264321.714
17853,13.11,0.14,97.65,40,35.54,341538.677,268258.7222
17854,24.01,0,79.15,40,581.14,358763.0871,274065.809
17855,22.71,0,98.24,40,840.55,345574.1102,263632.7377
17856,21.34,0,63.32,43.26,920.84,357680.4098,273672.108
17857,19.21,0,64.68,50,50.44,352562.2993,274164.234
17859,26.49,0,71.96,40,637.53,337011.1178,268553.9979
17861,15.99,100,0,100,103.29,360928.4413,273081.557
17862,20.12,0,34.92,61.76,378.29,348625.2914,273179.982
17863,25.8,0,80.93,50.25,449.07,339668.5984,264518.5647
17864,29.64,100,0,100,126.19,337601.6691,263435.8874
17865,3,0,100,50,130.41,354137.1026,264813.84
17866,8.89,0,73.39,40,201.33,344097.7322,270424.0765
17867,25.18,0,76.76,30,444.17,344491.4329,271998.8797
17868,10.96,100,1.19,63.49,53.25,340948.126,268652.4229
17870,27.62,0,98.41,30,648.32,340357.5747,264518.5647
17871,22.96,0,93.38,40,474.88,346853.6378,269538.2498
17872,47.38,0,30.24,77.05,437.95,345081.9842,276231.1633
17873,24.89,0,89.45,40,680.94,345278.8345,265601.2416
17874,38.06,0,0,100,262.62,345770.9605,282825.6517
17875,25.1,0,44.42,74.09,303.49,358566.2367,278790.2185
17876,25.41,0,100,40,375.35,345770.9605,272491.0057
17877,22.7,0,95.31,30,836.1,346755.2125,263928.0133
17880,24.91,0,95.96,30,703.61,346656.7875,267471.3206
17882,27.87,0,81.92,40,160.11,343113.4803,275640.612
17883,26.94,8.48,94.55,40,439.99,339865.4487,264026.4383
17885,14.14,0,53.8,40,271.03,351184.3467,258120.9265
17886,28.12,0,76.99,40,257.14,342818.2046,269144.5488
17887,24.22,0,41.21,50.68,714.68,345770.9605,265896.5173
17888,24.86,0,79.01,40,413.85,338290.6454,268061.8715
17889,5.69,0,100,40,2.25,345180.4095,269242.9742
17890,17.22,0,89.44,50,867.08,344097.7322,263928.0133
17891,22.93,0,4.11,50,172.23,341144.9763,267865.0212
17892,17.21,0,85.97,50,374.48,353644.9766,263632.7377
17893,25.17,0,92.95,40,204.73,344983.5592,273278.4074
17894,41.74,0,46.47,50,596.23,337306.3934,266782.3442
17895,24.77,0,93.91,40,24.69,338585.9211,263140.6117
17896,24,0,81.2,47.34,1298.54,348133.1654,265305.966
17897,26.14,0,51.31,40,343.28,337798.5194,269144.5488
17898,20.92,0,100,40,1180.51,349707.9687,266979.1946
17899,30.62,0,84.72,40,626.21,336715.8421,269242.9742
17900,31.06,0,44.38,81.05,451.36,358664.6617,275050.061
17902,25,0,86.98,40,717.56,342916.6299,264912.2653
17903,21.99,0,59.22,30,872.85,349806.3937,262451.6354
17904,23,0,36.74,40,1268.99,348920.5671,264912.2653
17905,19.85,0,62.35,50,161.27,360633.1657,276920.1396
17906,22,0,100,40,688.75,345081.9842,262943.7614
17907,60.4,0,68.02,57.47,805.32,355318.2052,276428.0136
17908,12,0,98.22,50,477.27,349412.693,253494.942
17909,27,0,82.12,40,399.98,351479.6223,280758.7225
17910,25.62,0,80.32,50,38.14,338093.7951,271998.8797
17911,16.69,19.1,79.98,83.47,291.45,359747.339,273770.5334
17912,8.55,19.76,90.06,30,114.62,351774.898,271506.7538
17913,12.82,0,69.96,30,853.37,350593.7953,267865.0212
17914,21.48,0,48.46,40,368.09,342522.9289,266093.3676
17915,42.78,99.87,0,100,151.9,337011.1178,263042.1864
17916,18.43,0,79.05,50,634.91,351578.0473,267176.0449
17917,33.46,0,74.97,58.31,447.86,340259.1493,263731.163
17918,28.25,0,35.95,69.53,157.46,337896.9448,264124.8637
17919,8.34,15.44,96.01,30,66.79,351971.7483,271703.6041
17920,12,0,60.64,40,176.76,346459.9371,273770.5334
17921,22.5,0,82.27,40,590.59,351676.4726,281841.3998
17922,26.05,0,100,30,637.13,341637.1023,265502.8166
17924,8.34,0,35.01,50,115.39,354038.6776,266388.6433
17925,24.1,0,70.49,40,531.66,349707.9687,273475.2577
17926,20.06,0,72.31,40,1129.89,350692.2207,265207.541
17927,19,0,99.99,40,324.71,346952.0631,262254.7847
17928,22,0,63.8,40,1191.13,350298.5197,263534.3124
17929,24,0,94.02,31.79,721.48,348133.1654,269144.5488
17930,13.88,0,91.79,50,236.78,357483.5595,269144.5488
17931,2.81,0,80,50,27.77,354333.9529,268553.9979
17932,2.84,0,100,50,72.1,355515.0555,261368.9581
17933,54.01,0,95.32,40,687.88,345869.3858,277215.4152
17934,31.75,0,32.45,50,705.33,336355.5699,268070.2603
17936,20.16,40,2.02,91.7,76.79,341440.252,268061.8715
17937,31.65,0,78.95,40,639.41,340554.425,271506.7538
17939,7.47,0,100,30,567.74,350593.7953,269046.1238
17940,8.79,100,0,50,64.28,352956.0003,279479.1948
17941,47.87,0,21.77,77.72,811.08,356597.7325,279577.6202
17942,15.66,100,0,99.64,40.83,351282.772,253396.517
17944,20.96,0,91.76,30,1041.47,348330.0158,267865.0212
17945,7.42,0,87.68,40,457.05,350593.7953,275640.612
17946,27.8,0,67.31,63.05,523.62,338684.3464,266585.4936
17947,26.38,0,82.77,45.99,84.11,338487.4957,264715.415
17948,18.97,0,100,30,211.81,351381.197,272491.0057
17949,25,0,92.16,40,810.69,343211.9056,264616.9897
17950,55.32,0,46.58,56.68,515.48,337503.2438,275739.0373
17951,16.8,0,100,40,719.82,352267.024,264223.289
17952,26.26,0,2.68,98.34,88.26,336125.2911,273770.5334
17953,27.68,0,87.66,40,864.22,341538.677,264715.415
17954,19.2,0,92.75,49.58,409.95,359255.2131,272294.1554
17955,19.53,0,84.09,50,469.95,359058.3627,272294.1554
17957,21.04,0,92.24,30,797.8,349511.1184,262451.6354
17958,8.72,0,99.54,50,289.11,354137.1026,263534.3124
17959,22.46,40,73.14,62.42,390.18,337995.3698,268553.9979
17960,36.36,0,92.24,30,681.13,340751.2753,264321.714
17961,16.45,0,57.51,40,460.48,351085.9213,279872.8958
17962,20.94,0,52.18,47.04,1184.18,350495.3703,265404.3913
17963,22.54,0,19.34,83.62,184.02,360337.8904,280168.1712
17964,23.38,0,100,30,1314.86,348330.0158,265305.966
17965,17.74,0,100,50,531.09,353546.5516,262648.4857
17966,14,0,100,30,652.64,354038.6776,259695.7298
17967,20.05,0,85.02,40,829.68,350101.6694,261270.5328
17968,24.7,0,59.37,40,94.04,347345.7638,279774.4705
17969,43.84,0,66.78,40,618.71,344589.8582,276624.8639
17971,35.53,0,52.58,33.27,490.88,341046.551,270817.7775
17972,21,0,100,40,1094.7,351381.197,262845.336
17973,22.25,0,99.83,30,917.63,344786.7085,264518.5647
17974,20,100,0,30,614.55,347542.6141,263140.6117
17975,22,0,94.9,30,981.87,349314.2677,263534.3124
17977,18.41,0,90.16,40,640.16,349511.1184,260581.5565
17978,28.05,0,67.01,59.6,500.23,337798.5194,266585.4936
17979,19,38.18,0,50,8.86,344294.5825,281939.8248
17980,12.49,71.22,0,100,110.61,340259.1493,268160.2969
17981,53.88,0,38.97,69.22,501.27,354038.6776,272195.7301
17982,17.78,0,100,50,730.82,351971.7483,266191.7929
17983,2.23,0,100,50,19.1,353940.2522,269144.5488
17984,11.3,0,68.21,50,213.4,358664.6617,270817.7775
17985,27,0,60.23,30,588.34,341144.9763,265994.9426
17986,21,100,58.52,50,394.21,352365.449,257727.2255
17987,21.16,0,84.7,40,585.69,345574.1102,262648.4857
17988,45.19,0,88.28,30,706.02,341833.9526,271309.9034
17989,58.13,0,2.92,50,527.85,339570.173,277609.1162
17990,27.84,0,70.58,40,448.07,339078.047,266093.3676
17992,19,0,100,40,402.81,348625.2914,259695.7298
17993,25,0,71.41,40,502.51,350495.3703,273376.8324
17994,3.57,0,91.68,40,122.31,345574.1102,270030.3758
17995,25.48,40,81.61,40,161.09,341735.5273,269242.9742
17996,14.54,0,74.41,50,116.45,354530.8035,268849.2732
17997,26.87,0,80.81,30,842.84,342522.9289,264518.5647
17999,37.14,0,49.71,50,103.16,338192.2201,272392.5804
18001,22.67,0,40.52,68.73,166.79,342522.9289,266782.3442
18002,19.01,0,100,40,1010.83,351085.9213,265207.541
18003,18.4,0,78.92,50,841.76,344196.1575,263829.588
18004,25.17,0,96.29,50,403.9,349707.9687,280955.5728
18005,37.14,0,0,100,447.68,337404.8188,274361.0843
18006,14.65,0,28.69,40,861.59,343900.8819,263928.0133
18007,26.7,0,19.19,68.13,293.1,339176.4724,264912.2653
18008,35.51,54.46,50.77,47.68,850.97,356794.5831,272097.3047
18009,12.26,4,77.94,40,31.49,341932.378,268553.9979
18010,23.17,0,81.47,50,833.67,344786.7085,263632.7377
18012,4.07,0,86.15,20,459.98,351085.9213,269242.9742
18013,23.1,0,98.15,30,769.24,348428.4411,269046.1238
18014,19.99,100,8.64,50,165.94,353054.4256,278002.8169
18016,31.16,0,69.48,40,361.39,353644.9766,274853.2107
18017,38.02,0,79.68,37.92,703.01,341144.9763,271506.7538
18018,16.11,0,0,50,52.81,353940.2522,281349.2738
18019,41.49,0,91.54,30,454.09,354432.3782,271211.4781
18020,16.76,0,42.54,55.47,454.63,353743.4019,263042.1864
18021,53.05,0,71.12,40.33,954.54,355810.3312,276428.0136
18022,47.4,0,50.02,40,1122.22,356204.0318,274656.36
18023,43.81,0,73.17,40,666.84,341341.8266,273081.557
18024,21.2,0,100,40,564.71,346952.0631,263042.1864
18025,50.65,0,0.06,90.27,234.98,339865.4487,276624.8639
18026,36.67,0,27.36,65.25,728.02,341243.4013,278987.0689
18027,26.96,0,78.55,40,263.48,342326.0786,273967.3837
18029,34.69,0,58.03,50,245.51,341341.8266,275345.3366
18030,16.15,0,95.9,40,421.48,353743.4019,261172.1078
18031,26.01,16.1,87.03,50,435.75,338192.2201,266388.6433
18032,19.96,0,89.38,40,1122.69,350692.2207,265502.8166
18033,27.6,0,50.5,54.66,508.5,337207.9681,269242.9742
18034,30.28,0,90.82,50,305.4,337404.8188,273770.5334
18035,39.78,0,58.74,89.09,1013.37,356499.3075,275542.187
18036,8.66,0,97.12,40,196.15,350692.2207,276526.4389
18037,9.25,0,41.21,40,220.66,344688.2835,267176.0449
18039,14.02,0,92.58,50,556.85,352562.2993,265404.3913
18040,25.09,0,72.54,40,367.2,339767.0234,267372.8952
18041,25.25,0,63.74,40,103.08,338881.1967,263337.462
18042,3.91,0,100,50,280.68,358172.5358,259006.7532
18043,3.07,40,100,50,215.12,354826.0789,262550.0604
18044,33.4,36.31,15.31,40,945,357089.8588,272687.8561
18045,10.61,100,0,92.46,15.52,351774.898,252805.9657
18047,8.25,0,62.56,40,390.67,343310.3306,265994.9426
18048,13.14,0,73.42,50,613.08,352365.449,265896.5173
18049,26.72,0,56.2,40,64.17,343999.3069,281349.2738
18050,19.16,40,64.14,53.79,30.32,352562.2993,273376.8324
18052,3.22,0,71.86,40,175.36,350101.6694,270620.9268
18054,4.86,0,0,40,244.95,348625.2914,270817.7775
18055,42.55,0,28.07,42.14,622.8,342030.803,272392.5804
18056,16.6,0,89.04,40,257.99,353152.8506,257038.2492
18058,28.02,0,58.04,40,606.17,339865.4487,265994.9426
18059,22.23,0,97.67,30,477.22,357778.8351,271309.9034
18060,21.53,0,100,30,1412.95,349314.2677,265994.9426
18062,12.38,0,93.64,40,178,342818.2046,266683.9189
18063,21.44,0,100,30,974.34,348428.4411,268357.1472
18064,26.31,0,63.08,50,296.41,340259.1493,270128.8008
18065,8.01,0,87.29,53.49,433.62,352956.0003,265896.5173
18066,3.22,0,100,30,18.35,350101.6694,271605.1788
18067,2.25,0,100,40,30.14,347444.1891,271309.9034
18068,32.01,0,60.75,50,340.13,355318.2052,280463.4468
18069,16.8,0,0,50,594.41,351578.0473,267471.3206
18070,20,0,95,30,978.78,347739.4648,264321.714
18071,22.77,0,0,50,231.87,359747.339,278987.0689
18072,44.69,100,0,50,54.04,339471.7477,275246.9113
18073,33.91,0,72.11,40,788.81,341144.9763,264420.1393
18074,27.51,6.84,66.41,46.18,692.52,355515.0555,270817.7775
18076,33.11,0,41.78,53.19,431.66,341046.551,270620.9268
18078,37.13,0,64.8,30,659.97,340751.2753,264223.289
18079,24,0,75.33,50,656.29,337207.9681,268160.2969
18080,27.01,0,88.73,30,777.49,340948.126,265404.3913
18081,3,0,52.45,40,51.44,347542.6141,271900.4544
18082,32.48,0,73.56,40,647.02,356893.0081,271211.4781
18083,6.29,0,100,50,281.21,354432.3782,262746.911
18084,13.63,0,93.08,50,195.19,341144.9763,267668.1709
18085,18.26,0,69.98,40,893.08,350495.3703,267668.1709
18087,22.97,0,91.42,30,1228.96,348822.1417,264813.84
18088,23,0,94.6,40,1215.31,348920.5671,264715.415
18089,24.54,0,82.93,50,123.07,338782.7714,268947.6985
18090,40.17,100,99.83,40,1061.44,356204.0318,272491.0057
18091,24.37,0,93.55,32.4,584.37,346755.2125,268160.2969
18092,30.15,0,41.56,40,39.81,346066.2362,275050.061
18093,8.01,0,100,30,11.54,343605.6062,267274.4702
18094,20.19,0,71.12,50,83.68,339668.5984,269439.8245
18095,26.46,0,77.89,30,300.68,342522.9289,273573.683
18096,24,0,93.3,30,991.26,346459.9371,265305.966
18097,33.87,0,49.89,47.55,585.04,344196.1575,276526.4389
18098,26.78,0,89.23,40,368.56,343211.9056,272589.4311
18100,18.52,0,14.29,50,100.8,360141.0397,277116.9902
18101,23,0,89.85,40,867.52,345574.1102,263731.163
18102,26.85,40,98.45,40,244.21,353349.7009,275148.486
18103,31.78,96.39,3.75,100,86.88,337503.2438,263239.037
18104,19.9,95.25,28.42,80.18,9.53,343900.8819,273868.9584
18105,24,0,99.85,30,535.89,347542.6141,269636.6748
18106,18.88,0,93.47,30,276.05,356597.7325,268553.9979
18107,36.58,3.21,58.66,48.32,481.52,354629.2285,271014.6278
18108,18.84,0,100,40,812.2,351971.7483,264124.8637
18109,11.18,0,0,50,485.08,352660.7246,266683.9189
18111,35.01,0,85,50,637.8,340554.425,272983.1317
18112,36.85,40,69.11,50,676.09,340160.7243,272786.2814
18113,31.1,0,75.61,50,233.6,339274.8974,271014.6278
18114,24.33,0,47.09,60.41,1003.77,346263.0865,264420.1393
18115,23.13,0,59.2,44.32,1188.7,348920.5671,264616.9897
18116,7.33,12.8,100,50,64.85,356696.1578,267865.0212
18117,24,0,0,50,730.39,337109.5431,267865.0212
18118,22.65,0,85.54,30,1182.36,348428.4411,264813.84
18119,20.44,0,67.78,50,298.68,340751.2753,267668.1709
18120,5.66,0,52.28,50,184.07,354924.5042,260975.2574
18122,28.3,0,42.53,54.37,67.52,345081.9842,274459.5097
18123,11.86,0,0,100,1.47,359747.339,276920.1396
18124,33.44,33.86,72.43,40,870.06,356696.1578,276526.4389
18125,18.04,0,95.55,50,730.81,351971.7483,266093.3676
18127,11.51,0,83.22,50,294.19,350003.2444,253298.0917
18128,22.91,0,71.38,40,15.51,344688.2835,274262.6593
18129,17.77,0,0,100,77.85,360436.3154,275837.4626
18130,29.82,0,28.1,88.01,257.22,344589.8582,275050.061
18131,3.51,0,100,30,367.92,350396.945,269833.5252
18134,50.93,100,0,50,113.82,339176.4724,275935.8876
18135,24.2,0,91.72,40,1044.01,345475.6852,264321.714
18136,23.9,0,81.37,53.28,463.51,346755.2125,269046.1238
18137,48,0,91.54,40,906.21,356400.8822,278494.9429
18138,24,0,85.87,50,900.6,344885.1339,263829.588
18139,24.25,0,100,40,425.89,345377.2598,267077.6196
18140,10.3,0,16.15,85.95,643.86,357188.2838,258317.7769
18141,26.62,0,99.81,30,628.04,341046.551,265896.5173
18142,18.33,0,57.14,40,164.91,352365.449,256841.3989
18144,54.21,0,79.31,50,614.38,340357.5747,278298.0925
18145,3.82,0,85.92,50,144.28,359845.7644,256447.6983
18146,42.65,0,53.96,40,202.23,353152.8506,273475.2577
18147,22.85,0,95.49,30,1219.78,347837.8898,265109.1156
18148,23.97,0,43.12,62.71,1084.74,346853.6378,265305.966
18149,26.15,0,54.43,40.96,343.48,354333.9529,278396.5175
18150,28.71,0,100,40,723.24,355515.0555,271014.6278
18151,23.57,0,14.29,92.97,537.38,336715.8421,269735.1002
18152,17.78,100,48.12,50,190.32,351085.9213,253987.068
18154,23.15,0,65.92,50,127.53,354826.0789,281152.4234
18156,60.21,100,0,100,172.15,337404.8188,264420.1393
18158,51,0,0,40,881.77,344589.8582,277609.1162
18159,45.84,98.5,85.71,40,1064.09,355908.7562,272786.2814
18160,11.22,17.94,89.44,40,61.93,342129.2283,268455.5725
18161,26.48,0,75.03,71.77,78.7,352759.1499,273868.9584
18162,59.9,0,98.39,40,767.67,355121.3545,275148.486
18163,13.66,59,18.9,100,48.55,341538.677,267963.4465
18164,55.38,0,81.64,40,625.11,354727.6539,275640.612
18165,18.99,0,100,40,1078.99,350101.6694,266880.7692
18166,14.55,0,78.66,40,209.49,344589.8582,267077.6196
18167,44.66,0,89,30,593.65,340948.126,263632.7377
18168,9.94,0,44.99,65.51,98.53,354235.5279,280463.4468
18169,28.38,0,95.73,40,819.39,341637.1023,263928.0133
18170,49.52,0,59.03,65.2,1040.59,356105.6065,276231.1633
18171,53.57,0,67.71,50,311.62,338782.7714,273179.982
18172,3.01,0,99.39,50,117.62,354235.5279,264420.1393
18173,16.24,0,53.73,72.09,95.54,360534.7407,272687.8561
18174,19.23,100,78.99,30,513.82,347345.7638,262845.336
18176,17.47,0,15.2,92.79,82.75,360534.7407,274557.935
18177,22.28,0,35.38,47.41,1466.82,348723.7167,265699.667
18178,8.45,0,17.78,40,94.42,344983.5592,268750.8482
18179,27.04,0,39.63,50,537.46,357975.6854,279282.3445
18181,34.28,0,15.23,73.18,132.28,338093.7951,273081.557
18183,24.54,0,93.3,40,158.59,344786.7085,273376.8324
18184,37.16,0,67.07,45.41,593.2,340948.126,273278.4074
18185,57.94,0,67.8,50,473.99,337207.9681,266290.2179
18186,27.6,0,42.61,68.65,548.61,347247.3388,276231.1633
18187,26.07,0,94.08,45.55,491.56,339865.4487,264223.289
18188,8,0,100,50,99.08,356991.4335,267963.4465
18189,5.66,0,100,50,268.21,354530.8035,262648.4857
18190,19.78,0,71.55,50,433.27,359255.2131,272786.2814
18191,4.32,0,100,50,470.36,357778.8351,258514.6272
18193,19.18,0,95.05,30,408.75,358763.0871,271605.1788
18194,40.67,100,0,50,27.04,339668.5984,275246.9113
18195,21.3,0,94.82,40,575.45,345377.2598,262451.6354
18197,40.93,0,59.99,51.59,476.03,354038.6776,274164.234
18198,40.62,0,60.55,30,642.47,340849.7007,264026.4383
18199,25.23,0,97.52,40,482.04,338585.9211,267569.7456
18200,9,0,85.64,50,80.89,352857.5749,276624.8639
18201,20.71,0,100,40,719.81,352463.8743,263435.8874
18202,20,0,34.27,66.21,716.2,352759.1499,262943.7614
18203,16.29,0,100,50,357.37,353546.5516,263928.0133
18204,33.77,0,0,99.81,203.74,340751.2753,276723.2893
18205,22.09,0,70.71,30,1167.66,347936.3151,264912.2653
18206,28.24,0,43.59,74.39,726.25,336518.9918,267963.4465
18207,19.52,0,81.9,50,93.29,347345.7638,259400.4542
18208,46.97,0,4.07,75.46,569.15,354432.3782,275050.061
18209,52.5,0,28.11,75.89,726.75,345377.2598,277313.8406
18212,21.81,0,98.9,30,1026.81,347542.6141,264518.5647
18213,33.9,40.4,36.94,71.96,342.67,354530.8035,270227.2261
18214,19.98,0,58.23,50,416.25,353546.5516,263534.3124
18215,51.89,0,33.6,81.64,351.62,339274.8974,272195.7301
18216,21.4,0,66.97,30,364.52,349018.9924,273081.557
18217,6.66,0,37.17,40,121.88,345180.4095,268750.8482
18218,21.17,0,100,30,1073.19,347837.8898,264616.9897
18219,21,0,60.15,40,1054.92,351479.6223,262943.7614
18220,19.67,0,32.85,61.56,20.77,359452.0634,277018.5649
18221,37.35,0,57.18,47.21,1097.37,356696.1578,274262.6593
18222,3.92,0,40.79,40,41.65,349018.9924,271408.3284
18223,15.62,0,50.58,30,849.75,350593.7953,267963.4465
18224,18.2,0,60.32,71.69,118.83,360731.591,277116.9902
18226,7.86,0,96.76,50,167.04,353940.2522,265010.6906
18227,20.49,0,100,40,369.04,345081.9842,266880.7692
18228,19.33,0,82.66,40,94.89,342129.2283,268652.4229
18229,32.06,0,72.67,40,1067.96,356893.0081,274065.809
18230,23.96,0,97.81,40,258.08,346656.7875,272392.5804
18231,27.86,0,100,50,208.33,355121.3545,281447.6988
18232,19.48,0,66.38,89.25,140.28,354432.3782,269144.5488
18233,21.95,0,100,30,654.81,347050.4881,263337.462
18234,5,0,100,40,29.3,345278.8345,269735.1002
18235,3.15,0,100,40,63.96,345967.8112,270620.9268
18236,21,0,99.97,30,975.91,350298.5197,262254.7847
18237,46.32,0,22.64,79.53,662.68,354530.8035,272491.0057
18239,24.58,0,100,40,543.97,345574.1102,266585.4936
18240,26,0,47.75,40,35.56,343802.4566,281349.2738
18242,4.99,4.07,96.24,30,104.7,347936.3151,272195.7301
18243,37.36,100,0,100,84.14,340455.9997,276034.3129
18244,24.75,0,71.65,40,775.43,348526.8661,274557.935
18245,31.69,0,70.29,50,340.56,339570.173,271408.3284
18246,19.56,0,55.64,50,157.45,348920.5671,281349.2738
18247,50.77,100,0,50,289.16,339176.4724,274065.809
18248,10.02,0,100,30,59.67,343507.1809,268160.2969
18249,23.66,0,99.82,30,340.91,345967.8112,268455.5725
18250,6.75,40,76.82,40,244.94,344786.7085,268160.2969
18251,25.46,40,43.58,50,649.09,337798.5194,267077.6196
18252,37.02,0,92.23,40,444.11,342424.5039,269931.9505
18253,31.79,0,90.93,40,590.85,356794.5831,270620.9268
18254,23.26,0,91.58,30,987.19,347247.3388,264420.1393
18255,23.48,0,95.19,40,565.11,337503.2438,268258.7222
18256,26.22,0,79.35,50,304.12,345770.9605,280266.5965
18258,51.65,0,72.36,50,505.63,337404.8188,275050.061
18259,7.93,0,100,40,1.25,342621.3543,267766.5962
18260,27.01,0,53.38,42.02,590.55,340062.299,266585.4936
18261,7.97,0,100,50,375.61,357483.5595,259302.0288
18262,22.92,0,99.95,30,895.87,348133.1654,268553.9979
18263,2.99,0,32.45,50,36.66,353546.5516,268061.8715
18264,20.59,0,71.7,33.6,395.46,355416.6302,269144.5488
18265,8.79,0.64,51.2,50,40.52,356302.4572,267668.1709
18266,29.32,6.8,99.94,40,299.06,355416.6302,281546.1241
18267,22,0,100,30,1453.68,349215.8427,265896.5173
18269,5.67,0,64.7,50,24.26,360436.3154,255955.5719
18270,2.98,0,100,50,110.48,353940.2522,266880.7692
18271,23.83,0,75.5,30,100.99,344393.0079,273475.2577
18273,23.88,82.66,4.82,40,999.81,347050.4881,266191.7929
18274,5.19,90.03,35.31,50,37.15,356893.0081,267766.5962
18275,22.41,0,95.07,40,341.21,345180.4095,267766.5962
18276,20.71,0,70.94,40,641.36,352857.5749,263239.037
18277,23.6,0,24.79,64.72,476.99,337109.5431,269538.2498
18278,25.77,0,63.68,62.89,332.73,344786.7085,272786.2814
18279,14.67,0,82.06,30,121.81,351676.4726,272491.0057
18280,29.43,0,74.17,40,573.4,356991.4335,270916.2025
18281,22.24,0,98.51,40,1243.41,349707.9687,264321.714
18282,19.42,0,96.37,50,383.22,350889.071,273376.8324
18283,37.06,0,32.55,48.48,752.36,350790.6457,281939.8248
18284,21.36,0,60.26,40,1020.71,351479.6223,263239.037
18285,23.33,40,41.67,40,82.29,338684.3464,269341.3992
18287,7.25,0,100,50,271.95,357581.9848,259695.7298
18289,21.96,0,56.76,46.64,310.56,348428.4411,260581.5565
