OBJECTID,Elevation_m,Pct_GreenSpace,Pct_Impervious,Pct_Canopy,Distance_from_water_m,POINT_X,POINT_Y
26328,44.71,0,40.97,40,526.57,349904.819,282235.1004
26329,4.57,74.59,82.68,30,98.7,351774.898,270424.0765
26330,21,0,100,30,1438.78,349117.4174,266191.7929
26332,15,0,52,50,136.78,345869.3858,260581.5565
26333,21.25,0,73.89,45.03,600.5,348428.4411,275935.8876
26334,26.99,0,63.55,30,461.54,343605.6062,272195.7301
26336,23.29,0,73.18,44.06,359.87,350396.945,272687.8561
26337,27,98.64,19.62,50,157.04,338389.0707,265404.3913
26340,4.21,0,100,20,542.86,351184.3467,268947.6985
26343,4.79,50,15.62,54.33,118.03,351676.4726,270325.6511
26344,22.99,0,76.45,43.06,1438.68,348723.7167,265601.2416
26345,7.78,0,38.28,40,452.54,350692.2207,275542.187
26346,9.89,0,100,40,65.5,343507.1809,267077.6196
26347,1.32,0,17.42,50,124.05,354038.6776,265305.966
26348,23.47,0,68.92,40,302.23,350495.3703,279183.9192
26349,18.32,0,84.38,40,1257.68,349904.819,265994.9426
26351,22.54,0,80.35,40,1232.85,350003.2444,264026.4383
26352,11.55,0,100,50,451.78,352956.0003,265207.541
26353,38.45,0,9.41,90.36,468.84,353940.2522,274459.5097
26354,21.88,0,90.33,40,129.15,352759.1499,272786.2814
26355,25.64,0,77.72,40,693.74,342522.9289,265010.6906
26356,9.76,0,78.37,50,82.84,354432.3782,280660.2971
26357,37.58,0,83.68,40,418.85,355810.3312,281546.1241
26358,31.05,0,66.62,54.15,478.91,358566.2367,275050.061
26359,16.18,60.49,0,100,82.76,340062.299,268258.7222
26360,18.19,93.49,16.98,50,318.06,359648.9137,273868.9584
26362,2.97,0,99.56,40,81.55,346361.5118,271703.6041
26363,25.61,0,85.46,40,305.04,346952.0631,279183.9192
26364,25.18,0,56.17,88,583.13,337798.5194,267766.5962
26365,22.81,0,91.8,50,156.37,349314.2677,277609.1162
26366,2,0,36.8,50,394.93,357975.6854,256742.9736
26367,24.23,0,100,40,413.45,338192.2201,268160.2969
26368,21.01,0,58.93,40,1193.89,350593.7953,264518.5647
26369,16.85,0,85.55,40,842.11,351774.898,264518.5647
26370,14.7,0,84.09,30,268.25,356302.4572,268455.5725
26371,49.71,0,63.33,40,328.68,345672.5355,276034.3129
26372,24.12,0,96.48,30,740.92,344983.5592,265207.541
26373,16.19,0,95.39,30,778.84,349904.819,260089.4305
26374,35.01,0,71.76,40,690.68,340455.9997,272786.2814
26375,23.33,0,94.73,40,920.19,343704.0316,264124.8637
26377,24.01,0,93.63,78.38,1003.17,347247.3388,266683.9189
26378,20.1,0,94.54,50,145.54,360731.591,276624.8639
26379,40.49,0,0,100,309.87,338192.2201,273672.108
26380,27.86,0,79.26,42.75,588.13,339963.8737,265699.667
26381,23,0,94.93,30,1149.38,348625.2914,264616.9897
26382,4.58,0,24.42,40,107.6,348920.5671,271211.4781
26383,21.02,0,91.55,40,491.35,353054.4256,264026.4383
26384,10.16,0,100,40,288.26,351578.0473,278691.7932
26385,21.61,0,48.19,73.12,632.04,338290.6454,267176.0449
26386,11.21,0,72.8,57.95,247.24,358959.9374,271113.0528
26387,20.49,0,82.48,40,440.58,351184.3467,280365.0218
26388,19.32,0,40.09,50,188.14,360436.3154,272983.1317
26389,26,0,83.63,52.91,353.44,345574.1102,272294.1554
26391,3,0,0,40,110.75,349609.5434,271014.6278
26392,15.62,0,60.87,50,234.16,358074.1108,270522.5018
26393,22.38,0,70.48,30,551.56,347739.4648,273770.5334
26396,31.4,0,96.01,40,350.16,353644.9766,274951.6357
26397,10.58,0,79.09,40,122.87,351676.4726,276920.1396
26398,15.65,0,58.07,42.95,447.75,342818.2046,265798.092
26400,11.54,63.8,0,66.15,139.11,340554.425,268160.2969
26401,24,0,96.36,30,724.08,347739.4648,269046.1238
26402,41.17,0,49.57,40,770.32,343310.3306,278494.9429
26403,21.59,0,82.32,43.01,240.71,346066.2362,269341.3992
26404,27.31,0,41.6,40,353.08,339373.3227,264912.2653
26405,19.55,0,74.99,50,114.47,360633.1657,276428.0136
26408,21.63,0,30.09,40,1252.98,350396.945,264518.5647
26410,7,0,93.08,40,569.79,350101.6694,275246.9113
26411,1.97,0,100,20,223.33,352168.5986,270030.3758
26412,22.24,40,46.61,40,127.67,338487.4957,269341.3992
26413,33.56,100,0,88.03,202.54,340160.7243,274361.0843
26415,12.49,0,100,40,280.78,351282.772,275542.187
26416,30.74,0,66.84,40,267.13,341833.9526,274459.5097
26417,21.91,0,31.19,53.99,101.14,360633.1657,280463.4468
26418,35,0,91.97,40,494.76,343211.9056,277313.8406
26419,22.02,0,83.05,40,1116.59,349707.9687,267471.3206
26420,25.02,98.32,0,43.6,846.53,346755.2125,266880.7692
26421,52.91,0,54.15,50,323.94,339373.3227,276920.1396
26422,26.32,0,87.56,53.65,329.88,343900.8819,271014.6278
26423,21.94,0,52.99,50,760.6,351578.0473,266487.0686
26424,29.48,0,8.34,89.67,513.03,359255.2131,280365.0218
26425,27,0,93.82,30,789.39,340849.7007,265404.3913
26426,23.34,0,100,40,503.24,347936.3151,269833.5252
26428,26.34,0,70.38,40,86.35,343408.7559,269242.9742
26429,25.23,0,85.82,40,355.64,338192.2201,268455.5725
26430,11.3,0,55.38,40,311.18,344786.7085,266782.3442
26431,21.55,100,0,42.37,570.67,343310.3306,265404.3913
26434,22.09,0,50.87,50,266.94,340849.7007,267766.5962
26435,5.99,0,96.85,20,455.93,351873.323,268455.5725
26436,18.12,0,53.48,40,288.63,341243.4013,267077.6196
26437,45,0,35.59,40,588.7,354432.3782,273868.9584
26438,8.7,0,100,40,0.96,342326.0786,267766.5962
26439,14.15,0,99.85,50,243.66,357483.5595,269242.9742
26440,8.83,0,100,50,350.92,352857.5749,267176.0449
26441,17.88,42.11,57.54,40,29.32,341538.677,268849.2732
26442,14.49,45.71,59.23,50,123.6,350101.6694,255365.021
26443,22.91,0,65.14,30,1184.64,347739.4648,265010.6906
26444,24.29,0,99.86,30,989.17,346361.5118,265207.541
26445,34.41,0,58.61,34.52,662.53,357483.5595,279282.3445
26446,3.28,0,100,50,63.55,355219.7799,267372.8952
26447,24.99,0.69,100,40,320.88,347739.4648,278691.7932
26448,13.01,0,100,40,215.38,352660.7246,281053.9981
26449,26.32,40,88.95,30,649.11,341735.5273,265404.3913
26450,48.26,0,63.96,52.42,469.74,354235.5279,275935.8876
26451,31.43,0,0,93.3,260.86,358664.6617,276920.1396
26452,20,0,75.95,53.78,296.63,359747.339,274262.6593
26453,16.53,100,25.4,50,85.18,352857.5749,277805.9666
26454,11.45,0,100,30,53.11,343507.1809,268258.7222
26455,22.64,0,100,30,1176.78,347345.7638,265502.8166
26456,22.8,0,1.18,73.55,456.83,337109.5431,269636.6748
26457,19.38,0,52.12,50,647.05,351479.6223,267274.4702
26458,21.16,0,77.26,44.97,281.77,353546.5516,276526.4389
26459,12.2,0,72.5,50,678.51,351676.4726,266782.3442
26460,10.4,100,21.14,50,74.25,353743.4019,279380.7698
26461,25,0,73.77,40,742.88,348428.4411,274656.36
26462,25.85,0,100,40,335.16,345869.3858,272392.5804
26463,28.95,5.97,85.49,30,517.59,355022.9295,270522.5018
26464,21.47,0,95.77,30,1102.43,347837.8898,264715.415
26465,33.91,0,17.46,42.9,582.68,343900.8819,276821.7146
26466,23.34,0,73.51,36.47,356.35,350101.6694,272786.2814
26467,14.01,34.08,69.94,50,202.01,357286.7091,268357.1472
26468,25.01,34.35,100,40,243.32,342424.5039,269046.1238
26470,10.86,0,96.49,40,715.56,354432.3782,259302.0288
26472,19.71,38.89,54.33,53.11,107.72,352660.7246,274361.0843
26473,34.5,0,0,100,704.71,358566.2367,281152.4234
26474,21.03,40,86.18,40,248.6,338093.7951,269242.9742
26475,20.85,0,73.05,61.75,154.04,352857.5749,272392.5804
26476,40.8,40.7,30.63,71.14,950.77,356400.8822,277018.5649
26478,27.82,0,91.58,40,340.94,339865.4487,270522.5018
26480,19.05,0,95.63,40,1066.94,350396.945,266388.6433
26481,2,0,44.06,50,148.04,358664.6617,256152.4226
26482,8.17,0,100,40,288.86,347345.7638,270424.0765
26483,4.22,75.15,62.02,50,20.96,356499.3075,267668.1709
26485,20.57,0,84.39,30,1023.01,350692.2207,261565.8084
26487,26,0,87.87,30,142.82,346459.9371,274754.7853
26488,33.75,0,82.41,50,306.5,340849.7007,277412.2656
26489,36.84,0,95.29,63.28,754.78,356893.0081,281053.9981
26491,21,0,97.51,30,1452.03,349117.4174,266093.3676
26492,2.65,0,51.7,50,149.35,353940.2522,265404.3913
26493,4,40,100,20,23.53,353546.5516,269833.5252
26494,34.38,0,69.4,40,317.13,342621.3543,280561.8721
26495,65.3,0,55.79,50,460.71,337011.1178,266093.3676
26496,53.53,0,27.78,53.71,368.14,338881.1967,273376.8324
26497,56.94,0,69.57,50,421.06,338290.6454,276428.0136
26498,10,0,100,55.63,379.09,352463.8743,267372.8952
26499,26.69,40,78.56,40,396.09,341046.551,266782.3442
26500,2,0,100,50,8.62,354530.8035,264912.2653
26501,21.4,0,77.89,40,822.89,350889.071,267176.0449
26503,48.58,0,77.67,31.35,866.53,355810.3312,277510.6909
26504,35.27,0,43.1,40,322,342719.7796,280463.4468
26505,27,0,95.98,40,918.15,341833.9526,264223.289
26506,27.72,0,95.33,40,320.8,353448.1262,274754.7853
26508,24,40,100,40,974.61,345869.3858,264223.289
26509,28,0,93.22,40,492.27,338881.1967,266388.6433
26510,11.97,0,100,40,357.91,350987.4963,258416.2022
26511,2.85,0,93.18,50,372.57,356105.6065,259498.8792
26512,20.16,0,93.4,50,559.59,358861.5121,273770.5334
26513,17.34,0,67.52,55.34,234.03,359845.7644,271605.1788
26515,34.63,0,82.39,30,553.85,340455.9997,264026.4383
26516,27.92,40,89.94,61.46,805.9,340849.7007,265109.1156
26517,18.42,0,1.52,50,138.77,349215.8427,278298.0925
26518,40.68,100,100,40,1019.33,356204.0318,272294.1554
26520,19.41,0,87.51,40,121.71,352956.0003,275246.9113
26521,23.94,0,83.44,30,1105.48,347148.9135,264813.84
26522,11.16,0,94.08,50,214.31,353743.4019,265207.541
26523,24.65,0,86.69,40,695.18,343605.6062,265010.6906
26524,13.6,0,82.99,40,68.77,349511.1184,278002.8169
26526,26.41,0,65.74,40,333.1,351676.4726,280660.2971
26527,22.89,0,40.9,40,503.54,348231.5908,276920.1396
26528,25.63,0,94.86,40,424.85,339570.173,264420.1393
26529,17.01,0,0,50,579.97,351676.4726,267372.8952
26530,53.93,0,92.5,40,1038.7,355908.7562,273868.9584
26531,27.92,40,78.04,40,758.91,357385.1341,275640.612
26533,34.74,0,96.4,40,548.56,342522.9289,272294.1554
26534,8.75,0,46.45,50,460.82,352857.5749,266191.7929
26535,56.75,0,46.07,40,658.26,345672.5355,277116.9902
26536,34.26,0,73.37,54.62,345.49,342818.2046,277018.5649
26537,4.44,0,0,57.86,7.04,360830.0163,256742.9736
26539,16.24,68.25,19.03,82.95,16.67,345672.5355,281546.1241
26540,2.51,0,92.61,30,55.9,351578.0473,270522.5018
26541,20,0,94.76,40,429.72,345770.9605,262156.3597
26542,27,0,94.43,30,786.16,341341.8266,265109.1156
26543,8.69,0,60.29,40,70.51,343605.6062,267077.6196
26544,21.07,0,94.06,30,275.13,350692.2207,272294.1554
26545,24.2,0,30.71,42.48,1166.27,348330.0158,267077.6196
26546,10.74,100,20.26,89.39,25.36,350790.6457,256250.8476
26547,22,0,99.98,30,965.94,348231.5908,268258.7222
26548,26.03,0,96.04,40,307.44,345574.1102,272983.1317
26549,27.98,0,54.99,74.38,746.96,336518.9918,268061.8715
26550,7,0,100,30,9.44,343704.0316,267766.5962
26551,22.08,0,79.71,50,783.95,351184.3467,266880.7692
26552,7.69,0,80,50,447.23,356302.4572,259203.6038
26553,3.05,0,99.32,50,92.37,358074.1108,267865.0212
26554,14.66,0,99.94,40,820.34,350790.6457,267471.3206
26555,25,0,86.89,40,384.43,339373.3227,264223.289
26556,20,66.84,23.09,68.49,133.31,346361.5118,274361.0843
26557,9.74,0,78.99,40,582.22,352562.2993,264912.2653
26558,5.25,0,100,50,120.85,357877.2601,267963.4465
26559,48,0,72.76,62.25,900.35,356400.8822,278002.8169
26560,22.69,0,79.3,50,167.29,341144.9763,267963.4465
26561,47.46,0,96.4,40,1027.88,356204.0318,276329.5886
26562,7.18,0,72.05,40,237.01,344885.1339,268258.7222
26564,47.47,0,82.09,40,556.99,343802.4566,279479.1948
26565,32.27,0,73.95,30,302.05,354727.6539,269636.6748
26566,31.49,0,50.9,72.37,488.96,355022.9295,278691.7932
26567,40.38,0,80.13,40,371.16,346263.0865,276132.7379
26569,23.5,0,34.05,81.24,215.93,360239.465,279183.9192
26570,27.13,0,100,40,170.67,343310.3306,269636.6748
26571,3.35,0,0,50,130.77,354038.6776,266487.0686
26573,2.29,0,99.54,50,61.57,355022.9295,267668.1709
26574,23.05,7.09,76.53,32.14,1346.8,348625.2914,266487.0686
26575,34.62,0,68.99,41.38,666.74,356696.1578,271014.6278
26576,16.4,0,83.49,46.67,359.48,342719.7796,266093.3676
26577,25.05,0,60.39,40,805.42,348920.5671,274557.935
26579,42,0,61.12,40,551,343408.7559,279479.1948
26581,21.69,0,55.27,50,363.68,349117.4174,282628.8014
26583,27.06,0,99.97,40,502.73,339963.8737,266880.7692
26585,45.24,0,81.15,43.9,643.03,343704.0316,279183.9192
26586,40.16,100,0,50,47.75,339865.4487,275837.4626
26587,26.65,0,98.22,40,618.79,340751.2753,266093.3676
26588,36.88,0,79.85,61.39,635.79,341735.5273,278691.7932
26589,18.46,0,57.22,47.07,412.81,353546.5516,257530.3752
26590,24.08,0,65.38,40,522.01,350396.945,273573.683
26591,43.46,0,69.89,30,710.68,341637.1023,271408.3284
26592,9.12,100,35.53,50,87.21,353546.5516,279872.8958
26593,24.52,0,99.99,40,607.14,344983.5592,265699.667
26594,27,0,43.83,76.5,177.27,342719.7796,273967.3837
26595,28.08,0,60.33,58.08,174.99,359452.0634,275542.187
26596,28.4,0,15.44,69.35,668.3,358369.3861,280168.1712
26597,22,0,86.59,40,1407.28,349511.1184,265699.667
26598,15.22,0,100,40,764.37,352070.1733,264420.1393
26600,40.45,100,0,50,124.83,339767.0234,274656.36
26601,16,0,100,50,354.01,354333.9529,260679.9818
26602,43.8,0,46.42,40,668.27,357188.2838,278494.9429
26604,3.48,0,100,20,404.64,352070.1733,268652.4229
26605,4.02,0,100,20,505.9,351578.0473,269046.1238
26606,27.32,0,76.68,40,233.6,338782.7714,265404.3913
26607,21.97,0,84.16,40,978.29,350889.071,266191.7929
26609,28.25,0,75.44,50,197.78,344589.8582,281053.9981
26610,55.05,3,76.97,50,407.03,337798.5194,275050.061
26611,35.46,0,83.18,40,638.57,347050.4881,277904.3916
26612,26.92,0,99.35,30,880.45,342326.0786,264420.1393
26613,26.91,0,63.93,40,240.31,338881.1967,265305.966
26614,29.2,0,19.09,50,284.68,337011.1178,273967.3837
26615,26.97,25.35,65.21,50,172.29,338487.4957,265404.3913
26616,26.83,100,4.67,50,325.26,338389.0707,265994.9426
26617,24.24,0,83.37,40,590.52,350101.6694,273868.9584
26618,27.02,0,49.4,40,61.4,338389.0707,264616.9897
26619,37.98,98.98,0.03,40,870.71,355613.4805,271900.4544
26620,8.38,0,99.95,50,209.13,354038.6776,264026.4383
26621,23.57,0,52.54,50,547.48,337700.0941,268061.8715
26622,3.31,0,96.28,50,617.42,357483.5595,257333.5249
26623,23,40,98.72,30,924.33,347837.8898,267766.5962
26624,21.42,40,80.57,40,194.3,345672.5355,268849.2732
26625,21.9,0,43.48,54.49,1357.28,349707.9687,265699.667
26626,27.41,3.25,71.47,40,707.88,355515.0555,270916.2025
26627,23.52,40,81.35,30,898.04,346656.7875,264124.8637
26628,29.28,0,84.62,40,624.87,342916.6299,271802.0294
26629,21.15,0,31.07,100,212.84,360239.465,277609.1162
26630,39.87,0,33.7,92.73,259.94,353349.7009,273967.3837
26631,21.07,0,90.15,40,171.27,345574.1102,268849.2732
26632,50.61,0,68.44,55.61,877.61,355711.9058,277313.8406
26634,26.46,0,89.26,34.26,602.39,341538.677,265699.667
26637,7.14,0,100,50,258.04,352956.0003,267471.3206
26638,26.61,0,0,71.68,9.67,342030.803,276132.7379
26639,24.57,0,73.39,40,411.02,347345.7638,274853.2107
26640,23.05,0,100,30,974.35,347837.8898,267471.3206
26641,5.77,0,91.89,40,278.59,349609.5434,270424.0765
26642,20.32,0,100,50,852.62,351578.0473,265896.5173
26643,23.35,0,50.69,50,251.64,351282.772,272983.1317
26645,15.51,0,100,30,717.79,354727.6539,258120.9265
26646,24.4,0,32.46,73.97,1033.26,347247.3388,266388.6433
26647,20.79,0,99.96,30,838.52,349412.693,268553.9979
26648,50.17,0,1.06,94.38,991,355711.9058,273081.557
26649,13.68,0,93.78,50,269.37,357385.1341,268652.4229
26651,3,0,45.31,40,149.2,349511.1184,270916.2025
26652,24.1,0.22,77.97,40,260.2,345869.3858,268750.8482
26653,34.05,40,89.08,55.12,893.75,357385.1341,280365.0218
26654,22.58,40,95.01,40,419.17,346656.7875,269538.2498
26655,9.34,0,78.42,30,567.4,350396.945,269144.5488
26656,30.67,0,65.87,50,517.08,358270.9611,275640.612
26657,9.06,0,98.49,40,79.54,351578.0473,278002.8169
26659,16.1,0,98.28,40,189.52,347936.3151,259991.0051
26660,19.97,0,91.63,50,142.12,339865.4487,269538.2498
26663,48.94,0,81.07,40,739.27,354924.5042,273967.3837
26664,27.67,0,84.58,40,501.75,340357.5747,266880.7692
26665,5,0,100,50,285.34,353152.8506,267176.0449
26666,31.6,0,92.8,50,227.38,342719.7796,276428.0136
26667,27.02,0,82.33,40,595.65,339865.4487,266585.4936
26668,24.68,0,63.98,30,342.49,345869.3858,268357.1472
26669,21.97,0,100,30,1087.98,348034.7401,264616.9897
26670,19.65,0,69.43,50,911.86,351381.197,265601.2416
26671,12.22,36.81,81.44,50,45.26,360633.1657,274262.6593
26672,28.13,0,48.67,40,156.31,352956.0003,274164.234
26673,16.87,0,48.52,50,244.07,353841.8269,264223.289
26674,11,0,75.8,40,251.24,344885.1339,267766.5962
26675,25.14,40,89.29,40,171.69,341833.9526,269242.9742
26676,26,0,61.61,40,406.26,345377.2598,272687.8561
26678,23.11,0,100,36.06,1082.44,348133.1654,267274.4702
26679,22.93,0,71.27,50,193.98,348822.1417,278691.7932
26680,24.34,0,93.99,30,1080.03,346558.3621,264715.415
26681,2.79,0,98.99,50,171.1,353841.8269,266388.6433
26682,22.85,0,93.67,30,917.36,348133.1654,268455.5725
26683,20.17,0,60.16,74.87,606.15,347936.3151,274361.0843
26684,18.97,0,59.61,68.95,154.92,347936.3151,257825.6509
26685,19.46,0,41.01,45.69,86.68,341440.252,269144.5488
26687,8,40,99.84,30,45.38,343211.9056,267668.1709
26688,34.75,0,73.81,40,539.65,345967.8112,278987.0689
26690,33.02,100,0,50,380.64,340062.299,273770.5334
26692,14.81,0.11,76.37,40,192.28,346263.0865,273475.2577
26693,25.55,0,99.09,73.35,784.15,346361.5118,266388.6433
26694,11.14,100,0,100,20.99,360534.7407,272195.7301
26695,31.29,0,68.72,50,89.01,336125.2911,274557.935
26697,31.46,50.32,0,40,801.72,357188.2838,272195.7301
26698,11.25,54.24,0,50,49.9,340455.9997,268455.5725
26699,19.03,0,97.09,40,1015.24,351085.9213,265109.1156
26700,25.89,5.81,2.14,92.31,225.32,353152.8506,271998.8797
26701,42.67,0,57.3,49.83,277.74,345278.8345,275739.0373
26702,22.94,0,78.98,40,534.93,347641.0394,275542.187
26704,21.99,0,2.5,50,28.8,347345.7638,283120.9274
26705,16.28,0,40.06,90.73,174.73,354432.3782,280266.5965
26706,15.6,2.81,93.88,40,263.55,353448.1262,276920.1396
26707,26.42,40,68.68,40,415.73,340948.126,266782.3442
26709,35.07,0,63.15,63.23,744.8,356794.5831,271605.1788
26710,17.28,0,33.29,64.27,700.99,358369.3861,272884.7064
26712,5.72,100,0,100,199,360141.0397,273573.683
26715,25.95,0,84.07,50,158.94,338782.7714,268750.8482
26716,23.96,0,92.62,30,901.06,346558.3621,264124.8637
26717,44.31,0,86.63,40,740.03,341341.8266,272687.8561
26718,29.16,0,70.38,40,583.68,337109.5431,268750.8482
26719,1.81,0,100,50,1.87,354629.2285,264715.415
26720,27.56,0,57.57,40,576.03,338192.2201,267471.3206
26721,19.21,0,37.14,51.6,131.19,360337.8904,272687.8561
26722,24.65,0,100,30,632.58,346952.0631,268160.2969
26724,26.75,0,77.82,30,578.05,341538.677,265798.092
26725,21.26,0,42.77,67.59,6.86,344294.5825,273770.5334
26726,27.4,0,86.62,40,413.94,338881.1967,266093.3676
26727,21.93,0,86.71,30,1495.04,348723.7167,265798.092
26728,23.97,0,94.43,30,1020.33,346558.3621,264518.5647
26729,24.86,0,77.61,40,655.27,349806.3937,273868.9584
26730,65.95,100,0,100,363.61,336715.9241,264912.3441
26731,21.04,0,93.64,40,943.92,350396.945,267372.8952
26732,29.84,0,66.93,50,155,359255.2131,276329.5886
26734,24.41,0,82.09,40,625,350003.2444,273770.5334
26735,24.9,0,86.54,40,784.95,351578.0473,282628.8014
26736,40.98,0,95.17,30,413.59,354333.9529,271113.0528
26737,2.14,0,82.73,50,232.48,353546.5516,266782.3442
26738,9.62,0,70.29,45.03,15.35,351873.323,277215.4152
26739,11.34,0,99.64,30,664.97,351184.3467,268258.7222
26740,38.63,100,0,50,31.16,339865.4487,274951.6357
26741,35.42,0,58.31,40,409.12,342522.9289,277609.1162
26742,9.23,0,76.55,40,74.63,351578.0473,277116.9902
26743,29.55,0,78.19,40,566.53,340357.5747,271211.4781
26744,3.19,0,100,50,284.42,353251.2759,266979.1946
26745,9.2,0,100,30,78.78,350987.4963,271506.7538
26746,57.18,0,76.68,60.59,405.9,339274.8974,272491.0057
26747,24.83,0,61.49,51.02,1109.89,346558.3621,264813.84
26748,17.47,0.08,23.57,40,37.68,341833.9526,268652.4229
26749,21.81,100,27.97,50,155.97,353546.5516,278593.3682
26750,18.35,0,15.57,50.32,73.78,342030.803,268652.4229
26751,12.93,0,93.54,40,20.69,347247.3388,280660.2971
26753,13.05,0,100,50,509.24,352365.449,266880.7692
26754,54.34,0,86.08,54.07,358.52,353644.9766,273278.4074
26757,53.91,0,11.46,91.57,890.51,355416.6302,274065.809
26758,23.87,0,56.33,50,525.67,338192.2201,266683.9189
26759,26.23,4.87,84.75,40,605.32,355416.6302,270424.0765
26760,9.35,100,18.18,50,7.21,353546.5516,280463.4468
26761,10.92,0,78.84,69.62,222.83,359452.0634,271309.9034
26762,50.84,0,63.62,69.07,395.11,353841.8269,271703.6041
26763,20.51,0,53.07,47,55.42,343408.7559,268750.8482
26764,33.57,0,68.66,60.59,299.55,339274.8974,271802.0294
26765,25.8,0,100,40,234.38,345180.4095,273278.4074
26766,4,0,99.35,20,246.77,352562.2993,268160.2969
26767,18.37,0,83.38,40,1171.12,350003.2444,266388.6433
26768,28,0,75.15,40,337.71,339274.8974,265207.541
26769,7.96,0,90.6,66.19,198.78,359156.7877,271014.6278
26771,51.51,0,6.03,91.97,548.42,354137.1026,272687.8561
26772,3.58,0,66.66,50,53.95,356007.1815,267471.3206
26773,42.49,0,74.98,42.13,850.57,356597.7325,277609.1162
26775,30.99,0,85.81,50,328.47,339471.7477,271605.1788
26776,32.4,0,0,50,301.81,359944.1894,280168.1712
26777,43.01,0,87.32,40,645.33,356499.3075,280857.1478
26779,19.81,0,12.58,82.73,171.89,348133.1654,278987.0689
26781,22,0,100,30,1031.6,349707.9687,267766.5962
26782,28.55,0,61.84,40,107.89,343310.3306,280955.5728
26783,11.95,100,19.54,50,261.51,352463.8743,278691.7932
26784,26.94,0,78.09,40,520.17,337109.5431,269341.3992
26785,17.89,0,77.38,40,1200.7,350003.2444,266191.7929
26786,39.6,0,36.14,79.1,252.05,353152.8506,272589.4311
26787,33.61,0,95.59,47.68,373.55,341538.677,274262.6593
26789,24.07,0,99.98,30,884.06,346164.6615,265502.8166
26790,12.78,32.31,57.03,43.36,418.53,347148.9135,273376.8324
26791,41.05,0,89.82,53.01,1188.94,356499.3075,273967.3837
26792,44.13,100,0,100,60.26,337798.5194,265010.6906
26794,25.36,67.93,3.29,99.12,78.75,339865.4487,268357.1472
26795,19.27,0,100,40,996.52,350396.945,266880.7692
26796,25,0,95.06,50.87,716.52,346361.5118,267077.6196
26797,20.25,0,99.92,50,284.67,354432.3782,279479.1948
26798,23.58,0,83.59,40,532.88,347247.3388,269538.2498
26799,24.47,0,88.98,30,1077.51,346656.7875,264715.415
26801,23.67,18.36,71.72,40,381.59,346558.3621,272786.2814
26802,31.14,0,66.96,40,530.18,340160.7243,271605.1788
26804,28.02,0,50.79,40,631.45,339963.8737,265994.9426
26805,29.66,0,0,68.05,627.05,358861.5121,280463.4468
26807,30.01,7.28,84.7,40,685.44,355318.2052,271113.0528
26808,54.8,100,0,100,217.77,337700.0941,265601.2416
26809,12.78,100,12.58,91.19,209.39,352956.0003,278494.9429
26811,25.57,0,82.59,40,411.48,338585.9211,267865.0212
26812,11.02,0,84.27,50,641.52,352365.449,264912.2653
26814,39.55,0,84.1,40,546.18,356302.7203,281829.5274
26815,58.04,0,54.73,74.73,578.53,340160.7243,278002.8169
26817,14.48,0,89.63,40,727.47,352070.1733,265010.6906
26818,2.98,0,100,40,82.78,347345.7638,271113.0528
26819,44.24,0,86.98,40,729.45,341735.5273,272195.7301
26820,4,1.58,76.79,50,55.53,358172.5358,269341.3992
26821,34.31,0,25.99,94.7,180.53,339078.047,271211.4781
26822,12.09,0,40.48,40,746.89,344097.7322,264912.2653
26823,27,0,0,50,103.99,342424.5039,275837.4626
26825,24.63,0,79.26,42.65,374.53,346263.0865,268652.4229
26826,3.86,0,100,40,70.15,347641.0394,271998.8797
26828,7.32,0,86.68,30,196.57,349511.1184,272392.5804
26829,23.05,0,65.79,40.44,467.29,348526.8661,273475.2577
26831,28.16,0,83.06,40,638.83,358172.5358,274656.36
26833,18.73,0,74.65,40,294.1,340948.126,267372.8952
26835,7.6,0,100,50,327.58,357877.2601,259105.1785
26836,17.21,0,98.55,30,331.68,358959.9374,271408.3284
26837,40.64,0,88.29,40,789.72,346853.6378,277412.2656
26838,2.06,0,65.14,20,64.97,353152.8506,268258.7222
26839,23.19,81.07,79.08,40,236.39,345770.9605,268750.8482
26840,43.38,0,42.16,64.25,511.27,342424.5039,270325.6511
26841,8.67,0,100,40,320.02,344196.1575,266388.6433
26842,16.54,0,87.53,50.43,428.96,356105.6065,268947.6985
26843,18.03,0,89.21,30,395.19,347247.3388,273967.3837
26844,23.48,0,99.31,40,1173.48,347444.1891,265699.667
26846,23,0,100,30,940.34,347837.8898,267668.1709
26847,15.72,0,38.8,72.77,724.98,351381.197,259597.3045
26849,24.47,0,78,59.59,80.95,359747.339,275640.612
26851,2.61,0,3.39,50,29.58,359648.9137,256053.9973
26852,4.61,40,97.64,50,126.93,355022.9295,268160.2969
26853,37.58,100,0,100,352.04,339865.4487,273868.9584
26854,27.88,0,97.56,40,189.34,341833.9526,274853.2107
26856,25,0,96.53,40,426.65,338487.4957,267865.0212
26857,74.19,100,0,50,234.17,337306.3934,265305.966
26858,13.74,0,0,40,575.51,343605.6062,265404.3913
26859,31.16,0,85.61,40,456.37,343507.1809,276624.8639
26860,19.4,0,66.13,71.37,593,356499.3075,258711.4778
26861,24,0,100,30,1237.37,348822.1417,267372.8952
26862,25.8,0,48.13,46.77,403.79,347936.3151,278199.6672
26863,8,0,100,30,16.92,343310.3306,267569.7456
26864,32.22,0,78.77,50,205.29,339176.4724,271113.0528
26865,3.7,0,100,30,80.42,348625.2914,272195.7301
26866,14.9,0,79.69,30,438.59,356007.1815,268947.6985
