OBJECTID,dk_correction
28389,-5.998183e-06
51727,-0.00033058552
37396,0.0011043139
7314,-0.002948578
43143,-0.0007905676
4827,-0.0007981197
34298,-0.0029349118
39152,-0.0010281685
5040,0.00043331133
35310,-0.000848155
22258,-5.8987644e-05
10945,-0.003217842
20788,0.013461057
20009,-0.00046975305
33222,-0.00017721346
49304,0.0007133172
36976,-0.00064041605
52278,-0.009485811
26913,-0.004885189
38805,0.0010661692
3254,0.00809334
39941,-0.0013732607
32149,-0.0005812752
50510,0.00024346681
24068,0.00073799305
36908,-0.0041293097
27915,-0.0021677013
26310,-0.0017281654
46487,-0.0070315483
1146,0.00082604075
3514,-0.0016047875
55704,-0.0009508268
35849,-0.001327082
5638,-0.0008215434
12930,-0.0003373986
31442,-0.005338754
45479,-0.005392901
20792,0.0010218867
30414,-0.0013801898
27501,0.00030004466
10892,-0.0089482665
12728,-0.0016410365
19553,0.001306199
16116,-0.004547454
3914,0.00084885256
17605,-0.0005456875
34493,-0.0014821929
52441,-0.0043079476
8181,-0.0018145549
54026,0.0014563813
30707,-0.006216476
39770,-0.002662351
40168,-0.0013828347
58109,-0.019644491
36044,-0.0009126724
36264,0.0009400393
8770,-0.0034373621
3464,-0.00091856485
6403,-0.0049351486
346,0.0009718728
17332,4.881667e-05
51645,0.0015593958
16215,-0.04905527
52378,0.0012087715
54232,0.0015587532
17883,-0.009120353
23845,-0.0010471023
6357,-0.0012512575
58915,-0.0010217517
14040,-0.00312967
55806,0.00083330227
42495,-0.00093662506
11480,-0.0015269662
1305,-0.008261703
36180,0.0019504507
57854,-0.011971764
55110,0.0012268559
28080,0.001097024
7674,0.00067979004
51489,-0.0018055052
51376,-0.0012174151
56535,-0.0010511461
53699,0.00075129466
42318,-0.00755801
54756,-0.00687246
23277,-0.00089341914
45708,-0.000395549
34253,0.0005362099
14028,-0.003049036
48122,0.0013101255
27366,-0.0024844068
3735,-0.0022906135
39789,0.0018295734
725,-0.0056850663
27840,-0.0027612518
55521,-0.000495709
12239,0.0004565972
58121,-0.00954219
54628,0.0010767169
56298,0.0010532918
40577,-0.0017826152
4869,-0.00890597
27326,-0.0048944666
44001,-0.0012953919
54839,0.0012275358
4969,-0.0007811687
5181,-0.0023853662
22655,-0.0019203904
36925,-0.0009921924
38111,-0.0017524329
3639,-6.551249e-05
47385,-0.0015710094
19824,-0.0010076952
55771,0.00062016165
8117,-0.0027760002
58841,-0.008244373
49768,0.001122179
20510,-0.004057124
10795,-0.0027260552
13053,0.0010053902
9900,-0.0020265388
34046,0.0012882934
2539,0.001936656
36615,-0.0005490924
29348,-0.0014088522
39994,0.00070826197
28103,-0.00038988655
24572,-0.0005248743
52756,-0.0003296095
30820,-0.001002192
20881,0.0012305607
13404,0.00075829914
30309,0.0006639564
18581,-0.0032452256
28011,-0.0011560633
23479,-0.0016477606
33252,-0.0005302592
9880,-0.0022982038
53332,0.0005858983
3176,0.008248784
37668,0.0008438309
4647,-0.009206459
55877,0.0012996332
24275,-0.00066933176
10978,-0.0030699926
23489,-0.0045425682
34389,-0.00153017
26947,-0.008567773
22675,-0.0015982701
55143,0.00056025526
53040,-0.0021845154
15961,-0.0013876962
29579,0.0012837639
51649,-0.0057444046
53496,-0.00081455754
89,-0.0045466046
32562,-0.0030396846
25782,-0.011784896
35143,-0.0041169045
20193,-0.014733113
9611,0.0052683824
53292,0.0011987356
42323,0.0008121296
7280,0.00085837394
12942,0.0008947053
37073,-0.00212324
15682,-0.0009823828
52865,-0.00053332513
35955,-0.0006870036
35577,-0.0035513858
36521,-0.0018836907
18372,-0.011278279
15599,-0.0013350411
19048,0.00044144178
44048,0.0026215636
42859,0.00064351456
57933,-0.0009132209
16916,-0.0020071869
39213,5.179597e-05
9722,-0.0004783119
38943,0.0010404382
34349,0.0007903809
661,-0.018965624
33363,-0.0062098685
42699,0.0001395382
6449,0.0017211218
9358,-0.0013654451
49938,-0.0032264492
47992,0.0026462697
33018,0.00083050365
47804,-0.00062896917
33554,-0.0026814728
33024,-0.0097667575
698,0.003078979
51339,-0.00035667466
14957,-0.0018974706
59387,-0.001284745
9190,0.00049153017
51358,-0.0056070085
25195,0.0064139147
16254,-0.0061179395
33373,-0.0030267378
30354,-0.001148622
11611,0.0023231101
32092,0.0046376665
55197,-0.00035981135
58641,-0.006109826
5408,-0.00570023
32143,-0.0011427519
48937,-0.0046198997
2857,-0.0020619282
314,-0.0003172676
17548,0.0011034277
5422,0.003645456
1607,0.0012318431
4323,-0.010144033
4598,-0.0044441554
45509,-0.0012347489
59183,-0.006683714
37051,-0.0006217989
27168,-0.0007355246
21103,-1.4862511e-05
13503,-0.0006792997
35712,-0.000261934
40737,-0.00021476066
39051,-0.0019093086
33152,-0.011438496
47988,-0.000645421
1265,0.0011681793
5952,-0.00042528613
39763,0.00023133587
11100,0.00075387256
11090,-0.0022748965
45474,-0.0017290185
40068,-0.0015489268
40454,0.0006717588
54486,-0.00043795537
17348,-0.002229394
57373,-0.0080494955
33450,-0.004835091
8269,-0.00026802672
37694,-0.002822827
41057,0.0008834847
37301,-0.0008849385
55982,-0.00019920245
7130,-0.0073130648
12409,-0.0025719698
41705,-5.9207436e-05
32739,-0.0028341967
41955,0.0007414953
35437,-0.00090274354
20312,-0.0054105367
54907,-0.007062338
53876,-0.0042352523
21646,0.0006768787
38238,-0.003872871
27484,-0.0008166409
31711,-0.008032542
39419,0.00042505888
35173,-0.005170531
43821,0.0009898492
34750,-0.003894988
45183,0.001190633
31098,0.0008735885
11613,-0.00018790038
13027,-0.00045443373
52987,0.00038175005
16496,-0.0038193758
34930,-0.0040064785
26311,-0.0060994024
55876,0.00026613986
54835,-0.0011465573
40024,-0.003969095
12037,-0.004626918
30254,0.0011358229
11091,-0.0014106515
23614,0.0006880299
15343,-0.0037480514
50120,0.0016677431
5480,-0.00059037143
56958,-0.0001673596
7434,-0.000437574
7642,-0.00026446534
13205,-0.0045108474
8051,0.0009347298
5105,-0.010517694
1624,-0.0012023752
10331,-0.0033328603
9148,0.00066757714
9980,-0.00044241874
48572,0.00040951697
24929,-0.0006833472
32036,0.0003394722
7338,-0.004651047
21358,0.00019049691
23449,-0.005111884
17561,0.00077897543
55208,0.0007545026
12678,-0.0009602229
28700,0.00084363716
53237,0.0059224223
40093,-0.0017966828
18116,0.0023313784
13397,-0.001355275
11751,-0.0016183048
53420,0.00035629468
36454,-0.00070570176
22203,-0.024110548
29290,-0.00065427227
33605,0.0011270796
38496,-0.0048104743
38388,-0.0018751896
20728,0.0010555652
3076,-0.00025856076
17435,-0.00019890023
2780,-0.0055564637
10721,-0.0045569665
49327,-0.0021999362
8633,0.0011265059
25091,-0.0011870353
58100,0.00024045398
42025,-0.0015795571
44439,-0.0009558764
48137,-0.004906885
13925,-0.0011838139
28830,-0.0032105413
51887,-0.0011516041
41860,-0.00043810112
28585,-0.00066350726
4180,-0.0004581171
20394,-0.00065776287
28056,-0.0028897892
43637,0.0008597472
23642,-0.018709503
6001,-0.019485481
40491,-0.0006156075
51603,-0.0005544014
29776,0.0030288948
2357,-0.0012116986
38512,-0.0012184861
19392,-0.0015104371
41761,9.182701e-05
29471,-0.0018813857
13923,-0.0026957407
27979,-0.00019967789
42400,-0.00052047474
46758,-0.001823653
45159,-0.00031929696
12646,-0.0071323137
17485,-0.0024864986
3099,-0.0011509904
20782,0.0005329824
59040,-0.00405278
35063,-0.0032925266
9337,0.0011468236
31759,-0.0017526555
40957,-0.0024703476
54992,-0.0013492513
36671,-0.0028883363
36723,0.0008600657
4701,-0.00083238585
18057,-0.0010243203
10320,-0.0017614332
431,-0.00051724864
2096,-0.0015399824
33693,-0.0015443196
52512,0.00063565234
5117,-4.0838495e-05
58302,-0.0019249222
41623,-0.00016075699
11275,-0.0025735437
31871,-0.0010934467
9383,0.0008192309
12762,0.0011645141
57712,-0.01787939
33845,0.0002546413
36469,-0.005139177
21138,-0.0032220404
2902,-0.006485238
57551,-0.0010519526
47940,0.00052736467
15280,0.0006055846
53443,0.0011895956
47496,-0.00024348451
42183,7.1129296e-05
40015,0.0006505535
35028,-0.0013676281
44495,-0.000616753
38596,-0.00022575213
36623,-0.002236403
14138,-0.004620909
7214,0.0015697717
31364,-0.004730798
30052,-0.0011194269
24702,-0.0014196788
31806,-0.008337095
28576,-0.0006167176
2656,-0.00035356497
31860,-0.002252228
21816,0.0012882091
38531,-0.0012515173
10815,0.0014939108
33885,0.000850379
25716,-0.0020626406
52434,0.0004637814
38528,1.3782177e-05
582,-0.001633626
6786,0.0011256835
11025,-0.009438284
40220,-0.0033109072
28618,-0.005711689
18812,-0.0023723203
49043,-0.0016872878
11530,-0.004893295
16079,-0.0022575646
18286,-0.0019210777
37390,0.0012928979
39539,-0.0022914778
19622,0.0010721427
34297,-0.002118423
10368,-0.0011184285
36235,0.0012610038
23900,-0.00027419394
17919,-0.0027521118
23743,0.00034664897
48294,9.253761e-05
2178,-0.002456646
2576,-0.0005624234
17317,-0.0012400816
27572,0.0011013406
