X_Coor,Y_Coor,Observed_Temperature,Predicted_Temperature,Intercept,Canopy_Coeff,BuiltEnv_Coeff,Elevation_Coeff,Local_R2,Residuals
296518.6856,4634503.652,87.0,87.59588470404574,88.11092920412689,0.24847272185692634,3.9721437646440103,-3.833003466961207,0.6890624535611947,-0.5958847040457442
298747.9444,4630656.737,89.0,89.62491738944952,84.51170045058676,0.07752238932859917,1.019003928658966,8.388009602861134,0.3450523906034164,-0.6249173894495215
297577.4412,4630660.785,88.0,89.06863479383001,86.09254225253582,-0.3802439399969022,0.216062784850985,5.716169477393941,0.4082932586859465,-1.0686347938300145
299673.6014,4629459.187,88.0,87.04274946187034,88.75673372393881,-0.4428650414764111,1.6158216623406463,-2.538078448062985,0.5800462964071571,0.9572505381296565
298717.4,4629607.072,90.0,89.6119582442902,84.51254198451075,0.4700913913101047,1.0639673886927123,8.798859493671365,0.214020110522948,0.38804175570980703
299827.3675,4628554.243,84.0,85.40047211655697,80.9878813912538,-0.22384997418236816,4.325523719554839,7.177386307362749,0.5762408474019264,-1.4004721165569691
301407.9915,4634391.286,86.0,86.03758073468751,83.92897778662022,-0.20334883402390244,0.35238432134194786,3.4569974806460877,0.5801052653676426,-0.03758073468750922
302068.4477,4629239.431,88.0,88.1108196701892,88.02178771213332,1.8235600194183024,3.2759483434663283,-3.7979067225145746,0.3895728400126113,-0.11081967018920125
300082.6028,4636290.853,88.0,87.97408108347388,88.16273886965273,-0.5182327685809671,0.4569015464042361,-0.629550732929105,0.39858632054982107,0.025918916526123326
298741.2115,4632487.899,91.0,89.8931988549243,87.0468836737502,-0.4301426060145737,-0.0774333553587942,5.20463261511504,0.2505830642197703,1.106801145075707
298120.7135,4633856.68,89.0,88.34556362319384,91.0765532533125,0.028505777621492163,1.2902869696557533,-5.112172425367676,0.506364534875511,0.6544363768061601
301558.2328,4636457.975,85.0,84.34082348762492,79.0682085351554,0.5160850148829094,4.749448377879108,7.633106036972761,0.7404501756640559,0.6591765123750832
296742.8915,4633956.832,88.0,88.08083120741672,87.60096956934298,0.35972461008604356,1.1147614880136993,-0.012564819573365785,0.300545980264275,-0.0808312074167219
297203.2737,4631211.963,88.0,88.50208294338218,85.93199609528592,-0.5884457586023236,1.4572683881606514,4.87464822096278,0.443439233080255,-0.5020829433821774
299216.668,4635415.604,88.0,88.7059685095047,92.68773528444478,-0.0437483766336228,0.41633216574073706,-9.102871842874833,0.5875110706640337,-0.7059685095047001
298138.4718,4636527.582,87.0,87.02211135833211,86.87470726337467,-0.34649417331671817,1.3663510774492074,0.9665326770088825,0.6154161138606272,-0.02211135833211131
296666.5507,4636262.573,88.0,87.77481078571407,87.96337358588885,-0.383313529612795,-0.07821570194806449,-0.25045682674981157,0.3463581853147131,0.2251892142859333
295157.4763,4632081.949,87.0,86.68634954942381,90.6912745961484,-0.34533442429877564,2.233572846022751,-5.708535350330099,0.7193287510512555,0.31365045057619056
301105.4712,4634310.049,87.0,86.82632586184702,84.7604979318665,-0.4370895023642983,-0.1438830084104998,3.02380792565668,0.6833753570912747,0.1736741381529754
298769.7652,4631406.498,90.0,90.14875453090106,72.71775263019524,0.21828690919196025,1.471522780200255,29.045845962021293,0.5125250791078427,-0.1487545309010585
297695.9091,4632668.41,90.0,90.07457537869283,91.29402359437606,-0.039817609062573034,1.0024003108146606,-3.218702652022455,0.25322901343581483,-0.0745753786928276
300895.3467,4629153.5,89.0,88.06429620476948,88.83448948495861,0.5202671243066679,1.0204886847840622,-2.683583296467143,0.36693404792515855,0.9357037952305234
298565.6342,4632643.09,90.0,90.21918410535895,84.92395262422579,-0.9368137512557538,-0.28638452618278915,9.814858589817089,0.3489784825837538,-0.2191841053589485
298779.0596,4632756.94,90.0,90.29684870160182,79.87970700438993,-1.1116714204641993,-0.895858237287801,19.721124048142947,0.5692284708250294,-0.2968487016018173
295674.8749,4633357.589,90.0,89.39927190722094,85.40292810920198,0.19652235922347167,2.993517462615527,4.05877968807197,0.38961288771471075,0.6007280927790646
297490.3238,4635916.127,88.0,88.45410479142414,88.75412799533387,-0.3669776943758293,0.35975545726889224,-0.6177914265588796,0.4111677861505946,-0.4541047914241432
296146.87,4633073.7,89.0,89.01837884692935,85.59991021765995,-0.3497216874221807,2.6071286189765894,4.123509710420365,0.4310415348429977,-0.018378846929351766
301777.2739,4629548.056,89.0,88.15728558171853,90.46849035386347,-0.5964685935855716,0.9626426085653577,-6.154833266747105,0.30617192533594145,0.8427144182814743
300395.3155,4634660.901,89.0,87.36368199898104,91.5025412845759,0.08252241929470816,0.2792042267258185,-5.77267456195292,0.6097656640918336,1.6363180010189637
296631.6617,4634260.233,88.0,87.89571051453318,86.18001348225289,0.3225905266086112,3.630052568375562,-0.13853193507238468,0.6258602633409832,0.10428948546682193
301907.0456,4635037.091,86.0,85.58692439258277,79.1147834485907,0.17218235770793328,0.8811377509479257,10.09924815033372,0.5663696245308278,0.4130756074172268
298173.118,4635656.111,89.0,88.74299536536982,87.95334335403659,-0.6135801852928352,-0.05937956836352188,1.2980684764879378,0.34779660420401853,0.257004634630178
299816.2514,4630235.444,89.0,89.06887721687427,78.29212080760465,1.3480159567897374,0.5133715325703255,20.295410760931272,0.48173696378532704,-0.06887721687427018
301061.8106,4632810.546,88.0,87.87995757935845,89.42213627135365,0.1690434635690218,1.0930574245931297,-3.9208539221308225,0.5044408104985066,0.12004242064155335
298110.2286,4636588.437,87.0,87.22071134951888,87.33644717549853,-0.33986115428943714,1.4467090375550538,-0.09500815377826427,0.621779532485875,-0.22071134951887927
