X_Coor,Y_Coor,Observed_Temperature,Predicted_Temperature,Intercept,Canopy_Coeff,BuiltEnv_Coeff,Elevation_Coeff,Local_R2,Residuals
300450.3478,4636550.28,88.0,88.05465253353213,88.97222984235736,-0.3084149754747939,0.6895567807371472,-1.7969816639649585,0.2532801787301931,-0.05465253353213484
299438.2826,4631687.198,89.0,88.98261739931199,88.55385286067607,0.7269376064357554,0.850030441128696,-0.1545074312522917,0.25499927171500153,0.01738260068800912
294969.3661,4632837.835,90.0,89.31371064467962,90.64822701214153,-0.31861455543769146,2.4007881496447347,-5.258239866682899,0.390458283228068,0.6862893553203833
300760.2299,4629667.695,87.0,87.38273896963945,85.76681244685322,-0.5289093406467622,-0.5251148225287189,3.8557971348840203,0.31988333406570235,-0.38273896963944765
299339.6706,4628298.29,84.0,84.26986918767525,80.6781524617798,-0.17090301742756878,5.276883638089503,7.733400612229041,0.6360145133109912,-0.2698691876752548
295542.9628,4635012.329,86.0,84.79474441928986,90.14144035871782,0.5565750078439877,3.197430170854286,-6.242098966706152,0.6712928356873168,1.2052555807101442
295754.6759,4631974.516,90.0,89.31909699441147,90.78313755843291,-0.561834733038207,2.895552387903909,-5.1194597420800205,0.5995044843949737,0.680903005588533
300536.8235,4636427.699,88.0,88.1048091519734,89.13799469569142,-0.17133301790165917,0.8774621394634743,-2.0509380923337726,0.15417758898595418,-0.10480915197339868
301806.8925,4633659.3,85.0,86.54502149877797,83.3186077377112,-0.520174259575451,1.8756909055559925,4.140284703579009,0.6194497048899364,-1.5450214987779702
299810.9435,4636238.735,88.0,87.83945836191486,88.17065519533531,-0.31050010607903833,0.4296331355394816,-0.9160546633171114,0.2732713930495173,0.16054163808513522
299405.3651,4632618.644,88.0,88.09295018314523,79.77490426461574,-0.36211438054389034,-0.41440749157199364,18.418862006859044,0.6274963157603833,-0.09295018314523418
298306.4739,4635081.924,88.0,87.93734187389627,86.48221889959443,-0.22632795294999603,0.3432825573454377,2.2260253895177113,0.2409367343998349,0.06265812610372734
297968.7174,4634821.617,88.0,87.97930836081494,88.49834569496467,-0.20158496599693293,0.20444171800974248,-0.9303099435293717,0.27288593032594494,0.020691639185059785
298404.6425,4631237.03,93.0,90.43825596660817,82.26742646058166,0.08715247415039687,0.6511373542079729,13.862116414533087,0.2083378463329937,2.5617440333918324
299561.1755,4630753.134,88.0,88.83462346052794,97.17067414963537,-0.08796943338378865,0.9265903653423492,-15.563598013176373,0.34419684348477725,-0.8346234605279363
301405.3715,4634301.316,86.0,86.18681430820313,83.89363970695297,-0.2292061565781921,0.4908835893121664,3.650485323462833,0.6427265831200153,-0.18681430820312528
299131.7103,4630435.459,90.0,89.91605446820364,98.96399391555498,1.298840154018121,1.923134299932558,-18.40768794569832,0.39438466282808704,0.08394553179635977
299642.0664,4634562.774,90.0,88.96983068519128,92.71916494835749,-0.3177925190403419,-0.015525471092312925,-7.612314196361206,0.5286211046230102,1.0301693148087168
301411.7835,4633490.712,88.0,87.19049388436505,85.27418730760868,-0.27898987906966,0.37921506794850685,3.4426455872449973,0.43635597338543586,0.8095061156349459
