OBJECTID,Temperature,Pct_Canopy_1,Built_Environment_Index,Mean_Elevation,X_Coor,Y_Coor
38920,88,0.568,0,0.532,294718.6708,4634374.133
38095,87,0.077,0.1265531,0.54,294723.6133,4634297.732
29272,88,0.023,0.148886,0.627,294724.827,4633206.573
39195,88,0.077,0,0.54,294725.3603,4634396.77
29273,88,0.21,0.2472651,0.627,294740.5718,4633198.055
38371,88,0.44,0.2207016,0.532,294742.2358,4634315.254
38646,88,0.02,0.2522304,0.532,294743.1092,4634345.245
29022,88,0.024,0.191681,0.627,294743.3943,4633175.643
38096,87,0.748,0.1493239,0.532,294743.829,4634287.17
38921,88,0.419,0.1650883,0.532,294743.9825,4634375.236
28773,88,0.076,0.2723738,0.627,294746.8486,4633146.314
28525,88,0.004,0.1519513,0.627,294749.8849,4633120.418
41115,89,0.078,0.2757721,0.571,294750.9696,4634615.164
41391,89,0.083,0.494654,0.579,294752.0636,4634644.913
41666,89,0.044,0.4341329,0.579,294759.5624,4634666.165
28526,88,0.122,0.2255185,0.627,294767.311,4633113.887
28774,88,0.019,0.3516337,0.627,294768.1605,4633143.857
28278,88,0.076,0.008758,0.627,294768.9268,4633084.676
29023,88,0.026,0.394065,0.627,294769.0337,4633173.848
29274,88,0.142,0.354322,0.627,294770.3657,4633197.322
38097,88,0.023,0.4374621,0.532,294771.3535,4634284.389
38372,88,0.562,0.4169376,0.548,294772.2268,4634314.381
28032,88,0,0,0.627,294772.3246,4633055.029
38647,88,0.076,0.4894955,0.548,294773.1002,4634344.372
38922,88,0.008,0.6972932,0.548,294773.9736,4634374.363
39197,88,0.231,0.6054901,0.548,294774.8469,4634404.354
27786,88,0,0.0380973,0.627,294775.5974,4633026.474
39471,88,0.753,0.1267294,0.563,294775.7287,4634434.336
27541,88,0,0.1077234,0.643,294778.1198,4633005.897
40564,88,0.851,0.1557092,0.579,294779.4163,4634554.48
40840,89,0.939,0.1012631,0.595,294780.0872,4634584.3
41116,89,0.349,0.4918779,0.611,294780.9606,4634614.291
41392,89,0,0.5316353,0.595,294781.834,4634644.282
41667,89,0.032,0.6428472,0.595,294783.6903,4634673.127
41941,89,0,0.3621433,0.603,294793.0549,4634693.091
27787,88,0,0.1248015,0.627,294794.6589,4633023.02
27542,88,0.452,0,0.651,294795.1762,4632993.797
28033,88,0,0.3306145,0.627,294795.532,4633053.011
28279,88,0,0.3560127,0.619,294796.4052,4633083.002
28527,88,0.591,0.1900486,0.603,294797.2784,4633112.993
28775,88,0.536,0.3080938,0.611,294798.1515,4633142.984
27298,88,0.035,0.3783456,0.675,294798.8913,4632964.194
29024,88,0.061,0.3330356,0.611,294799.0247,4633172.975
29275,88,0.271,0.2737771,0.611,294800.3115,4633198.98
37823,88,0.371,0.5654027,0.548,294800.4712,4634253.525
38098,88,0.128,0.7986874,0.548,294801.3445,4634283.516
37549,88,0.721,0.2144296,0.54,294801.9098,4634227.739
38373,88,0.671,0.3610806,0.556,294802.2179,4634313.507
27055,88,0,0.2228911,0.667,294802.5169,4632935.494
38648,88,0.041,0.7328678,0.556,294803.0912,4634343.498
38923,88,0.098,0.5570076,0.563,294803.9646,4634373.489
39198,88,0.033,0.4599981,0.563,294804.838,4634403.48
26813,88,0.032,0,0.643,294805.2437,4632913.684
39472,88,0.111,0.1944276,0.587,294805.7113,4634433.471
39745,88,0.984,0,0.595,294806.5847,4634463.462
40018,88,0.04,0.1383944,0.595,294807.4581,4634493.453
40291,89,0.071,0.2295575,0.611,294808.3315,4634523.444
40565,89,0.001,0.4835986,0.627,294809.2049,4634553.435
40841,89,0.024,0.3743569,0.627,294810.0783,4634583.426
41117,89,0.052,0.2255499,0.619,294810.9517,4634613.417
41393,89,0.028,0.5480659,0.619,294811.8251,4634643.408
41668,89,0.048,0.6126024,0.611,294812.6985,4634673.399
41942,89,0,0.5434794,0.611,294815.6192,4634700.766
26814,88,0.044,0,0.635,294821.9633,4632902.7
27056,88,0.263,0.1085992,0.659,294822.0305,4632932.174
27299,88,0,0.4357105,0.659,294822.9036,4632962.165
27543,88,0.002,0.240845,0.643,294823.7768,4632992.156
27788,88,0,0.3533853,0.627,294824.6499,4633022.147
26572,88,0.076,0.0017516,0.635,294825.3015,4632873.238
28034,88,0.011,0.1812906,0.627,294825.5231,4633052.138
28280,88,0.067,0.1519513,0.611,294826.3962,4633082.129
42215,89,0,0.3936721,0.611,294826.5189,4634720.033
28528,88,0.974,0.1136608,0.603,294827.2694,4633112.12
28776,88,0.389,0.373853,0.595,294828.1426,4633142.111
26332,88,0,0.2951446,0.635,294828.8074,4632843.597
29025,88,0.163,0.3302249,0.595,294829.0157,4633172.102
37550,88,0.225,0.4411725,0.532,294829.5942,4634222.666
29276,88,0.527,0.2853165,0.587,294830.0247,4633199.518
37824,88,0.2,0.6603157,0.556,294830.4622,4634252.652
38099,88,0.42,0.5518916,0.563,294831.3355,4634282.643
26092,88,0.022,0.0954622,0.643,294831.3678,4632818.819
38374,88,0.996,0.1145532,0.571,294832.2089,4634312.634
38649,88,0.791,0.0994033,0.579,294833.0822,4634342.625
38924,88,0.021,0.2018719,0.579,294833.9556,4634372.616
39199,88,0,0.1585198,0.579,294834.829,4634402.607
39473,88,0.071,0.0578028,0.587,294835.7023,4634432.598
39746,88,1,0,0.611,294836.5757,4634462.589
40019,88,0.624,0.198312,0.627,294837.4491,4634492.58
40292,89,0.008,0.4538419,0.627,294838.3225,4634522.571
40566,89,0.02,0.3941898,0.627,294839.1959,4634552.562
40842,89,0.02,0.3248551,0.627,294840.0693,4634582.553
41118,89,0.04,0.4387954,0.643,294840.9427,4634612.544
41394,89,0.01,0.2171259,0.627,294841.8161,4634642.535
41669,89,0.034,0.4370242,0.627,294842.6895,4634672.526
41943,89,0,0.6252203,0.611,294843.5629,4634702.517
42216,89,0.086,0.3332114,0.611,294847.327,4634726.829
26093,89,0.297,0.3796758,0.627,294848.615,4632811.41
26333,89,0.172,0.2228911,0.619,294849.4021,4632841.327
26573,88,0,0.2417208,0.627,294850.2752,4632871.318
25854,88,0.013,0.1937211,0.627,294850.6373,4632782.191
26815,89,0,0.1230499,0.627,294851.1483,4632901.309
27057,89,0,0.2566094,0.643,294852.0215,4632931.3
27300,88,0,0.4313315,0.643,294852.8946,4632961.291
27544,88,0.03,0.1799769,0.643,294853.7678,4632991.282
25617,88,0.019,0.4181315,0.627,294854.1821,4632752.663
27789,88,0.22,0.018424,0.627,294854.6409,4633021.273
28035,88,0.88,0.0433521,0.611,294855.5141,4633051.264
28281,88,0.045,0.2399692,0.603,294856.3873,4633081.256
28529,88,0.876,0.0950243,0.595,294857.2604,4633111.247
25381,88,0,0.4379,0.627,294857.5336,4632724.98
28777,88,0.502,0.318291,0.595,294858.1336,4633141.238
29026,88,0.007,0.3164498,0.579,294859.0068,4633171.229
37551,88,0.072,0.416005,0.54,294859.5799,4634221.787
29277,88,0.895,0.0731923,0.579,294860.0298,4633199.691
25145,87,0,0.4379,0.635,294860.0438,4632704.693
37825,88,0.94,0.0411626,0.556,294860.4532,4634251.778
38100,88,0.62,0.3383698,0.579,294861.3266,4634281.769
38375,88,0.339,0.4374582,0.595,294862.1999,4634311.76
38650,88,0.421,0.5914867,0.595,294863.0733,4634341.751
38925,88,0.983,0.0118233,0.595,294863.9466,4634371.742
39200,88,0.941,0.0318429,0.603,294864.82,4634401.733
39474,88,0.727,0.1363389,0.611,294865.6934,4634431.724
39747,88,0.506,0.1642212,0.611,294866.5667,4634461.716
40020,89,0.148,0.3412095,0.627,294867.4401,4634491.707
40293,89,0.008,0.5381687,0.627,294868.3135,4634521.698
40567,89,0.068,0.4790926,0.627,294869.1869,4634551.689
40843,89,0.014,0.4059062,0.635,294870.0603,4634581.68
41119,89,0.119,0.4118591,0.643,294870.9337,4634611.671
41395,89,0.005,0.3355965,0.635,294871.8071,4634641.662
14054,86,0.003,0.1418796,0.913,294872.6368,4631099.237
41670,89,0.039,0.6367361,0.627,294872.6805,4634671.653
41944,89,0.009,0.4235829,0.611,294873.5539,4634701.644
42217,89,0.023,0.5176244,0.611,294874.5371,4634731.514
25382,88,0,0.4695541,0.619,294875.9006,4632720.49
25146,88,0.443,0.4339102,0.627,294876.5434,4632691.23
25618,88,0.009,0.5680209,0.619,294876.7737,4632750.481
25855,89,0.01,0.4269332,0.611,294877.6468,4632780.472
26094,89,0.065,0.3502412,0.611,294878.52,4632810.463
26334,89,0.171,0.1909244,0.611,294879.3931,4632840.454
24910,87,0.599,0.2726646,0.635,294880.0504,4632661.601
26574,89,0,0.3402483,0.611,294880.2662,4632870.445
26816,89,0,0.2693085,0.611,294881.1394,4632900.436
42488,89,0.048,0.2801158,0.603,294882.004,4634753.133
27058,89,0,0.0678745,0.627,294882.0125,4632930.427
27301,88,0,0.3231702,0.651,294882.8856,4632960.418
24676,87,0.354,0.1423175,0.635,294883.5434,4632632.778
27545,88,0.099,0.2434724,0.635,294883.7588,4632990.409
27790,88,0.927,0,0.611,294884.6319,4633020.4
28036,88,1,0,0.595,294885.5051,4633050.391
24443,87,0,0.3437515,0.643,294886.2615,4632610.341
28282,88,0.965,0.0275877,0.595,294886.3783,4633080.382
28530,88,0.354,0.2806939,0.595,294887.2514,4633110.373
28778,88,1,0.0004574,0.587,294888.1246,4633140.364
37280,88,0.031,0.5543534,0.532,294888.6975,4634190.923
14055,85,0.956,0,0.897,294888.9677,4631099.034
29027,88,0.062,0.2045463,0.579,294888.9978,4633170.355
13891,86,0.459,0,0.865,294889.3555,4631072.576
37552,88,0.716,0.3267184,0.548,294889.5709,4634220.914
29278,88,0.009,0,0.579,294890.0365,4633199.864
37826,88,0.897,0.2497556,0.556,294890.4442,4634250.905
38101,88,0.729,0.293898,0.579,294891.3176,4634280.896
38376,88,0.007,0.4851054,0.595,294892.1909,4634310.887
38651,88,0.044,0.6214737,0.595,294893.0643,4634340.878
14225,85,0.836,0,0.913,294893.7019,4631128.659
38926,88,0.225,0.2868091,0.595,294893.9376,4634370.869
39201,88,0.076,0.4793053,0.603,294894.811,4634400.86
14403,85,0.708,0,0.921,294895.6375,4631158.822
39475,89,0.292,0.4845438,0.611,294895.6844,4634430.851
39748,89,0.408,0.5125491,0.611,294896.5577,4634460.842
40021,89,0.01,0.5360974,0.619,294897.4311,4634490.833
14587,85,0.341,0,0.937,294897.7951,4631182.541
40294,89,0.237,0.4889028,0.627,294898.3045,4634520.824
40568,89,0.011,0.5187087,0.635,294899.1779,4634550.815
40844,89,0.117,0.4308335,0.643,294900.0513,4634580.806
41120,89,0.001,0.5114102,0.643,294900.9247,4634610.797
41396,89,0,0.4846113,0.635,294901.7981,4634640.788
41671,89,0.032,0.3347582,0.627,294902.6715,4634670.779
24444,87,0.572,0.2040614,0.627,294902.9833,4632600.053
24677,87,0.785,0.3423474,0.627,294903.2723,4632629.644
41945,89,0,0.5054599,0.627,294903.5449,4634700.77
24911,88,0.266,0.5220735,0.619,294904.1454,4632659.635
42218,89,0.075,0.4461826,0.619,294904.4183,4634730.761
29524,88,0.102,0.3538232,0.579,294904.9191,4633214.943
25147,88,0.076,0.4851057,0.619,294905.0185,4632689.626
25383,88,0.076,0.4758321,0.611,294905.8916,4632719.617
42489,89,0.105,0.4490573,0.611,294905.9524,4634760.028
24211,87,0.055,0.3914322,0.627,294906.0037,4632570.622
25619,90,0,0.4508983,0.611,294906.7647,4632749.608
25856,90,0.001,0.4037026,0.611,294907.6379,4632779.599
26095,90,0,0.3441894,0.611,294908.511,4632809.59
26335,89,0,0.3962995,0.611,294909.3841,4632839.581
23980,87,0.054,0.3341177,0.635,294909.5462,4632541.33
26575,89,0.114,0.3052163,0.611,294910.2572,4632869.572
26817,89,0.318,0.2031856,0.611,294911.1304,4632899.563
27059,89,0.073,0.0661229,0.619,294912.0035,4632929.554
23749,87,0,0.3437515,0.651,294912.5664,4632516.292
27302,88,0.003,0.2163226,0.643,294912.8767,4632959.545
27546,88,0,0.3652086,0.635,294913.7498,4632989.536
42759,88,0.283,0.1683752,0.595,294914.4457,4634781.236
27791,88,0.064,0,0.611,294914.623,4633019.527
28037,88,0.005,0,0.579,294915.4961,4633049.518
28283,88,0.154,0,0.579,294916.3693,4633079.509
28531,88,0.009,0.2119436,0.587,294917.2424,4633109.5
13892,86,0.569,0,0.865,294917.5529,4631072.984
28779,88,0.889,0.0665608,0.587,294918.1156,4633139.491
37281,88,0.005,0.1976107,0.532,294918.6885,4634190.05
14056,85,1,0,0.897,294918.7324,4631098.356
29028,88,1,0,0.579,294918.9888,4633169.482
37553,88,0.012,0.4901674,0.548,294919.5619,4634220.041
14226,85,1,0,0.913,294919.6053,4631128.347
29279,88,0.741,0.1222095,0.579,294919.862,4633199.473
37827,88,0.363,0.4591116,0.563,294920.4352,4634250.032
14404,85,1,0,0.921,294920.4781,4631158.338
38102,89,0.467,0.3107267,0.579,294921.3086,4634280.023
14588,85,0.957,0,0.929,294921.3399,4631182.555
38377,89,0.031,0.5889411,0.595,294922.1819,4634310.014
38652,89,0.019,0.5868816,0.603,294923.0553,4634340.005
38927,89,0.004,0.57751,0.611,294923.9286,4634369.996
39202,89,0.189,0.4321025,0.611,294924.802,4634399.987
29525,88,0,0.4357105,0.579,294924.9608,4633215.059
39476,89,0.004,0.3499469,0.627,294925.6754,4634429.978
39749,89,0.067,0.373228,0.627,294926.5488,4634459.969
40022,89,0.121,0.3159307,0.627,294927.4221,4634489.96
36742,88,0.057,0.0906453,0.532,294927.8478,4634143.499
40295,89,0.322,0.3564486,0.627,294928.2955,4634519.951
40569,89,0.005,0.4130846,0.635,294929.1689,4634549.942
23750,87,0,0.5113986,0.635,294929.86,4632508.883
40845,89,0.009,0.5955792,0.635,294930.0423,4634579.933
23981,87,0.383,0.2637705,0.627,294930.6441,4632538.798
41121,89,0,0.4805302,0.643,294930.9157,4634609.924
24212,87,0.104,0.3760559,0.619,294931.5171,4632568.789
41397,89,0.424,0.4494104,0.635,294931.7891,4634639.915
23520,87,0.071,0.3328504,0.659,294931.9386,4632479.684
24445,87,0.623,0.3290845,0.611,294932.3902,4632598.78
41672,89,0.277,0.4618346,0.627,294932.6625,4634669.906
24678,88,0.744,0.3205262,0.611,294933.2633,4632628.771
41946,89,0.624,0.2886603,0.627,294933.5359,4634699.897
24912,88,0.972,0.0745729,0.611,294934.1364,4632658.762
42219,89,0,0.4336909,0.627,294934.4093,4634729.888
25148,88,0.245,0.5933277,0.611,294935.0095,4632688.753
42490,89,0.003,0.507295,0.611,294935.2828,4634759.879
23291,87,0.063,0.3210672,0.698,294935.5269,4632450.158
25384,90,0,0.6160944,0.611,294935.8826,4632718.744
25620,91,0,0.4238872,0.611,294936.7558,4632748.735
42760,88,0,0.3437896,0.611,294937.2801,4634788.617
25857,91,0,0.4343968,0.611,294937.6289,4632778.726
26096,90,0,0.4379,0.603,294938.502,4632808.717
23062,87,0,0.0897695,0.738,294938.865,4632422.51
26336,90,0,0.4379,0.595,294939.3751,4632838.708
26576,89,0,0.4379,0.595,294940.2482,4632868.699
26818,89,0.163,0.4181945,0.603,294941.1214,4632898.69
22833,87,0,0.3078437,0.754,294941.3075,4632402.186
27060,89,0.434,0.2036235,0.603,294941.9945,4632928.681
27303,88,0.076,0.1221741,0.635,294942.8677,4632958.672
27547,88,0,0.4374621,0.643,294943.7408,4632988.663
18045,85,0.603,0,0.905,294944.3291,4631689.377
27792,88,0.007,0.0499206,0.619,294944.614,4633018.654
28038,88,0.203,0,0.579,294945.4871,4633048.645
28284,88,0.076,0,0.579,294946.3603,4633078.636
43029,88,0.089,0.1603204,0.611,294946.5118,4634809.22
17839,84,0.64,0,0.905,294946.8563,4631673.779
28532,88,0.407,0.1142919,0.579,294947.2335,4633108.627
13893,86,0.61,0,0.865,294947.6158,4631073.824
28780,88,0.686,0.1550166,0.587,294948.1066,4633138.618
37282,88,0.066,0.1758829,0.532,294948.6795,4634189.176
14057,85,1,0,0.905,294948.7234,4631097.483
29029,88,1,0,0.571,294948.9798,4633168.609
37554,88,0.026,0.5910742,0.548,294949.5529,4634219.167
14227,85,1,0,0.921,294949.5963,4631127.474
29280,88,0.675,0.1773495,0.579,294949.853,4633198.6
37828,89,0.076,0.5219148,0.563,294950.4262,4634249.158
14405,85,1,0,0.937,294950.4692,4631157.465
38103,89,0.107,0.4412936,0.587,294951.2996,4634279.149
14589,85,1,0,0.937,294951.3385,4631182.261
29526,88,0.13,0.4379,0.587,294951.8441,4633215.192
38378,89,0.108,0.3807316,0.595,294952.1729,4634309.14
38653,89,0.123,0.232022,0.603,294953.0463,4634339.131
38928,89,0.646,0.302595,0.611,294953.9196,4634369.122
39203,89,0.052,0.2286655,0.627,294954.793,4634399.113
39477,89,0.003,0.3404233,0.627,294955.6664,4634429.104
39750,89,0.418,0.3925155,0.627,294956.5398,4634459.095
23063,87,0.208,0.3264839,0.698,294957.1428,4632417.961
40023,89,0.051,0.4084457,0.627,294957.4131,4634489.086
22834,87,0.222,0.250032,0.746,294957.9056,4632388.735
23292,87,0.076,0.4550621,0.683,294958.0158,4632447.952
40296,89,0.018,0.4502695,0.627,294958.2865,4634519.077
23521,87,0.347,0.2363995,0.643,294958.8889,4632477.943
40570,89,0.058,0.483377,0.627,294959.1599,4634549.068
23751,87,0.019,0.5032258,0.627,294959.762,4632507.934
40846,89,0.004,0.5737158,0.635,294960.0333,4634579.059
23982,87,0.017,0.369966,0.619,294960.6351,4632537.925
41122,89,0,0.5876253,0.627,294960.9067,4634609.05
22606,87,0.249,0.2625723,0.77,294961.4347,4632359.077
24213,87,0.1,0.3082058,0.611,294961.5082,4632567.916
41398,89,0.038,0.53527,0.627,294961.7801,4634639.041
24446,87,0.123,0.5148078,0.611,294962.3812,4632597.907
41673,89,0.365,0.2819474,0.627,294962.6535,4634669.032
24679,88,0.286,0.3831936,0.595,294963.2543,4632627.898
41947,89,0.653,0.3004455,0.627,294963.5269,4634699.023
24913,88,0.287,0.3871836,0.595,294964.1274,4632657.889
42220,88,0.008,0.4256034,0.627,294964.4003,4634729.014
22379,86,0,0.3534443,0.794,294964.8423,4632330.24
25149,90,0.055,0.4851365,0.595,294965.0005,4632687.88
42491,88,0.083,0.5455464,0.627,294965.2737,4634759.005
17840,85,1,0,0.913,294965.3345,4631667.336
25385,91,0.449,0.4379,0.595,294965.8736,4632717.871
42761,88,0.007,0.5088386,0.627,294966.1472,4634788.996
18046,85,0.493,0,0.913,294966.2887,4631689.09
25621,92,0.028,0.4379,0.595,294966.7468,4632747.862
22154,86,0,0.1891728,0.817,294967.5297,4632307.904
25858,92,0,0.4379,0.595,294967.6199,4632777.853
17634,85,1,0,0.921,294967.7674,4631638.536
26097,91,0,0.7185561,0.595,294968.493,4632807.844
43030,88,0.168,0.315988,0.627,294968.6935,4634817.083
26337,90,0,0.7473114,0.595,294969.3661,4632837.835
26577,89,0,0.6560141,0.595,294970.2393,4632867.826
26819,89,0,0.5099506,0.595,294971.1124,4632897.817
27061,89,0.441,0.3271113,0.603,294971.9855,4632927.808
17429,84,1,0,0.929,294972.6471,4631609.825
27304,89,0.136,0.1326837,0.619,294972.8587,4632957.799
27548,88,0,0.4252009,0.643,294973.7318,4632987.79
27793,88,0,0.1843559,0.611,294974.605,4633017.781
28039,88,0.75,0,0.587,294975.4781,4633047.772
28285,88,0.241,0,0.579,294976.3513,4633077.763
17223,84,0.934,0,0.929,294976.3768,4631587.88
28533,88,0.505,0.1169193,0.587,294977.2245,4633107.754
13894,86,0.65,0,0.825,294977.4016,4631074.535
37013,88,0.01,0,0.532,294977.7972,4634158.312
28781,87,0.781,0.162023,0.579,294978.0976,4633137.745
43298,88,0.001,0.3321839,0.627,294978.5779,4634837.203
37283,88,1,0.0549299,0.532,294978.6705,4634188.303
14058,85,1,0,0.873,294978.7144,4631096.61
29030,87,1,0,0.563,294978.9708,4633167.736
36744,88,0.066,0,0.516,294979.5264,4634134.716
37555,89,0.085,0.3743846,0.556,294979.5439,4634218.294
14228,85,1,0,0.897,294979.5873,4631126.601
29281,87,0.574,0.126991,0.579,294979.844,4633197.727
37829,89,0,0.5858547,0.579,294980.4172,4634248.285
14406,85,1,0,0.921,294980.4602,4631156.592
29527,87,0,0.4379,0.587,294981.0528,4633215.062
38104,89,0.042,0.4817467,0.587,294981.2906,4634278.276
38379,89,0.04,0.386537,0.595,294982.1639,4634308.267
14590,85,1,0,0.944,294982.6801,4631184.084
38654,89,0,0.5598791,0.603,294983.0373,4634338.258
38929,89,0.223,0.4478076,0.619,294983.9106,4634368.249
22155,86,0.03,0.3993164,0.802,294984.2483,4632297.536
22380,86,0.064,0.3207122,0.778,294984.5146,4632327.115
39204,89,0.052,0.3206709,0.635,294984.784,4634398.24
22607,87,0.083,0.3275003,0.738,294985.3877,4632357.106
39478,89,0.112,0.4576364,0.635,294985.6574,4634428.231
22835,87,0.028,0.419245,0.722,294986.2607,4632387.097
39751,90,0,0.4780623,0.627,294986.5307,4634458.222
14777,85,1,0,0.944,294986.6886,4631218.939
23064,87,0.471,0.3358274,0.675,294987.1338,4632417.088
21935,87,0.268,0.332804,0.817,294987.299,4632268.096
40024,90,0.006,0.2861182,0.627,294987.4041,4634488.213
23293,87,0,0.4597527,0.643,294988.0068,4632447.079
40297,90,0.403,0.3526954,0.627,294988.2775,4634518.204
14969,85,0.924,0,0.944,294988.3729,4631245.648
23522,87,0.141,0.4088515,0.627,294988.8799,4632477.07
40571,90,0,0.5068074,0.627,294989.1509,4634548.195
21718,87,0.107,0.35032,0.825,294989.2584,4632249.349
23752,87,0.057,0.3962336,0.611,294989.753,4632507.061
40847,90,0.073,0.4509228,0.627,294990.0243,4634578.186
23983,87,0.024,0.4204724,0.603,294990.6261,4632537.052
41123,89,0.004,0.4680863,0.627,294990.8977,4634608.177
24214,87,0.116,0.2169246,0.595,294991.4992,4632567.043
41399,89,0.035,0.4538121,0.627,294991.7711,4634638.168
15169,85,0.78,0,0.96,294992.1332,4631275.22
24447,88,0.032,0.4526167,0.595,294992.3722,4632597.034
41674,89,0.033,0.3993361,0.627,294992.6445,4634668.159
24680,88,0.068,0.5064762,0.595,294993.2453,4632627.025
41948,89,0.135,0.4533372,0.627,294993.5179,4634698.15
17430,84,1,0,0.921,294993.5537,4631606.458
17224,84,1,0,0.929,294993.6571,4631577.125
24914,88,0.694,0.2213994,0.595,294994.1184,4632657.016
42221,88,0.954,0.3026189,0.627,294994.3913,4634728.141
17635,84,1,0,0.913,294994.4267,4631636.449
25150,90,0.009,0.6321293,0.595,294994.9915,4632687.007
42492,88,0.919,0.23982,0.627,294995.2647,4634758.132
17841,84,1,0,0.913,294995.2996,4631666.44
21504,87,0.013,0.3144122,0.841,294995.3326,4632214.468
15374,85,0.636,0,0.96,294995.8272,4631304.264
25386,91,0.074,0.534076,0.595,294995.8646,4632716.998
42762,88,0.126,0.458706,0.635,294996.1382,4634788.123
18047,84,0.665,0,0.929,294996.2661,4631689.156
25622,91,0.076,0.5732923,0.595,294996.7378,4632746.989
43031,88,0.632,0.2618794,0.643,294997.0116,4634818.114
25859,91,0,0.6879238,0.595,294997.6109,4632776.98
17018,84,1,0,0.929,294998.0638,4631548.073
26098,90,0,0.8847046,0.595,294998.484,4632806.971
15582,85,0.459,0,0.937,294998.9522,4631321.73
26338,90,0,0.94313,0.595,294999.3571,4632836.962
43299,88,0.009,0.3531426,0.635,295000.1777,4634845.329
26578,89,0,0.94313,0.595,295000.2303,4632866.953
26820,89,0,0.5738445,0.595,295001.1034,4632896.944
27062,89,0.027,0.4379,0.595,295001.9765,4632926.935
16813,84,0.786,0,0.929,295002.4794,4631522.092
27305,89,0.576,0.2150089,0.611,295002.8497,4632956.926
27549,88,0.001,0.3709013,0.627,295003.7228,4632986.917
27794,88,0.035,0.267119,0.611,295004.596,4633016.908
28040,88,0.454,0.0770704,0.603,295005.4691,4633046.899
28286,88,0.115,0.0328425,0.587,295006.3423,4633076.89
36745,88,0.021,0,0.516,295007.0327,4634127.558
28534,88,0.13,0.2084404,0.595,295007.2155,4633106.881
37014,88,1,0,0.532,295007.7882,4634157.439
28782,87,0.93,0.0626197,0.579,295008.0886,4633136.872
37284,89,0.061,0,0.54,295008.6615,4634187.43
14059,85,1,0,0.802,295008.7054,4631095.738
29031,87,1,0.0297772,0.563,295008.9618,4633166.863
37556,89,0.015,0.2015385,0.563,295009.5349,4634217.421
14229,85,1,0,0.833,295009.5783,4631125.729
29282,87,0.309,0.3862278,0.563,295009.835,4633196.854
37830,90,0.054,0.6704995,0.579,295010.4082,4634247.412
14407,85,1,0,0.889,295010.4512,4631155.72
13895,86,0.8,0,0.754,295010.7551,4631068.818
43566,88,0,0.0985275,0.627,295010.8793,4634864.858
21505,87,0.033,0.2971912,0.833,295011.1045,4632206.35
38105,89,0,0.4629147,0.579,295011.2816,4634277.403
14591,85,1,0,0.921,295011.3241,4631185.711
21295,87,0.04,0.4628255,0.857,295011.75,4632176.637
21719,87,0.509,0.3346682,0.817,295011.8865,4632236.269
38380,89,0.036,0.5854525,0.595,295012.1549,4634307.394
14778,85,1,0,0.944,295012.1969,4631215.702
29528,87,0,0.4379,0.579,295012.3348,4633215.715
21936,87,0,0.4616463,0.802,295012.7595,4632266.26
38655,90,0.063,0.5486606,0.603,295013.0283,4634337.385
14970,85,1,0,0.96,295013.0698,4631245.693
22156,86,0.017,0.2130831,0.786,295013.6326,4632296.251
38930,90,0.51,0.2511308,0.627,295013.9016,4634367.376
15170,85,1,0,0.968,295013.9427,4631275.684
21088,87,0.076,0.3601326,0.865,295014.3206,4632147.631
22381,86,0.012,0.2547546,0.762,295014.5056,4632326.242
39205,90,0.089,0.3654197,0.627,295014.775,4634397.367
15375,85,1,0,0.968,295014.8156,4631305.675
22608,87,0.409,0.328551,0.714,295015.3787,4632356.233
39479,90,0.045,0.3987,0.627,295015.6484,4634427.358
22836,87,0.221,0.437676,0.675,295016.2517,4632386.224
39752,90,0.43,0.3260967,0.627,295016.5217,4634457.349
23065,87,0.054,0.4186734,0.651,295017.1248,4632416.215
40025,90,0.105,0.3365567,0.627,295017.3951,4634487.34
23294,87,0,0.442548,0.619,295017.9978,4632446.206
40298,90,0.076,0.4614129,0.627,295018.2685,4634517.331
23523,87,0.004,0.3940243,0.603,295018.8709,4632476.197
20881,87,0.012,0.2088783,0.881,295018.9828,4632119.347
40572,90,0.009,0.4742484,0.627,295019.1419,4634547.322
23753,87,0.131,0.5418867,0.595,295019.744,4632506.188
13741,87,0.032,0.0783841,0.698,295019.9827,4631047.926
40848,90,0.083,0.3850973,0.627,295020.0153,4634577.313
15583,85,1,0,0.96,295020.2353,4631327.638
20675,87,0.249,0.0740051,0.905,295020.2361,4632084.004
23984,87,0.033,0.4951666,0.595,295020.6171,4632536.179
20469,87,0,0.0048169,0.921,295020.7365,4632064.099
41124,90,0.031,0.1276316,0.627,295020.8887,4634607.304
16814,84,1,0,0.913,295020.9526,4631515.636
24215,88,0.034,0.4399018,0.595,295021.4902,4632566.17
41400,89,0.032,0.3240684,0.619,295021.7621,4634637.295
17019,84,1,0,0.921,295021.7989,4631545.603
24448,88,0.125,0.5048241,0.587,295022.3632,4632596.161
41675,89,0.076,0.459368,0.627,295022.6355,4634667.286
17225,84,1,0,0.921,295022.6718,4631575.594
24681,88,0.071,0.3259034,0.587,295023.2363,4632626.152
41949,88,0.038,0.4196471,0.635,295023.5089,4634697.277
17431,84,1,0,0.913,295023.5447,4631605.585
24915,88,0.62,0.0013137,0.587,295024.1094,4632656.143
16608,84,0.977,0,0.905,295024.279,4631487.517
42222,88,0.1,0.4874802,0.635,295024.3823,4634727.268
17636,84,1,0,0.913,295024.4177,4631635.576
25151,90,0.111,0.1456833,0.595,295024.9825,4632686.134
42493,88,0.245,0.4268818,0.643,295025.2557,4634757.258
17842,84,1,0,0.921,295025.2906,4631665.567
